Node 1 Name,Node 1 Tissue,Node 2 Name,Node 2 Tissue,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
4-Hydroxyphenyllactic acid-P,Plasma,2-Octanol-F,Feces,0.8,0.104088039,5,0.257142857,0.622787172,6,,,2,0.752747253,0.002982233,13,2,TRUE,+,1,0.061653344
Alloxanic acid-P,Plasma,Picolinic acid-F,Feces,0.035714286,0.939408205,7,0.142857143,0.787172012,6,,,2,0.710714286,0.002978995,15,2,TRUE,+,1,0.061653344
"Benzaldehyde, 2,5-dimethyl--P",Plasma,L-Fucose-F,Feces,0.154897896,0.649280126,11,0.023809524,0.955374012,8,,,0,0.643264652,0.002966253,19,2,TRUE,+,1,0.061653344
"Benzimidazole, 5-trifluoromethyl-2-methyl--P",Plasma,9-Octadecenoic acid-F,Feces,-0.437408427,0.090206373,16,-0.285714286,0.492726245,8,-1,0,4,-0.54065154,0.002974488,28,3,TRUE,-,-1,0.061653344
Doconexent-P,Plasma,L-Serine-F,Feces,0.536287019,0.032233533,16,0.774806218,0.040769463,7,0.4,0.6,4,0.549773411,0.00297187,27,3,TRUE,+,1,0.061653344
Dopamine-P,Plasma,Decanoic acid-F,Feces,-0.2,0.555445442,11,-0.231908414,0.658373571,6,,,2,-0.643264652,0.002966253,19,2,TRUE,-,-1,0.061653344
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]--P",Plasma,Propanedioic acid-F,Feces,0.2,0.747060078,5,0.071428571,0.879048193,7,,,1,0.752747253,0.002982233,13,2,TRUE,+,1,0.061653344
Ketamine-P,Plasma,D-Xylose-F,Feces,0.277438789,0.316763125,15,0.243975018,0.560375585,8,,,4,0.549901896,0.00296379,27,2,TRUE,+,1,0.061653344
L-Isoleucine-P,Plasma,L-Norvaline-F,Feces,0.134800678,0.660609697,13,0.054554473,0.907523209,7,0.4,0.6,4,0.579943565,0.002973159,24,3,TRUE,+,1,0.061653344
Oxalic acid-P,Plasma,Stearic acid-F,Feces,-0.4088562,0.115855863,16,-0.119047619,0.778885726,8,-0.4,0.6,4,-0.540873619,0.002960394,28,3,TRUE,-,-1,0.061653344
Palmitelaidic acid-P,Plasma,"cis-4,5-Dihydroxy-o-dithiane-F",Feces,0.333335173,0.244167333,14,0.214285714,0.610344416,8,1,0,4,0.559130657,0.002983598,26,3,TRUE,+,1,0.061653344
Pipecolic acid-P,Plasma,"2,5-Dimethoxymandelic acid-F",Feces,-0.49280538,0.320632583,6,-0.263477778,0.528366471,8,,,2,-0.692194404,0.002964621,16,2,TRUE,-,-1,0.061653344
"Propiophenone, 3',4'-dimethoxy--P",Plasma,L-Aspartic acid-F,Feces,0.4,0.6,4,0.428571429,0.337368311,7,,,2,0.752747253,0.002982233,13,2,TRUE,+,1,0.061653344
Trisaminol-P,Plasma,L-Threonine-F,Feces,-0.41488589,0.110059363,16,-0.238095238,0.570156321,8,-0.8,0.2,4,-0.540588643,0.00297849,28,3,TRUE,-,-1,0.061653344
Indole-3-lactic acid-P,Plasma,Thymidine-F,Feces,0.342667742,0.193858476,16,0.178571429,0.701657943,7,1,0,4,0.549549556,0.002985995,27,3,TRUE,+,1,0.061664075
Indole-5-carboxylic acid-P,Plasma,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-F",Feces,-0.445054945,0.127523836,13,-0.142857143,0.7599453,7,-1,0,3,-0.590909091,0.002987192,23,3,TRUE,-,-1,0.061664075
"Ethanol, 2-(9-octadecenyloxy)--P",Plasma,Desmethylverapamil-F,Feces,0.771428571,0.072396501,6,0.4,0.6,4,,,2,0.776223776,0.002992864,12,2,TRUE,+,1,0.061685904
N-Isobutyrylglycine-P,Plasma,2-Ethylacetoacetate-F,Feces,-0.1,0.872888572,5,-0.428571429,0.396501458,6,,,1,-0.776223776,0.002992864,12,2,TRUE,-,-1,0.061685904
Quazodine-P,Plasma,Pimelic acid-F,Feces,-0.1,0.872888572,5,-0.714285714,0.110787172,6,,,1,-0.776223776,0.002992864,12,2,TRUE,-,-1,0.061685904
"2,4-Decadienal-P",Plasma,Sedoheptulose anhydride-F,Feces,-0.440678086,0.087553105,16,-0.642857143,0.119392373,7,-0.8,0.2,4,-0.549396861,0.002995662,27,3,TRUE,-,-1,0.061694801
Pyroglutamic acid-P,Plasma,Lactic Acid-F,Feces,0.050209645,0.897928395,9,0.506060827,0.200690696,8,1,0,3,0.628528816,0.002996372,20,3,TRUE,+,1,0.061694801
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-P",Plasma,l-Leucyl-l-valine-F,Feces,0.115586867,0.720554564,12,0.612637475,0.143588575,7,0.866025404,0.333333333,3,0.602430281,0.003007092,22,3,TRUE,+,1,0.061725053
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl--P",Plasma,"Propanoic acid, 2-methyl-, hexyl ester-F",Feces,-0.866025404,0.333333333,3,-0.504524979,0.248203114,7,,,0,-0.829268293,0.003008614,10,2,TRUE,-,-1,0.061725053
3-Indolepropionic acid-P,Plasma,Pyridoxine-F,Feces,0.866025404,0.333333333,3,0.576599976,0.175381825,7,,,0,0.829268293,0.003008614,10,2,TRUE,+,1,0.061725053
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,10-Heptadecenoic acid-F,Feces,-0.300527705,0.342548643,12,-0.872081599,0.053854218,5,-0.5,0.666666667,3,-0.628388732,0.00300477,20,3,TRUE,-,-1,0.061725053
Methylmalonic monoamide-P,Plasma,"L-Valinamide, N(2),N(2)-dimethyl-F",Feces,-0.316227766,0.683772234,4,-0.376851173,0.46148284,6,,,0,-0.829283709,0.003007586,10,2,TRUE,-,-1,0.061725053
Pentylone-P,Plasma,Pantolactone-F,Feces,0.6,0.28475698,5,0.224544357,0.628338579,7,,,1,0.752438464,0.003000827,13,2,TRUE,+,1,0.061725053
Syringaldehyde-P,Plasma,Pyridoxine-F,Feces,-0.316227766,0.683772234,4,-0.111187397,0.812407015,7,,,1,-0.776024972,0.003005094,12,2,TRUE,-,-1,0.061725053
2-Methyl-4-pentenoic acid-P,Plasma,Levulinic acid-F,Feces,-0.048343952,0.864152611,15,-0.407192929,0.316709185,8,-1,0,3,-0.558672727,0.003012387,26,3,TRUE,-,-1,0.061770868
"Benzene, 3-cyclohexen-1-yl--P",Plasma,Ribitol-F,Feces,-0.65034965,0.022034191,12,,,1,-1,0,3,-0.691176471,0.003024719,16,2,TRUE,-,-1,0.061960391
Butylmethylamine-P,Plasma,Cyclohexanemethanol-F,Feces,-0.071428571,0.879048193,7,-0.357142857,0.385120644,8,,,1,-0.691176471,0.003024719,16,2,TRUE,-,-1,0.061960391
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]--P",Plasma,Pipecolic acid-F,Feces,0.156848306,0.56184018,16,0.047619048,0.910849169,8,0.4,0.6,4,0.539693403,0.003035957,28,3,TRUE,+,1,0.062158855
beta-D-Glucopyranose-P,Plasma,"Hexadecanoic acid, ethyl ester-F",Feces,-0.632455532,0.367544468,4,-0.20519567,0.740581942,5,-0.5,0.666666667,3,-0.77544337,0.003041093,12,3,TRUE,-,-1,0.062232252
Sertraline carbamoyl glucuronide-P,Plasma,Ferulic acid-F,Feces,0.378393734,0.402602202,7,0.085714286,0.87174344,6,,,2,0.709562392,0.003047497,15,2,TRUE,+,1,0.062331499
3-Indolepropionic acid-P,Plasma,D-(-)-Fructopyranose-F,Feces,-0.041265514,0.893522448,13,-0.090093746,0.84767208,7,,,0,-0.627539503,0.003056105,20,2,TRUE,-,-1,0.062443872
Phenylpropanolamine-P,Plasma,D-(+)-Glucosamine-F,Feces,0.371264141,0.365202058,8,0.828571429,0.041562682,6,0.5,0.666666667,3,0.673206748,0.003056043,17,3,TRUE,+,1,0.062443872
Dehydronorketamine-P,Plasma,3-Undecene-F,Feces,-0.422907489,0.131914979,14,-1,0,3,-1,0,4,-0.614035088,0.003065605,21,3,TRUE,-,-1,0.06260609
2-Heptenoic acid-P,Plasma,Tricine-F,Feces,-0.51048951,0.089913736,12,-0.964285714,0.000454149,7,-0.5,0.666666667,3,-0.601355167,0.003073191,22,3,TRUE,-,-1,0.06272906
Pentylone-P,Plasma,Methylmaleic acid-F,Feces,-0.4,0.6,4,-0.333947207,0.517700208,6,,,0,-0.828283211,0.003074774,10,2,TRUE,-,-1,0.06272946
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P",Plasma,Acetoacetic acid-F,Feces,-0.174825175,0.586823664,12,-0.666693722,0.10192046,7,,,2,-0.613835693,0.003077879,21,2,TRUE,-,-1,0.062760869
"(R*,S*)-2,3-Dihydroxybutanoic acid-P",Plasma,D-(-)-Fructopyranose-F,Feces,-0.5,0.391002219,5,-0.051298918,0.934712848,5,-1,0,3,-0.751032347,0.003086636,13,3,TRUE,-,-1,0.062907454
L-Leucine-P,Plasma,Uracil-F,Feces,0.396294696,0.128608235,16,0.166013069,0.694397428,8,,,4,0.53880897,0.003093661,28,2,TRUE,+,1,0.062986621
Nonanal-P,Plasma,Oxalic acid-F,Feces,0.023581436,0.930921524,16,0.452380952,0.260404767,8,1,0,4,0.53880904,0.003093656,28,3,TRUE,+,1,0.062986621
"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol-P",Plasma,Ribonic acid-F,Feces,-0.13237946,0.638138271,15,-0.178571429,0.701657943,7,,,1,-0.588729681,0.003122807,23,2,TRUE,-,-1,0.063032208
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid-P,Plasma,"D-(+)-Ribono-1,4-lactone-F",Feces,0.4,0.6,4,0.535714286,0.215217456,7,,,0,0.8,0.003110428,11,2,TRUE,+,1,0.063032208
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--P",Plasma,Arabinose-F,Feces,-0.7,0.188120404,5,-0.4,0.6,4,,,2,-0.8,0.003110428,11,2,TRUE,-,-1,0.063032208
2-Isopropyl-5-methyl-1-heptanol-P,Plasma,Cyclohexanol-F,Feces,-0.81167945,0.049857585,6,-0.714285714,0.110787172,6,,,0,-0.774081748,0.003126656,12,2,TRUE,-,-1,0.063032208
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene-P",Plasma,Phenol-F,Feces,0.642857143,0.119392373,7,1,0,3,,,1,0.8,0.003110428,11,2,TRUE,+,1,0.063032208
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene-P",Plasma,Suberic acid-F,Feces,0.214285714,0.644511581,7,1,0,3,,,1,0.8,0.003110428,11,2,TRUE,+,1,0.063032208
"2',2,3,6'-Tetramethoxychalcone-P",Plasma,"Pentitol, 3-desoxy-F",Feces,-0.613688029,0.019578282,14,-0.30952381,0.455644891,8,-0.5,0.666666667,3,-0.566974638,0.003123008,25,3,TRUE,-,-1,0.063032208
3-Ethylphenol-P,Plasma,Ribonic acid-F,Feces,-0.5,0.391002219,5,-0.558581227,0.192452532,7,,,0,-0.774081748,0.003126656,12,2,TRUE,-,-1,0.063032208
3-Indolepropionic acid-P,Plasma,Syringaldehyde-F,Feces,-0.180680074,0.5193158,15,-0.432449982,0.332526778,7,,,0,-0.600734695,0.00311189,22,2,TRUE,-,-1,0.063032208
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)--P",Plasma,3-Methyl-2-furoic acid-F,Feces,0.820782682,0.088587005,5,0.7,0.188120404,5,,,2,0.774081748,0.003126656,12,2,TRUE,+,1,0.063032208
"5alpha-Pregnane-3,20-dione-P",Plasma,Xylose-F,Feces,0.428571429,0.396501458,6,0.8,0.2,4,,,1,0.8,0.003110428,11,2,TRUE,+,1,0.063032208
"Acetin, bis-1,3-trimethylsilyl ether-P",Plasma,l-Leucyl-l-valine-F,Feces,0.378055809,0.281411116,10,0.6,0.208,6,1,0,3,0.640913329,0.003107801,19,3,TRUE,+,1,0.063032208
alpha-Tocopherol-P,Plasma,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",Feces,-0.625920471,0.009495375,16,-0.095238095,0.82250543,8,-0.5,0.666666667,3,-0.547480916,0.003119254,27,3,TRUE,-,-1,0.063032208
"Azetidine, 1-acetyl-2-methyl--P",Plasma,4-hydroxy-3-penten-2-one-F,Feces,-0.025104822,0.948883729,9,-0.810843716,0.026916329,7,,,1,-0.672392638,0.00310526,17,2,TRUE,-,-1,0.063032208
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy--P",Plasma,Supraene-F,Feces,0.971008312,0.001248593,6,0.109108945,0.815871484,7,,,1,0.728476821,0.00312823,14,2,TRUE,+,1,0.063032208
"cis-4,5-Dihydroxy-o-dithiane, 2O--P",Plasma,4-Hydroxyphenyllactic acid-F,Feces,0.356435859,0.210967224,14,0.75,0.0521814,7,,,2,0.588584154,0.003132045,23,2,TRUE,+,1,0.063032208
Desmosterol-P,Plasma,3-Buten-2-one-F,Feces,0.9,0.037386073,5,0.576599976,0.175381825,7,,,0,0.774081748,0.003126656,12,2,TRUE,+,1,0.063032208
DL-Ornithine-P,Plasma,L-Rhamnose-F,Feces,0.337004405,0.238693333,14,0.586836868,0.126198986,8,0.5,0.666666667,3,0.56686551,0.003130054,25,3,TRUE,+,1,0.063032208
Ethyl alpha-D-glucopyranoside-P,Plasma,Serine-F,Feces,0.584253285,0.017473115,16,0.5,0.666666667,3,0.8,0.2,4,0.588584154,0.003132045,23,3,TRUE,+,1,0.063032208
Hydracrylic acid-P,Plasma,Pyridoxine-F,Feces,-0.316227766,0.683772234,4,-0.071428571,0.879048193,7,,,1,-0.774081748,0.003126656,12,2,TRUE,-,-1,0.063032208
"L-Lysine, ethyl ester-P",Plasma,"Pentitol, 3-desoxy-F",Feces,0.091287093,0.815318071,9,0.850314646,0.007471415,8,,,0,0.672186374,0.003117832,17,2,TRUE,+,1,0.063032208
Ornithine-P,Plasma,2-Pyrrolidinone-F,Feces,-0.4,0.6,4,-0.75,0.0521814,7,,,0,-0.8,0.003110428,11,2,TRUE,-,-1,0.063032208
"Propiophenone, 3',4'-dimethoxy--P",Plasma,Lignoceric acid-F,Feces,-1,0,3,-0.257142857,0.622787172,6,,,2,-0.8,0.003110428,11,2,TRUE,-,-1,0.063032208
"Carbonic acid, eicosyl vinyl ester-P",Plasma,"3,4-Dimethoxymandelic acid-F",Feces,-0.623468557,0.030299355,12,,,2,-1,0,4,-0.655653159,0.003134974,18,2,TRUE,-,-1,0.063059505
"1-Butanamine, N,N-diethyl--P",Plasma,Tyrosine-F,Feces,0.77286472,0.000447603,16,0.143715151,0.734221475,8,0.8,0.2,4,0.538135139,0.003138253,28,3,TRUE,+,1,0.063093825
"3,5-Dimethyl-1,4-diallylpyrazole-P",Plasma,Acetoacetic acid-F,Feces,-0.168949772,0.619471076,11,-0.047619048,0.910849169,8,,,2,-0.612735543,0.003146337,21,2,TRUE,-,-1,0.063224659
Benzyl alcohol-P,Plasma,3-(3-Hydroxyphenyl)propanoic acid-F,Feces,-0.334450802,0.24249494,14,-0.595238095,0.119529806,8,-0.8,0.2,4,-0.556563809,0.003148044,26,3,TRUE,-,-1,0.063227294
10-Heptadecenoic acid-P,Plasma,L-Valine-F,Feces,0.716666667,0.029818036,9,0.738095238,0.036552761,8,,,0,0.671568627,0.003155731,17,2,TRUE,+,1,0.063310657
"Cyclopentanone, 2,2,4-trimethyl--P",Plasma,DL-Phenylalanine-F,Feces,0.885714286,0.018845481,6,0.357142857,0.431611352,7,1,0,4,0.671568627,0.003155731,17,3,TRUE,+,1,0.063310657
"Stigmast-5-ene, 3beta--P",Plasma,1-Octanol-F,Feces,-0.607905544,0.062254882,10,-0.457831325,0.253980267,8,,,0,-0.655297245,0.00315693,18,2,TRUE,-,-1,0.063310657
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P",Plasma,Phenylalanine-F,Feces,0.299003506,0.299053565,14,0.071857576,0.865730124,8,0.4,0.6,4,0.556316363,0.003164297,26,3,TRUE,+,1,0.063395005
Dobutamine-P,Plasma,D-(+)-Glucosamine-F,Feces,-0.290718484,0.359292818,12,-0.5,0.391002219,5,-0.5,0.666666667,3,-0.625799217,0.003163584,20,3,TRUE,-,-1,0.063395005
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)--P",Plasma,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",Feces,-0.262115173,0.365316571,14,-0.428571429,0.337368311,7,-0.5,0.666666667,3,-0.576772564,0.003173123,24,3,TRUE,-,-1,0.063540082
"9,12-Octadecadienoic acid-P",Plasma,Idoxuridine-F,Feces,-0.769230769,0.00344645,12,-0.085714286,0.87174344,6,,,2,-0.62556391,0.003178355,20,2,TRUE,-,-1,0.063608843
Metanephrine-P,Plasma,3-Pyridylcarbinol-F,Feces,0.253527413,0.426555666,12,0.6,0.208,6,,,1,0.639719793,0.003181758,19,2,TRUE,+,1,0.063608843
Nonadecanoic acid-P,Plasma,Pantolactone-F,Feces,-0.359966414,0.187536521,15,-0.892857143,0.006807187,7,,,2,-0.576621899,0.0031829,24,2,TRUE,-,-1,0.063608843
Pyroglutamic acid-P,Plasma,Syringic acid-F,Feces,0.075314467,0.847294022,9,0.024098135,0.954833487,8,0.5,0.666666667,3,0.6255179,0.003181249,20,3,TRUE,+,1,0.063608843
Doconexent-P,Plasma,2-Pyrrolidinone-F,Feces,0.270583295,0.310769809,16,0.738768719,0.057858497,7,0.4,0.6,4,0.54648774,0.003185018,27,3,TRUE,+,1,0.063619464
3-Methylvaleric acid-P,Plasma,"D-(+)-Ribono-1,4-lactone-F",Feces,-0.547619048,0.160025643,8,-0.6,0.208,6,,,0,-0.727472527,0.003190616,14,2,TRUE,-,-1,0.063636216
Glycine-P,Plasma,Lignoceric acid-F,Feces,0.7,0.188120404,5,0.257142857,0.622787172,6,1,0,3,0.727472527,0.003190616,14,3,TRUE,+,1,0.063636216
Nitrosothymol-P,Plasma,Xylose-F,Feces,-0.535714286,0.215217456,7,-0.885714286,0.018845481,6,,,1,-0.727472527,0.003190616,14,2,TRUE,-,-1,0.063636216
9-Octadecenoic acid-P,Plasma,L-Serine-F,Feces,0.728620153,0.002063069,15,,,2,0.2,0.8,4,0.611929639,0.003197288,21,2,TRUE,+,1,0.063674301
9-Octadecenoic acid-P,Plasma,L-Isoleucine-F,Feces,0.620409239,0.013599521,15,,,2,0.8,0.2,4,0.611929639,0.003197288,21,2,TRUE,+,1,0.063674301
beta-Hydroxypyruvic acid-P,Plasma,Uridine-F,Feces,-0.09758285,0.729360468,15,-0.684712472,0.089666453,7,-0.210818511,0.789181489,4,-0.555859717,0.003194479,26,3,TRUE,-,-1,0.063674301
3-Hydroxybutyric acid-P,Plasma,L-Valyl-L-leucine-F,Feces,-0.318181818,0.486760305,7,-0.024098135,0.954833487,8,,,0,-0.706990383,0.003204995,15,2,TRUE,-,-1,0.063758081
"3,5-Di-tert-butyl-2-trimethylsilyloxybenzaldehyde-P",Plasma,Syringaldehyde-F,Feces,-0.430823778,0.162057506,12,-0.8,0.104088039,5,,,0,-0.670754265,0.003206264,17,2,TRUE,-,-1,0.063758081
Xylazine-P,Plasma,Putrescine-F,Feces,0.649122807,0.022370803,12,0.235294118,0.653572156,6,1,0,3,0.61183355,0.003203409,21,3,TRUE,+,1,0.063758081
Azatadine-P,Plasma,Tricine-F,Feces,-0.564480625,0.022729231,16,,,2,-0.5,0.666666667,3,-0.611634741,0.003216104,21,2,TRUE,-,-1,0.063922064
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Plasma,4-Pentenoic acid-F,Feces,-0.340683779,0.233280349,14,-0.892857143,0.006807187,7,-1,0,4,-0.565518579,0.003218146,25,3,TRUE,-,-1,0.063930967
"D-Psicofuranose, pentakis-P",Plasma,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine-F",Feces,0.570782206,0.066676048,11,0.774806218,0.040769463,7,,,0,0.654264352,0.003221366,18,2,TRUE,+,1,0.063931598
Octanoic acid-P,Plasma,phenoxyethanol-F,Feces,0.022172955,0.935039101,16,0.857142857,0.006530017,8,0.8,0.2,4,0.536912757,0.003220553,28,3,TRUE,+,1,0.063931598
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)--P",Plasma,L-Norvaline-F,Feces,0.6,0.208,6,0.200033066,0.667166326,7,,,1,0.72687401,0.003228259,14,2,TRUE,+,1,0.06400507
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)--P",Plasma,8-Hydroxy-5-(hydroxymethyl)quinoline-F,Feces,0.542857143,0.265702624,6,0.18073601,0.668427454,8,,,1,0.706620093,0.003228195,15,2,TRUE,+,1,0.06400507
4-Hydroxybenzoic acid-P,Plasma,Monomethyl succinate-F,Feces,0.148678414,0.611963818,14,0.50300303,0.203876682,8,0.8,0.2,4,0.555327527,0.003229963,26,3,TRUE,+,1,0.064007207
"9H-Fluorene, 9-methylene--P",Plasma,Trisaminol-F,Feces,-0.435090398,0.157480493,12,-0.105263158,0.866222705,5,,,2,-0.638840317,0.00323718,19,2,TRUE,-,-1,0.064074072
"Benzene, 4-ethenyl-1,2-dimethoxy--P",Plasma,L-Aspartic acid-F,Feces,-0.385144794,0.193747272,13,-0.333333333,0.419753086,8,-0.316227766,0.683772234,4,-0.565217391,0.00323813,25,3,TRUE,-,-1,0.064074072
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,Heptadecanoic acid-F,Feces,-0.400442913,0.124294701,16,-0.714285714,0.110787172,6,-0.5,0.666666667,3,-0.565242536,0.003236457,25,3,TRUE,-,-1,0.064074072
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-P",Plasma,1-Octanol-F,Feces,-0.544345053,0.103775821,10,-0.472727273,0.284052476,7,,,0,-0.66994481,0.003257144,17,2,TRUE,-,-1,0.064394486
Dobutamine-P,Plasma,4-hydroxy-3-penten-2-one-F,Feces,0.269406393,0.423060741,11,1,1.40E-24,5,,,1,0.66993865,0.003257534,17,2,TRUE,+,1,0.064394486
1-Phenethylamine-P,Plasma,"Hexadecanoic acid, ethyl ester-F",Feces,-0.285714286,0.534509229,7,-0.231908414,0.658373571,6,-1,0,3,-0.687270238,0.003264534,16,3,TRUE,-,-1,0.064445583
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-P",Plasma,Nonadecanoic acid-F,Feces,0.52739726,0.095472532,11,0.642857143,0.085558891,8,0.8,0.2,4,0.58650519,0.003266545,23,3,TRUE,+,1,0.064445583
Hexanoic acid-P,Plasma,3-Hydroxybutyric acid-F,Feces,0.03528134,0.904690158,14,0.714285714,0.046528232,8,0.4,0.6,4,0.554814508,0.003264486,26,3,TRUE,+,1,0.064445583
"Oxalic acid, allyl octyl ester-P",Plasma,2-Hydroxy-3-methylbutyric acid-F,Feces,0.753702346,0.083523281,6,0.463816829,0.354164298,6,,,0,0.771934576,0.003265289,12,2,TRUE,+,1,0.064445583
2-Aminobutanoic acid-P,Plasma,Phenylalanine-F,Feces,0.220690238,0.514334554,11,0.261904762,0.530922862,8,,,0,0.63824182,0.00327535,19,2,TRUE,+,1,0.064587517
Ketamine-P,Plasma,L-Isoleucine-F,Feces,0.025472632,0.925395369,16,0.289313898,0.487046711,8,,,4,0.536074154,0.003278077,28,2,TRUE,+,1,0.064602846
Ketamine-P,Plasma,Monomethyl succinate-F,Feces,0.500830685,0.048148157,16,0.26837252,0.520440978,8,,,4,0.536055758,0.003279349,28,2,TRUE,+,1,0.064602846
1-Monoacetin-P,Plasma,Tyrosine-F,Feces,0.495170901,0.085337149,13,0.392857143,0.38331687,7,0.5,0.666666667,3,0.586198816,0.003286772,23,3,TRUE,+,1,0.064622128
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P",Plasma,N-Acetyl glucosamine methoxime-F,Feces,-0.333333333,0.346593507,10,-0.8,0.104088039,5,-1,0,3,-0.653250774,0.003285641,18,3,TRUE,-,-1,0.064622128
"1,3,5-Trimethyl-1H-pyrazol-4-amine-P",Plasma,Oxalic acid-F,Feces,0.05954475,0.854154625,12,0.180187493,0.699045774,7,0.8,0.2,4,0.586258033,0.003282854,23,3,TRUE,+,1,0.064622128
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester-P",Plasma,"3-Ethyl-3-methyl-pyrrolidine-2,5-dione-F",Feces,0.535569542,0.137261979,9,0.885714286,0.018845481,6,,,2,0.669528023,0.003283597,17,2,TRUE,+,1,0.064622128
Arachidonic acid-P,Plasma,L-Threonine-F,Feces,0.211469534,0.44929913,15,0.6,0.28475698,5,0.632455532,0.367544468,4,0.57497281,0.003291596,24,3,TRUE,+,1,0.06463506
"Cholest-7-en-3-ol, (3beta,5alpha)--P",Plasma,2-tert-Butyl-4-ethylphenol-F,Feces,0.2259434,0.558846375,9,0.571428571,0.180201989,7,0.5,0.666666667,3,0.637999184,0.00329093,19,3,TRUE,+,1,0.06463506
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P",Plasma,Tetrahydrolinalool-F,Feces,-0.8,0.2,4,-0.23424374,0.613155037,7,,,0,-0.797268583,0.003292264,11,2,TRUE,-,-1,0.06463506
"L-Lysine, ethyl ester-P",Plasma,Methyl stearate-F,Feces,0.251039506,0.514688677,9,0.342356236,0.452251222,7,,,0,0.686766407,0.003296551,16,2,TRUE,+,1,0.064687549
2-Methyl-4-pentenoic acid-P,Plasma,9-Octadecenoic acid-F,Feces,-0.327664566,0.233177498,15,-0.431145454,0.286195735,8,-0.5,0.666666667,3,-0.554225241,0.003304527,26,3,TRUE,-,-1,0.064713144
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-P",Plasma,Xylose-F,Feces,-0.080485165,0.784458226,14,-0.72074997,0.067634995,7,-0.105409255,0.894590745,4,-0.564196437,0.003306655,25,3,TRUE,-,-1,0.064713144
7-(Trimethylsilyl)amino-4-methylcoumarin-P,Plasma,Urea-F,Feces,0.65,0.058073058,9,0.8,0.2,4,0.8,0.2,4,0.669117647,0.003309813,17,3,TRUE,+,1,0.064713144
"9H-Fluorene, 9-methylene--P",Plasma,D-(-)-Fructopyranose-F,Feces,-0.127660164,0.72525014,10,-0.405839725,0.424662508,6,,,2,-0.652892562,0.003308607,18,2,TRUE,-,-1,0.064713144
Methylmalonic monoamide-P,Plasma,L-Leucine-F,Feces,0.58123722,0.060738883,11,0.202919862,0.699797968,6,0.5,0.666666667,3,0.623494153,0.003310762,20,3,TRUE,+,1,0.064713144
p-Hydroxydiisopropylbenzene-P,Plasma,4-Methyl-5-thiazoleethanol-F,Feces,-0.429100838,0.097205156,16,-0.571428571,0.138959957,8,-1,0,4,-0.535606763,0.003310518,28,3,TRUE,-,-1,0.064713144
Trimidox-P,Plasma,10-Heptadecenoic acid-F,Feces,0.242679949,0.529241311,9,0.579771036,0.227783957,6,0.5,0.666666667,3,0.652892562,0.003308607,18,3,TRUE,+,1,0.064713144
Trimidox-P,Plasma,Stearic acid-F,Feces,-0.406729731,0.243430628,10,-0.321428571,0.482072038,7,-0.5,0.666666667,3,-0.623635724,0.003301562,20,3,TRUE,-,-1,0.064713144
Serine-P,Plasma,Itaconic acid-F,Feces,-0.5,0.5,4,-0.242634486,0.562600306,8,,,0,-0.771169,0.003315831,12,2,TRUE,-,-1,0.064780649
12-Hydroxyoctadecanoic acid-P,Plasma,Glycolic acid-F,Feces,-0.573002755,0.040658902,13,-0.521793932,0.288343234,6,,,1,-0.623259359,0.003326068,20,2,TRUE,-,-1,0.064898964
