node1,node2
Cep57__CPX,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate__PLS"
Erbin__CPX,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate__PLS"
Pdap1__CPX,3'-(Trimethylsilyl)oxy-beta-naphthoflavone__PLS
Zfp322a__CPX,4-Hydroxybenzoic acid__PLS
Zfp322a__CPX,"Benzaldehyde, 2,5-dimethyl-__PLS"
Zfp322a__CPX,Trimidox__PLS
Erbin__CPX,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-__PLS"
Erbin__CPX,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine__PLS"
Erbin__CPX,4-Hydroxybenzeneacetic acid__PLS
Erbin__CPX,beta-Lyxopyranose__PLS
Erbin__CPX,Ethanolamine__PLS
Lrrc17__CPX,"2-Allyl-1,4-dimethoxybenzene__PLS"
Lrrc17__CPX,2-Amino-4-methylphenol__PLS
Lrrc17__CPX,"2,3,4-Trihydroxybutyric acid tetrakis__PLS"
Lrrc17__CPX,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene__PLS"
Lrrc17__CPX,"6,7,4'-Trihydroxyisoflavone__PLS"
Lrrc17__CPX,Arachidonic acid__PLS
Lrrc17__CPX,Azatadine__PLS
Lrrc17__CPX,beta-Lyxopyranose__PLS
Lrrc17__CPX,"D-(+)-Ribono-1,4-lactone (R,S,R)-__PLS"
Lrrc17__CPX,DL-Glyceraldehyde__PLS
Lrrc17__CPX,Isofucosterol__PLS
Lrrc17__CPX,L-Aspartic acid__PLS
Lrrc17__CPX,Methylmalonic monoamide__PLS
Lrrc17__CPX,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Lrrc17__CPX,p-Toluic acid__PLS
Lrrc17__CPX,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Rad54l2__CPX,"2,3,4-Trihydroxybutyric acid tetrakis__PLS"
Rad54l2__CPX,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-__PLS"
Rad54l2__CPX,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene__PLS"
Rad54l2__CPX,Arachidonic acid__PLS
Rad54l2__CPX,"D-(+)-Ribono-1,4-lactone (R,S,R)-__PLS"
Rad54l2__CPX,D-Fructose__PLS
Rad54l2__CPX,Dinoseb__PLS
Rad54l2__CPX,DL-Glyceraldehyde__PLS
Rad54l2__CPX,Isofucosterol__PLS
Rad54l2__CPX,Isopropyl palmitate__PLS
Rad54l2__CPX,Methyl aminoacetate__PLS
Rad54l2__CPX,Methyl-3-methoxy-5-methyl benzoate__PLS
Rad54l2__CPX,Methylmalonic monoamide__PLS
Rad54l2__CPX,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Rad54l2__CPX,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Rad54l2__CPX,Triethanolamine__PLS
Tppp3__CPX,"2-Allyl-1,4-dimethoxybenzene__PLS"
Crygn__CPX,"2-Allyl-1,4-dimethoxybenzene__PLS"
Tppp3__CPX,Isopropyl palmitate__PLS
Tppp3__CPX,Methyl aminoacetate__PLS
Tppp3__CPX,Propylamine__PLS
Crygn__CPX,2-Amino-4-methylphenol__PLS
Crygn__CPX,4-Hydroxybenzeneacetic acid__PLS
Cast__CPX,2-Amino-4-methylphenol__PLS
Ifi209__CPX,2-Aminobutanoic acid__PLS
Rora__CPX,2-Methyl-4-pentenoic acid__PLS
Rora__CPX,3-Indoleacetic acid__PLS
Rora__CPX,Guanabenz__PLS
Rora__CPX,Pimelic acid__PLS
Col5a3__CPX,"2-Heptanone, 4,6-dimethyl-__PLS"
Kif21b__CPX,"2-Heptanone, 4,6-dimethyl-__PLS"
Frg1__CPX,"2-Heptanone, 4,6-dimethyl-__PLS"
Camk1d__CPX,"2-Heptanone, 4,6-dimethyl-__PLS"
Tmem203__CPX,"2-Heptanone, 4,6-dimethyl-__PLS"
Kif21b__CPX,"Erythrono-1,4-lactone, (Z)-__PLS"
Tmem203__CPX,Azatadine__PLS
Tmem259__CPX,2-Heptenoic acid__PLS
Tmem259__CPX,2-Methyl-4-pentenoic acid__PLS
Tmem259__CPX,3-Hydroxyisovaleric acid__PLS
Tmem259__CPX,4-Hydroxyphenyllactic acid__PLS
Tmem259__CPX,Glycine__PLS
Tmem259__CPX,Guanabenz__PLS
Tmem259__CPX,Octocrylene__PLS
Plekhn1__CPX,2-Heptenoic acid__PLS
Pmm2__CPX,2-Hydroxy-3-methylbutyric acid__PLS
Bcl7a__CPX,2-Hydroxy-3-methylbutyric acid__PLS
Cep78__CPX,2-Hydroxy-3-methylbutyric acid__PLS
Pmm2__CPX,"Azetidine, 1-acetyl-2-methyl-__PLS"
Bcl7a__CPX,"Azetidine, 1-acetyl-2-methyl-__PLS"
Bcl7a__CPX,Dihydrouracil__PLS
Bcl7a__CPX,Glycolic acid__PLS
Cep78__CPX,"2-Propenamide, 3-phenyl-N-2-propenyl-__PLS"
Cep78__CPX,Dihydrouracil__PLS
Cep78__CPX,Hydracrylic acid__PLS
Cep78__CPX,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-__PLS"
Cyren__CPX,2-Hydroxy-5-methoxybenzaldehyde__PLS
Stat3__CPX,2-Hydroxybutyric acid__PLS
Brd2__CPX,2-Hydroxybutyric acid__PLS
Atp7a__CPX,2-Hydroxybutyric acid__PLS
Stat3__CPX,L-Hydroxyproline__PLS
Stat3__CPX,Trisaminol__PLS
Atp7a__CPX,Cyclo-(l-leucyl-l-phenylalanyl)__PLS
Atp7a__CPX,Dodecylcyclohexane__PLS
Sufu__CPX,Guanabenz__PLS
Wapl__CPX,2-Isopropyl-5-methyl-1-heptanol__PLS
Wapl__CPX,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-__PLS"
Wapl__CPX,"Benzoic acid, pentadecyl ester__PLS"
Wapl__CPX,Dinoseb__PLS
Wapl__CPX,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-__PLS"
Tspan9__CPX,2-Methyl-4-pentenoic acid__PLS
Ehd1__CPX,2-Methylglutaconic acid__PLS
Slc29a4__CPX,Dodecylcyclohexane__PLS
Slc29a4__CPX,"N,N-Diethyl-2-aminoethanol__PLS"
Gm1976__CPX,"2-Propenamide, 3-phenyl-N-2-propenyl-__PLS"
Gm1976__CPX,"2,5-di-tert-Butyl-1,4-benzoquinone__PLS"
Ildr2__CPX,"2,2-Diallylpyrrolidine__PLS"
Mia2__CPX,"2,2-Diallylpyrrolidine__PLS"
Mia2__CPX,"D-(-)-Fructofuranose, pentakis__PLS"
Hsdl2__CPX,"2,3-Butanediol__PLS"
Josd1__CPX,"2,3-Butanediol__PLS"
Nedd4__CPX,"2,4-Imidazolidinedione, 5,5-dimethyl-__PLS"
Nedd4__CPX,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-__PLS"
Nedd4__CPX,"3,5-Dimethylpyrazole__PLS"
Nedd4__CPX,"Benzimidazole, 5-trifluoromethyl-2-methyl-__PLS"
Nedd4__CPX,"Benzoic acid, pentadecyl ester__PLS"
Nedd4__CPX,Nitrosothymol__PLS
Pycr2__CPX,"2,4-Imidazolidinedione, 5,5-dimethyl-__PLS"
Adam15__CPX,"2,4-Imidazolidinedione, 5,5-dimethyl-__PLS"
Pycr2__CPX,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-__PLS"
Adam15__CPX,3-Indoleacetic acid__PLS
Adam15__CPX,Nitrosothymol__PLS
Adam15__CPX,Pimelic acid__PLS
Tmem62__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-__PLS"
Tmem62__CPX,Octanoic acid__PLS
Dr1__CPX,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-__PLS"
Chdh__CPX,"D-(+)-Talofuranose, pentakis__PLS"
Ube3c__CPX,4-Hydroxybenzoic acid__PLS
Ube3c__CPX,Pipecolic acid__PLS
Chi3l1__CPX,"Erythrono-1,4-lactone, (Z)-__PLS"
Chi3l1__CPX,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-__PLS"
Rgs7__CPX,"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-__PLS"
Foxc2__CPX,"2,5-Dimethoxymandelic acid__PLS"
Usp22__CPX,"2,5-Dimethoxymandelic acid__PLS"
Usp22__CPX,Benzyl alcohol__PLS
Pomgnt1__CPX,beta-Lyxopyranose__PLS
Pomgnt1__CPX,"Erythrono-1,4-lactone, (Z)-__PLS"
Pomgnt1__CPX,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-__PLS"
Fndc3a__CPX,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-__PLS"
Sh3bgrl__CPX,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-__PLS"
Hlf__CPX,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-__PLS"
Sh3bgrl__CPX,"Benzoic acid, pentadecyl ester__PLS"
Sh3bgrl__CPX,Cadaverine__PLS
Sh3bgrl__CPX,"Inosose-2, 1,3,4,5,6-pentakis-__PLS"
Hlf__CPX,"Furan, 2-pentyl-__PLS"
Hlf__CPX,Tributyl acetylcitrate__PLS
Zfp36l2__CPX,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine__PLS"
Zfp36l2__CPX,"Benzaldehyde, 2,5-dimethyl-__PLS"
Zfp36l2__CPX,"Dodecane, 4,6-dimethyl-__PLS"
Zfp36l2__CPX,Indole-3-lactic acid__PLS
Zfp36l2__CPX,Sertraline carbamoyl glucuronide__PLS
Zfp27__CPX,"Benzenemethanamine, 2,3-dimethoxy-__PLS"
Zfp27__CPX,"Octane, 1-propoxy-__PLS"
Zfp300__CPX,"3-Buten-2-one, 4-(4-methoxyphenyl)-__PLS"
Emd__CPX,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline__PLS"
Emd__CPX,Deoxycholic Acid__PLS
Emd__CPX,Pimelic acid__PLS
9530026P05Rik__CPX,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline__PLS"
Sytl2__CPX,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline__PLS"
Sytl2__CPX,Isofucosterol__PLS
Ppp4c__CPX,"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester__PLS"
Ppp4c__CPX,Desmosterol__PLS
Reep2__CPX,"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester__PLS"
Dhx9__CPX,3-Amino-2-piperidone__PLS
Zkscan8__CPX,Hydracrylic acid__PLS
Osgepl1__CPX,"Cyclopentanone, 2,2,4-trimethyl-__PLS"
Osgepl1__CPX,Dihydrouracil__PLS
Rlbp1__CPX,3-Aminobutanoic acid__PLS
Tgfb1i1__CPX,"3-Buten-2-one, 3-trimethylsilyloxy-__PLS"
Heatr3__CPX,"3-Hydroxy-2,3-dihydromaltol__PLS"
Heatr3__CPX,4-Hydroxybenzeneacetic acid__PLS
Heatr3__CPX,Pimelic acid__PLS
Heatr3__CPX,Triethanolamine__PLS
Gm5141__CPX,3-Hydroxyisovaleric acid__PLS
Gm5141__CPX,"Benzimidazole, 5-trifluoromethyl-2-methyl-__PLS"
Gm5141__CPX,"Propanetriol, 2-methyl-__PLS"
Wrn__CPX,3-Indoleacetic acid__PLS
Wbp4__CPX,3-Indoleacetic acid__PLS
Evi5__CPX,3-Indoleacetic acid__PLS
Smc4__CPX,3-Indoleacetic acid__PLS
Wbp4__CPX,Indole-3-lactic acid__PLS
Fcf1__CPX,3-Methoxysalicylic acid__PLS
Fcf1__CPX,Cadaverine__PLS
Fcf1__CPX,"N,O-Bis(trimethylsilyl)carbamate__PLS"
Fcf1__CPX,p-Toluic acid__PLS
Cep41__CPX,3-Methoxysalicylic acid__PLS
Dync1h1__CPX,3-Methoxysalicylic acid__PLS
Cep41__CPX,"Benzaldehyde, 2,5-dimethyl-__PLS"
Cep41__CPX,"Benzoic acid, pentadecyl ester__PLS"
Dnajc13__CPX,3-Nonen-1-ol__PLS
Scrib__CPX,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene__PLS"
Scrib__CPX,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate__PLS
Scrib__CPX,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Sh3bgrl2__CPX,L-5-Oxoproline__PLS
Sh3bgrl2__CPX,L-Aspartic acid__PLS
Igfbp6__CPX,Pipecolic acid__PLS
Cyyr1__CPX,5-Hydroxyquinoline__PLS
Cyyr1__CPX,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-__PLS"
Cyyr1__CPX,"Cyclopentanone, 2,2,4-trimethyl-__PLS"
Cyyr1__CPX,DL-Glyceraldehyde__PLS
Cyyr1__CPX,Glyceric acid__PLS
Cyyr1__CPX,Methyl-3-methoxy-5-methyl benzoate__PLS
Hcn3__CPX,9-Octadecenamide__PLS
Hcn3__CPX,Glyceric acid__PLS
Rtkn__CPX,"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Gnas__CPX,"3,5-Dimethylpyrazole__PLS"
Gnas__CPX,"Benzimidazole, 5-trifluoromethyl-2-methyl-__PLS"
Gnas__CPX,"Benzoic acid, pentadecyl ester__PLS"
Gnas__CPX,Benzophenone__PLS
Gnas__CPX,Isofucosterol__PLS
Gnas__CPX,Methyl aminoacetate__PLS
Ttf1__CPX,3'-(Trimethylsilyl)oxy-beta-naphthoflavone__PLS
Ttf1__CPX,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-__PLS"
Ttf1__CPX,Methylmalonic monoamide__PLS
mt-Nd2__CPX,3'-(Trimethylsilyl)oxy-beta-naphthoflavone__PLS
Tpr__CPX,3'-(Trimethylsilyl)oxy-beta-naphthoflavone__PLS
Slk__CPX,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene__PLS"
Slk__CPX,Isopropyl palmitate__PLS
Slk__CPX,Methyl aminoacetate__PLS
Gm17530__CPX,4-(Methoxycarbonyl)phenol__PLS
Nicol1__CPX,4-Hydroxybutanoic acid__PLS
Nicol1__CPX,"Aziridine, 1-(2-buten-2-yl)-__PLS"
Vps36__CPX,4-Hydroxyphenyllactic acid__PLS
Vps36__CPX,Benzophenone__PLS
Vps36__CPX,Methyl aminoacetate__PLS
Adck2__CPX,5-Henicosylresorcinol__PLS
Adck2__CPX,Pimelic acid__PLS
Fcho2__CPX,5-Hydroxyquinoline__PLS
Gstm6__CPX,D-Fructose__PLS
Gstm6__CPX,L-Asparagine__PLS
Gstm6__CPX,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Leprotl1__CPX,L-5-Oxoproline__PLS
Silc1__CPX,"6,7,4'-Trihydroxyisoflavone__PLS"
Mef2a__CPX,"6,7,4'-Trihydroxyisoflavone__PLS"
Mef2a__CPX,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Atp5mg__CPX,"Glycine, N-(1-oxobutyl)-__PLS"
mt-Tv__CPX,"Benzaldehyde, 2,5-dimethyl-__PLS"
mt-Tv__CPX,"D-(+)-Ribono-1,4-lactone (R,S,R)-__PLS"
mt-Tv__CPX,Methylmalonic monoamide__PLS
Clpp__CPX,9-Hexadecenoic acid__PLS
Hk1__CPX,Dodecylcyclohexane__PLS
Hk1__CPX,Indole-5-carboxylic acid__PLS
Hk1__CPX,"N,N-Dimethyl-2-cyclohexyloxyethylamine__PLS"
Hk1__CPX,Ribitol__PLS
Pard6a__CPX,"Acetic acid, bis[(trimethylsilyl)oxyl]-__PLS"
Dnajc21__CPX,Adipoyl-L-carnitine__PLS
Dhx29__CPX,Adipoyl-L-carnitine__PLS
Zfp638__CPX,Adipoyl-L-carnitine__PLS
Dhx29__CPX,N-Valerylglycine__PLS
Zfp638__CPX,Isopropyl palmitate__PLS
Zfp638__CPX,Methyl aminoacetate__PLS
Net1__CPX,Cyclo-(l-leucyl-l-phenylalanyl)__PLS
Pdss1__CPX,Allylescaline__PLS
Pdss1__CPX,Niclosamide__PLS
Clcn2__CPX,"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-__PLS"
Clcn2__CPX,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Eif3l__CPX,Arsenous acid__PLS
Dstn__CPX,Aspartic acid__PLS
Arhgef12__CPX,"Benzaldehyde, 2,5-dimethyl-__PLS"
Arhgef12__CPX,"Benzoic acid, pentadecyl ester__PLS"
Arhgap5__CPX,"Benzaldehyde, 2,5-dimethyl-__PLS"
Plscr2__CPX,"Benzaldehyde, 2,5-dimethyl-__PLS"
Cldn22__CPX,"Benzaldehyde, 2,5-dimethyl-__PLS"
Smarca5__CPX,"Benzaldehyde, 2,5-dimethyl-__PLS"
Plscr2__CPX,"Glycine, N-(1-oxobutyl)-__PLS"
Cldn22__CPX,D-(-)-Citramalic acid__PLS
Cldn22__CPX,"Dodecane, 4,6-dimethyl-__PLS"
Smarca5__CPX,Isopropyl palmitate__PLS
Thra__CPX,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-__PLS"
Itch__CPX,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-__PLS"
Pfn1__CPX,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-__PLS"
Micall2__CPX,Hydroquinone__PLS
Micall2__CPX,"L-Lysine, ethyl ester__PLS"
Cebpa__CPX,"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-__PLS"
Zfp760__CPX,"Benzimidazole, 5-trifluoromethyl-2-methyl-__PLS"
Ahcyl2__CPX,"Benzimidazole, 5-trifluoromethyl-2-methyl-__PLS"
Tm9sf3__CPX,"Benzimidazole, 5-trifluoromethyl-2-methyl-__PLS"
Zfp760__CPX,"Propanetriol, 2-methyl-__PLS"
Ahcyl2__CPX,"Benzoic acid, pentadecyl ester__PLS"
Ahcyl2__CPX,beta-Lyxopyranose__PLS
Ahcyl2__CPX,Levulinic acid__PLS
Ahcyl2__CPX,p-Toluic acid__PLS
Tm9sf3__CPX,Levulinic acid__PLS
Rec8__CPX,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-__PLS"
Pdlim5__CPX,"Benzoic acid, pentadecyl ester__PLS"
Nsmf__CPX,"Benzoic acid, pentadecyl ester__PLS"
Ppfibp1__CPX,"Benzoic acid, pentadecyl ester__PLS"
Pdlim5__CPX,Dinoseb__PLS
Pdlim5__CPX,Levulinic acid__PLS
Pdlim5__CPX,Methylmalonic monoamide__PLS
Nsmf__CPX,Levulinic acid__PLS
Pdcd4__CPX,Benzophenone__PLS
Pdcd4__CPX,Isopropyl palmitate__PLS
Pdcd4__CPX,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-__PLS"
Psmg3__CPX,Benzophenone__PLS
Psmg3__CPX,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-__PLS"
Psmg3__CPX,"Dodecane, 4,6-dimethyl-__PLS"
Ccnd1__CPX,beta-Lyxopyranose__PLS
Clec14a__CPX,beta-Lyxopyranose__PLS
Clec14a__CPX,Butylated Hydroxytoluene__PLS
Clec14a__CPX,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-__PLS"
Clec14a__CPX,"N,O-Bis(trimethylsilyl)carbamate__PLS"
Clec14a__CPX,Sertraline carbamoyl glucuronide__PLS
Vangl1__CPX,"D-(-)-Fructofuranose, pentakis__PLS"
Mtmr2__CPX,"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Zfp383__CPX,Butylated Hydroxytoluene__PLS
Zfp654__CPX,Butylated Hydroxytoluene__PLS
Grpel1__CPX,Hydantoic acid__PLS
Eeig1__CPX,Carfentrazone-ethyl__PLS
Adcy9__CPX,"Cholest-7-en-3-ol, (3beta,5alpha)-__PLS"
BC065397__CPX,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate__PLS
Rab5c__CPX,Cyclobutanol__PLS
Rab5c__CPX,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Dcxr__CPX,Malic acid__PLS
Lmtk3__CPX,"Cyclopentanone, 2,2,4-trimethyl-__PLS"
Cerox1__CPX,"Cyclopentanone, 2,2,4-trimethyl-__PLS"
Cerox1__CPX,Methylmalonic monoamide__PLS
Men1__CPX,D-(-)-Citramalic acid__PLS
Iqgap2__CPX,"D-(-)-Fructofuranose, pentakis__PLS"
Arrdc4__CPX,"D-(-)-Fructofuranose, pentakis__PLS"
Msh2__CPX,"D-(+)-Ribono-1,4-lactone (R,S,R)-__PLS"
Msh2__CPX,"Dodecane, 4,6-dimethyl-__PLS"
Adamtsl1__CPX,"D-(+)-Talofuranose, pentakis__PLS"
Gm43513__CPX,D-Fructose__PLS
Tmem167__CPX,"D-Isoleucine, N-acetyl-__PLS"
1110004F10Rik__CPX,D-Mannose__PLS
Nfe2l2__CPX,D-Mannose__PLS
Mansc4__CPX,D-Mannose__PLS
Shoc2__CPX,D-Mannose__PLS
Nfe2l2__CPX,L-Alanine__PLS
Ccdc33__CPX,Decanoic acid__PLS
Ccdc33__CPX,Ethanolamine__PLS
Sptan1__CPX,Deoxycholic Acid__PLS
Pak2__CPX,Dinoseb__PLS
Ap3b1__CPX,Dinoseb__PLS
Pak2__CPX,Isopropyl palmitate__PLS
Pak2__CPX,Methyl aminoacetate__PLS
Ap3b1__CPX,Isofucosterol__PLS
Ap3b1__CPX,Isopropyl palmitate__PLS
Ap3b1__CPX,Methyl aminoacetate__PLS
Cd47__CPX,DL-Glyceraldehyde__PLS
Pbx1__CPX,DL-Glyceraldehyde__PLS
Vps13b__CPX,DL-Glyceraldehyde__PLS
Cd47__CPX,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-__PLS"
Pbx1__CPX,Trimidox__PLS
Stk33__CPX,Doconexent__PLS
Mtrex__CPX,"Dodecane, 4,6-dimethyl-__PLS"
Mtrex__CPX,Phenoxyacetic acid__PLS
Ncaph2__CPX,Dodecylcyclohexane__PLS
Ncaph2__CPX,"N,N-Diethyl-2-aminoethanol__PLS"
Ncaph2__CPX,Neostigmine__PLS
Ncaph2__CPX,Octan-2-yl palmitate__PLS
Bhlhe41__CPX,Dodecylcyclohexane__PLS
Tmem229b__CPX,Dodecylcyclohexane__PLS
Bhlhe41__CPX,Myristic acid__PLS
Tmem229b__CPX,"N,N-Diethyl-2-aminoethanol__PLS"
Tbc1d2__CPX,Erythritol__PLS
Tnfsf13os__CPX,"Erythrono-1,4-lactone, (Z)-__PLS"
Tnfsf13os__CPX,Glucopyranose__PLS
Tmem80__CPX,"Ethanone, 1-(2,5-dimethoxyphenyl)-__PLS"
Zfp219__CPX,"N,N-Dimethyl-2-cyclohexyloxyethylamine__PLS"
Zfp219__CPX,Phenoxyacetic acid__PLS
Syt17__CPX,Galactopyranose__PLS
Arhgap15__CPX,"Glycine, N-(N-DL-leucylglycyl)-__PLS"
Gmppa__CPX,"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-__PLS"
Cox18__CPX,Glycolic acid__PLS
Gm42636__CPX,Glyoxime__PLS
Gm42636__CPX,Hydracrylic acid__PLS
Gm38380__CPX,Hexanoic acid__PLS
Gm38380__CPX,Tributyl acetylcitrate__PLS
S100a8__CPX,Hydracrylic acid__PLS
S100a8__CPX,Phenylalanine__PLS
Ppp1r12a__CPX,Hydroquinidine__PLS
Emc10__CPX,Indole-5-carboxylic acid__PLS
Telo2__CPX,"Inosose-2, 1,3,4,5,6-pentakis-__PLS"
Fn3krp__CPX,Isofucosterol__PLS
Twsg1__CPX,"N,N-Diethyl-2-aminoethanol__PLS"
Usf3__CPX,Isopropyl palmitate__PLS
Usf3__CPX,N-Isovaleroylglycine__PLS
4930556M19Rik__CPX,Isopropyl palmitate__PLS
Csnk1a1__CPX,Isopropyl palmitate__PLS
Jph1__CPX,Isopropyl palmitate__PLS
Pcmtd1__CPX,Isopropyl palmitate__PLS
4930556M19Rik__CPX,Propylamine__PLS
Pcmtd1__CPX,Methyl aminoacetate__PLS
Zfp879__CPX,L-5-Oxoproline__PLS
Adamts15__CPX,L-Hydroxyproline__PLS
Pdlim1__CPX,L-Tryptophan__PLS
Pdlim1__CPX,"L-Tryptophan, N-acetyl-1__PLS"
Tceanc__CPX,L-Tryptophan__PLS
Dcp2__CPX,"L-Tryptophan, N-acetyl-1__PLS"
Gm15083__CPX,Levulinic acid__PLS
Ada__CPX,Methyl aminoacetate__PLS
Gpr162__CPX,Methyl aminoacetate__PLS
Dlg4__CPX,Methyl aminoacetate__PLS
Gpr162__CPX,Nitrosothymol__PLS
Dlg4__CPX,Pimelic acid__PLS
Gm15675__CPX,Methyl-3-methoxy-5-methyl benzoate__PLS
Gm15675__CPX,Oxalic acid__PLS
Lrrc75b__CPX,"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide__PLS"
Snora35__CPX,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine__PLS
Prpf3__CPX,n-Pentadecanol__PLS
0610040J01Rik__CPX,"N,N-Diethyl-2-aminoethanol__PLS"
Psmd8__CPX,"N,N-Dimethyl-2-cyclohexyloxyethylamine__PLS"
Ppp1r1b__CPX,"N,N-Dimethyl-2-cyclohexyloxyethylamine__PLS"
Tkt__CPX,"N,O-Bis(trimethylsilyl)carbamate__PLS"
Tkt__CPX,Nitrosothymol__PLS
Mrpl17__CPX,Nitrosothymol__PLS
Rpl37__CPX,Nitrosothymol__PLS
Pigyl__CPX,Ser-Leu__PLS
Mpi__CPX,Octocrylene__PLS
Mcfd2__CPX,p-Toluic acid__PLS
Src__CPX,p-Toluic acid__PLS
Bcat1__CPX,Phenylalanine__PLS
Nek8__CPX,Phosalone__PLS
Vps37d__CPX,"Propiophenone, 3',4'-dimethoxy-__PLS"
Ano8__CPX,Sertraline carbamoyl glucuronide__PLS
Gpsm3__CPX,Stearic acid__PLS
Shc1__CPX,"Stigmast-5-ene, 3beta-__PLS"
Asb8__CPX,"Tacrine, N-trimethylsilyl-__PLS"
Asb16__CPX,"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-__PLS"
Scyl1__CPX,Triethanolamine__PLS
Exph5__CPX,Trimidox__PLS
Mrps5__CPX,B230398E01Rik__CTX
Shc1__CPX,Arhgap5__CTX
Shc1__CPX,Zfp74__CTX
Tmem62__CPX,Adsl__CTX
Tmem62__CPX,Ppp1r26__CTX
Tmem62__CPX,Dap3__CTX
Tmem62__CPX,C030013C21Rik__CTX
Nedd4__CPX,Plpp3__CTX
Nedd4__CPX,Mto1__CTX
Mob4__CPX,UNKNOWN_1473__CTX
Trappc14__CPX,Ddt__CTX
Trappc14__CPX,Kdelr1__CTX
Trappc14__CPX,Nosip__CTX
Trappc14__CPX,Ywhah__CTX
Trappc14__CPX,Cdc27__CTX
Trappc14__CPX,Ttc8__CTX
Trappc14__CPX,Klhl22__CTX
Trappc14__CPX,Mrgbp__CTX
Trappc14__CPX,Yars1__CTX
Trappc14__CPX,Extl1__CTX
Trappc14__CPX,Mfn2__CTX
Trappc14__CPX,Asphd2__CTX
Trappc14__CPX,Tsen34__CTX
