"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"68406","1-Octacosanol","HMDB0034380","68406","28243","C08387",NA,"CCCCCCCCCCCCCCCCCCCCCCCCCCCCO","1"
"30916","NA","NA","NA","NA","NA","NA","NA","0"
"5283387","Oleamide","HMDB0002117","5283387","116314","C19670",NA,"CCCCCCCC\C=C/CCCCCCCC(N)=O","1"
"445639","Oleic acid","HMDB0000207","445639","16196","C00712","190","CCCCCCCC\C=C/CCCCCCCC(O)=O","1"
"4592","Olomoucine","HMDB0035233","4592","44661",NA,NA,"CN1C=NC2=C1N=C(NCCO)N=C2NCC1=CC=CC=C1","1"
"6420639","NA","NA","NA","NA","NA","NA","NA","0"
"91697075","NA","NA","NA","NA","NA","NA","NA","0"
"76013","NA","NA","NA","NA","NA","NA","NA","0"
"31236","2-Phenoxyethanol","HMDB0041607","31236","64275",NA,NA,"OCCOC1=CC=CC=C1","1"
"68841","Phosphoserine","HMDB0000272","68841","15811","C01005","5270","N[C@@H](COP(O)(O)=O)C(O)=O","1"
"6809","Phthalimide","HMDB0256502","6809","38817",NA,NA,"OC1=NC(=O)C2=CC=CC=C12","1"
"26840","Phytanic acid","HMDB0000801","26840","16285","C01607","5765","CC(C)CCCC(C)CCCC(C)CCCC(C)CC(O)=O","1"
"5280457","Pinosylvin",NA,"5280457","17323","C01745",NA,"Oc1cc(O)cc(/C=C/c2ccccc2)c1","1"
"567241","NA","NA","NA","NA","NA","NA","NA","0"
"4891","Praziquantel","HMDB0015191","4891","199024","C07367",NA,"O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1","1"
"10267656","Pro-Ala-Lys",NA,"10267656",NA,NA,NA,NA,"1"
"4929","Prometryn","HMDB0256805","4929","26276","C18542",NA,"CSC1=NC(NC(N1)=NC(C)C)=NC(C)C","1"
"1032","Propionic acid","HMDB0000237","1032","30768","C00163","3215","CCC(O)=O","1"
"91692911","NA","NA","NA","NA","NA","NA","NA","0"
"1030","NA","NA","NA","NA","NA","NA","NA","0"
"74311","NA","NA","NA","NA","NA","NA","NA","0"
"1088","Sarcosine","HMDB0000271","1088","15611","C00213","51","CNCC(O)=O","1"
"13905","NA","NA","NA","NA","NA","NA","NA","0"
"86160","NA","NA","NA","NA","NA","NA","NA","0"
"8036","Succinamide","HMDB0258539","8036",NA,NA,NA,"NC(=O)CCC(N)=O","1"
"1548887","Sulindac","HMDB0014743","1548887","9352","C01531",NA,"CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O","1"
"7172","p-Synephrine","HMDB0004826","7172","29081","C04548","7088","CNCC(O)C1=CC=C(O)C=C1","1"
"1123","Taurine","HMDB0000251","1123","15891","C00245","31","NCCS(O)(=O)=O","1"
"6430553","NA","NA","NA","NA","NA","NA","NA","0"
"6385","NA","NA","NA","NA","NA","NA","NA","0"
"551231","NA","NA","NA","NA","NA","NA","NA","0"
"587726","NA","NA","NA","NA","NA","NA","NA","0"
"5429","Theobromine","HMDB0002825","5429","28946","C07480","1456","CN1C=NC2=C1C(O)=NC(=O)N2C","1"
"6989","Thymol","HMDB0001878","6989","27607","C09908","4245","CC(C)C1=C(O)C=C(C)C=C1","1"
"6506","Triethyl citrate","HMDB0034263","6506",NA,NA,NA,"CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC","1"
"6510","NA","NA","NA","NA","NA","NA","NA","0"
"7009560","NA","NA","NA","NA","NA","NA","NA","0"
"616877","NA","NA","NA","NA","NA","NA","NA","0"
"5281575","Yangonin","HMDB0034144","5281575",NA,"C09980",NA,"COC1=CC=C(\C=C\C2=CC(OC)=CC(=O)O2)C=C1","1"
