Metabolite Name,PubChem,HMDB,SMILES
"1-(2,4-Dimethoxyphenyl)-propan-2-one",592028,,CC(=O)CC1=C(C=C(C=C1)OC)OC
"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",14345506,,CC(C(C1=C(C=CC(=C1)OC)OC)O[Si](C)(C)C)N
"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",612085,,CC1=CC(=NC(=O)N1C2=CC=C(C=C2)OC)C
1-(Cyclohexylmethyl)-4-piperidinylamine,,,
1-(tert-Butyldimethylsilyl)-4-methyl-1H-pyrazole,91716313,,CC1=CN(N=C1)[Si](C)(C)C(C)(C)C
"1,2,4-Butanetriol, (S)",,,
"1,2-Benzenedicarboxylic acid, butyl octyl ester",66540,,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
"1,2-Bis(trimethylsiloxy)cyclohexene",620980,,C[Si](C)(C)OC1=C(CCCC1)O[Si](C)(C)C
"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",553703,,CCOC(=O)N1CC(=C2CCCCC2N1C(=O)OCC)O[Si](C)(C)C
"1,2-Cyclohexanediol, (Z)",,,
"1,3-Butanediamine",61136,,CC(CCN)N
"1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-",,,
"1,3-Propanediol",10442,,C(CO)CO
10-Undecynoic acid,31039,,C#CCCCCCCCCC(=O)O
"13-Docosenamide, (Z)",,,
1-Butanol,263,HMDB0004327,CCCCO
"1-Heptanol, 2-propyl-",24847,,CCCCCC(CCC)CO
1-Hexacosanol,68171,,CCCCCCCCCCCCCCCCCCCCCCCCCCO
1-Octadecanol,8221,HMDB0002350,CCCCCCCCCCCCCCCCCCO
"1-Octanol, 2-butyl-",19800,HMDB0041288,CCCCCCC(CCCC)CO
"1-Pentene, 1,3-diphenyl-1-(trimethylsilyloxy)-",5378122,,CCC(/C=C(/C1=CC=CC=C1)\O[Si](C)(C)C)C2=CC=CC=C2
"2(1H)-Quinolinone, 3-[3-(4-methoxyphenyl)-1-oxo-2-propen-1-yl]-4-phenyl",,,
"2(5H)-Furanone, 4-(hydroxymethyl)",,,
"2-(Ethylamino)ethanol, N-acetyl",24284463,,CCN(CCO)C(=O)C
2-(Methylamino)ethanol,8016,,CNCCO
"2,2'-Bipyridine",1474,HMDB0245352,C1=CC=NC(=C1)C2=CC=CC=N2
"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",575921,,CC(C(C)O[Si](C)(C)C)OC(=O)C
"2,3-Dihydroxybutanoic acid",250402,HMDB0245394,CC(C(C(=O)O)O)O
"2',3'-Di-O-acetyladenosine",122538,,CC(=O)O[C@@H]1[C@H](O[C@H]([C@@H]1OC(=O)C)N2C=NC3=C(N=CN=C32)N)CO
"2,4,4'-Trihydroxybenzophenone",73852,,C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O
"2,4,6-Cycloheptatrien-1-one",10881,,C1=CC=CC(=O)C=C1
"2,4-Dihydroxyacetophenone",6990,HMDB0029659,CC(=O)C1=C(C=C(C=C1)O)O
"2,4-Dimethoxybenzaldoxime",231242,,COC1=CC(=C(C=C1)C=NO)OC
"2,4-Di-tert-butylphenol",7311,HMDB0013816,CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C
"2,4-Imidazolidinedione, 5,5-dimethyl",,,
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",91741551,,CC1(C(=NC(=N1)O[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C)C
"2,5-Dimethoxybenzhydrazide",140304,,COC1=CC(=C(C=C1)OC)C(=O)NN
"2,5-Dimethoxybenzonitrile",79200,,COC1=CC(=C(C=C1)OC)C#N
"2,5-Dimethoxyphenol",5314498,,COC1=CC(=C(C=C1)OC)O
"2',5'-Dimethoxypropiophenone",79865,,CCC(=O)C1=C(C=CC(=C1)OC)OC
"2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",66609,,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN(C)C
"2-Allyl-1,4-dimethoxybenzene",92534,,COC1=CC(=C(C=C1)OC)CC=C
2-Amino-4-methylbenzophenone,78651,,CC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)N
2-Aminoquinolin-8-ol,4653788,,C1=CC2=C(C(=C1)O)N=C(C=C2)N
2-Butanol,6568,HMDB0011469,CCC(C)O
2-Buten-1-ol,20024,,CC=CCO
"2-Butene-1,4-diol",8065,,C(C=CCO)O
2-Butenedioic acid,723,HMDB0249450,C(=CC(=O)O)C(=O)O
"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",,,
2-Butoxyethanol,8133,HMDB0031327,CCCCOCCO
2-Cyanobenzaldehyde,101209,,C1=CC=C(C(=C1)C=O)C#N
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",,,
"2-Cyclohexen-1-one, 3-methyl-",14511,HMDB0031541,CC1=CC(=O)CCC1
2-Decanol,14254,HMDB0303078,CCCCCCCCC(C)O
2-Ethyl-1-butanol,7358,,CCC(CC)CO
2-Ethylhexanoic acid,8697,HMDB0031230,CCCCC(CC)C(=O)O
2-Ethylhexanol,7720,HMDB0031231,CCCCC(CC)CO
"2-Furancarbodithioic acid, methyl ester",574169,,CSC(=S)C1=CC=CO1
2-Furoic acid,6919,HMDB0000617,C1=COC(=C1)C(=O)O
2-Hexanol,12297,HMDB0061886,CCCCC(C)O
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",16753967,,COC1=CC(=C(C=C1)C(=O)/C=C/C2=CC(=C(C=C2OC)OC)OC)O
"2-Hydroxy-2',4',6'-trimethoxychalcone",5883711,,COC1=CC(=C(C(=C1)OC)C(=O)/C=C/C2=CC=CC=C2O)OC
2-Hydroxy-3-methylbutyric acid,99823,HMDB0000407,CC(C)C(C(=O)O)O
"2-Hydroxymethyl-17alpha-methylandrosta-1,4-diene-11alpha,17beta-diol-3-one",14833616,,C[C@@]1(CC[C@@H]2[C@@]1(C[C@H]([C@H]3[C@H]2CCC4=CC(=O)C(=C[C@]34C)CO)O)C)O
2-Isopropyl-5-methyl-1-heptanol,545941,,CCC(C)CCC(CO)C(C)C
"2-Methyl-1,3-butanediol",12698,,CC(CO)C(C)O
2-Methyl-3-pentanol,11264,HMDB0302390,CCC(C(C)C)O
"2-Methylcyclohexanol, (Z)",,,
"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",,,
2-Naphthol,8663,HMDB0012322,C1=CC=C2C=C(C=CC2=C1)O
2-Norbornanemethanol,21308,,C1CC2CC1CC2CO
"2-Oxiraneethanol, 2-t-butyldimethysilyloxymethyl- acetate",554546,,CC(=O)OCCC1(CO1)CO[Si](C)(C)C(C)(C)C
2-Pentadecanone,61303,HMDB0031081,CCCCCCCCCCCCCC(=O)C
"2-Pivaloyl-1,3-indandione",6732,,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O
2-Propyl-1-pentanol,123543,HMDB0094707,CCCC(CCC)CO
2-Pyrrolidone-5-carboxylic acid,7405,HMDB0000267,C1CC(=O)N[C@@H]1C(=O)O
"2-Thiophenecarboxylic acid, 4-cyanophenyl ester",532783,,C1=CSC(=C1)C(=O)OC2=CC=C(C=C2)C#N
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",91735456,,C/C(=C/C1=CC(=C2C(=C1OC)OCO2)OC)/C=O
3-(4-Methoxyphenyl)coumarin,,,
"3,3-Bis{4-[(trimethylsilyl)oxy]phenyl}-2-benzofuran-1(3H)-one",91697039,,C[Si](C)(C)OC1=CC=C(C=C1)C2(C3=CC=CC=C3C(=O)O2)C4=CC=C(C=C4)O[Si](C)(C)C
"3,3-Dimethylacrylic acid",10931,HMDB0000509,CC(=CC(=O)O)C
"3,4-Dihydroxybenzaldehyde",8768,HMDB0059965,C1=CC(=C(C=C1C=O)O)O
"3,4-Methylenedioxyamphetamine",1614,HMDB0041931,CC(CC1=CC2=C(C=C1)OCO2)N
"3,5-Dimethoxy-4-(tert.-butyldimethylsilyl)oxybenzaldehyde",10357235,,CC(C)(C)[Si](C)(C)OC1=C(C=C(C=C1OC)C=O)OC
"3,5-Dimethylphenol",7948,HMDB0246064,CC1=CC(=CC(=C1)O)C
3-Amino-5-methylisoxazole,66172,,CC1=CC(=NO1)N
3-Aminobenzoic acid,7419,HMDB0001891,C1=CC(=CC(=C1)N)C(=O)O
3-Buten-2-one,6570,HMDB0061873,CC(=O)C=C
3-Heptanol,11520,HMDB0031481,CCCCC(CC)O
"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",21721930,,COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC(=C(C(=C3)OC)OC)OC)O
3-Hydroxymethyl-2-trimethylsilyloxypentane,575923,,CCC(CO)C(C)O[Si](C)(C)C
3-Methyl-3-buten-1-ol,12988,HMDB0030126,CC(=C)CCO
3-Nonene,88350,,CCCCCC=CCC
3-Phenyl oxindole,317527,,C1=CC=C(C=C1)C2C3=CC=CC=C3NC2=O
"4,4'-Dichlorobenzophenone",7034,,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)Cl)Cl
"4,5-Dihydro-1H-pyrazole",66962,,C1CNN=C1
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",,,
4-Aminobutanoic acid,119,HMDB0000112,C(CC(=O)O)CN
4-Hydroxybutanoic acid,10413,HMDB0000710,C(CC(=O)O)CO
4-Methoxyphenol,9015,HMDB0029696,COC1=CC=C(C=C1)O
"4-Methylquinoline-2,7-diol",,,
4-Methylvaleric acid,12587,HMDB0000689,CC(C)CCC(=O)O
4-Oxohexanoic acid,3799774,,CCC(=O)CCC(=O)O
"4-Phenyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",177746,,C1C(=NC2=CC=CC=C2NC1=O)C3=CC=CC=C3
4-tert-Butyldimethylsiloxy-3-penten-2-one,593794,,CC(=CC(=O)C)O[Si](C)(C)C(C)(C)C
5-Aminovaleric acid,138,HMDB0003355,C(CCN)CC(=O)O
5-Azacytosine,19956,,C1=NC(=O)NC(=N1)N
"5-Chlorovaleric acid, nonyl ester",521410,,CCCCCCCCCOC(=O)CCCCCl
"5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether",91697308,,CCC1(COCOC1)CO[Si](C)(C)C(C)(C)C
5-Ethyl-5-methylnonadecane,53839399,,CCCCCCCCCCCCCCC(C)(CC)CCCC
5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,5378143,,CC1=C(C(=O)C2=C(C=C(C=C2O1)OC)O)C3=CC=CC=C3
5-Nitroso-8-quinolinol,19103,,C1=CC2=C(C=CC(=C2N=C1)O)N=O
"5-Nonanol, tert-butyldimethylsilyl ether",,,
5-Oxohexanoic Acid,18407,HMDB0061881,CC(=O)CCCC(=O)O
"6,7,4'-Trihydroxyisoflavone",5284649,HMDB0031715,C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O)O
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",,,
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",46697,,CC1C2=CC(=C(C=C2CCN1)OC)O
6-Methyluracil,12283,HMDB0247093,CC1=CC(=O)NC(=O)N1
6-Nitroveratryl alcohol,66097,,COC1=C(C=C(C(=C1)CO)[N+](=O)[O-])OC
6-Oxoheptanoic acid,98810,,CC(=O)CCCCC(=O)O
"7(S),17(S)-Dihydroxy-8(E),10(Z),13(Z),15(E),19(Z)-docosapentaenoic acid",91886114,,CC/C=C\C[C@@H](/C=C/C=C\C/C=C\C=C\[C@H](CCCCCC(=O)O)O)O
7-Hydroxy-4-(methoxymethyl)coumarin,5393168,,COCC1=CC(=O)OC2=C1C=CC(=C2)O
8-Acetyl-7-hydroxycoumarin,5411574,,CC(=O)C1=C(C=CC2=C1OC(=O)C=C2)O
8-Methylnonanoic acid,111470,,CC(C)CCCCCCC(=O)O
"9,12-Octadecadienoic acid (Z,Z)",,,
9-Ethyl-N-(trimethylsilyl)-9H-carbazol-3-amine,91740788,,CCN1C2=C(C=C(C=C2)N[Si](C)(C)C)C3=CC=CC=C31
"9H-Xanthen-9-one, 1-hydroxy-3,5,6-trimethoxy",5378599,,COC1=C(C2=C(C=C1)C(=O)C3=C(C=C(C=C3O2)OC)O)OC
"9Z-Octadecenoic acid, (2S)-3-[(hydroxymercaptophosphinyl)oxy]-2-methoxypropyl ester ",11167229,,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=S)(O)O)OC
Acetic acid,176,HMDB0000042,CC(=O)O
Aceturic acid,10972,HMDB0000532,CC(=O)NCC(=O)O
Aconitic acid,309,HMDB0247961,C(C(=CC(=O)O)C(=O)O)C(=O)O
Adenine,190,HMDB0000034,C1=NC2=NC=NC(=C2N1)N
Adipic acid,196,HMDB0000448,C(CCC(=O)O)CC(=O)O
Adipoyl-L-carnitine,91826562,HMDB0061677,C[N+](C)(C)C[C@@H](CC(=O)[O-])OC(=O)CCCCC(=O)O
alpha-Hydroxyisobutyric acid,11671,HMDB0000729,CC(C)(C(=O)O)O
Allylescaline,44719469,,COC1=CC(=CC(=C1OCC=C)OC)CCN
Aminoguanidine,2146,HMDB0248318,C(=NN)(N)N
Aniline,6115,HMDB0003012,C1=CC=C(C=C1)N
Azelaic acid,2266,HMDB0000784,C(CCCC(=O)O)CCCC(=O)O
"Aziridine, 1-(2-buten-2-yl)",,,
"Benz[a]anthracene-1,7,12(2H)-trione, 3,4-dihydro-8-hydroxy-3-methyl-, (3S)",,,
"Benz[c]acridine, 5,10-dimethyl",620905,,CC1=CC2=NC3=C(C=C(C4=CC=CC=C43)C)C=C2C=C1
"Benzaldehyde, 2,5-dimethoxy",,,
"Benzene, 1,4-dimethoxy",,,
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)",,,
"Benzene, 1-ethyl-3,5-dimethyl",,,
Benzeneacetic acid,999,HMDB0000209,C1=CC=C(C=C1)CC(=O)O
Benzenepropanoic acid,107,HMDB0000764,C1=CC=C(C=C1)CCC(=O)O
"Benzenesulfonamide, N-butyl",,,
"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",606316,,CCCC1=CC(=C(C(=C1C(=O)OC)O)OC(=O)C2=C(C=C(C=C2O)OC)CCC)OC
"Benzoic acid, methyl ester",7150,HMDB0033968,COC(=O)C1=CC=CC=C1
Benzoic Acid,243,HMDB0001870,C1=CC=C(C=C1)C(=O)O
Benzophenone,3102,HMDB0032049,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
Benzyl alcohol,244,HMDB0003119,C1=CC=C(C=C1)CO
Biphenyl,7095,HMDB0034437,C1=CC=C(C=C1)C2=CC=CC=C2
Butachlor ESA,,,
Butanedioic acid,1110,HMDB0000254,C(CC(=O)O)C(=O)O
Butylmethylamine,8068,,CCCCNC
Butyric Acid,264,HMDB0000039,CCCC(=O)O
Chlorobenzilate ,10522,,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
Cholesterol,5997,HMDB0000067,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
cis-2-Decenoic acid,5356596,HMDB0242157,CCCCCCC/C=C\C(=O)O
Citramalic acid,1081,HMDB0000426,CC(CC(=O)O)(C(=O)O)O
Crotonic acid,637090,HMDB0010720,C/C=C/C(=O)O
Curcumin,969516,HMDB0002269,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
Cyclobutylamine,75645,,C1CC(C1)N
Cyclocurcumin,69879809,HMDB0033086,COC1=C(C=CC(=C1)/C=C/C2=CC(=O)CC(O2)C3=CC(=C(C=C3)O)OC)O
Cycloheptanol,10399,,C1CCCC(CC1)O
"Cyclohexanone, 3,3,5-trimethyl",13398,,CC1CC(=O)CC(C1)(C)C
Cyclooctylamine,2903,,C1CCCC(CCC1)N
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",102861,HMDB0031740,CCCCCC1C(CCC1=O)CC(=O)OC
"Cytosine, N-(tert-butyldimethylsilyl)-",,,
Desmethylverapamil,,,
Diacetyl monoxime,6409633,,C/C(=N\O)/C(=O)C
Dibutyldodecylamine,3534665,,CCCCCCCCCCCCN(CCCC)CCCC
Diclofenac,3033,HMDB0014724,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
Diethylamine,8021,HMDB0041878,CCNCC
DL-Glyceraldehyde,751,HMDB0001051,C(C(C=O)O)O
DL-p-Hydroxyphenyllactic acid,9378,HMDB0000755,C1=CC(=CC=C1CC(C(=O)O)O)O
"Dodecanoic acid, 1-methylethyl ester",25068,HMDB0059820,CCCCCCCCCCCC(=O)OC(C)C
Dodecanoic acid,3893,HMDB0000638,CCCCCCCCCCCC(=O)O
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",11754987,,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N)N)O
Durapan,1983,HMDB0001859,CC(=O)NC1=CC=C(C=C1)O
"Erythrono-1,4-lactone",5325915,HMDB0000349,C1[C@H]([C@H](C(=O)O1)O)O
Ethanolamine,700,HMDB0000149,C(CO)N
Formamide,713,HMDB0001536,C(=O)N
Frangulin,135454,,C[C@H]1[C@@H]([C@H]([C@H](C(O1)OC2=CC3=C(C(=C2)O)C(=O)C4=C(C3=O)C=C(C=C4O)C)O)O)O
Glabridin,124052,,CC1(C=CC2=C(O1)C=CC3=C2OC[C@H](C3)C4=C(C=C(C=C4)O)O)C
Glyceric acid,752,,C(C(C(=O)O)O)O
Glycerol,753,HMDB0000131,C(C(CO)O)O
Glycine,750,HMDB0000123,C(C(=O)O)N
"Glycine, tert.-butyldimethylsilyl ester",,,
Glycolic acid,757,HMDB0000115,C(C(=O)O)O
Guanosine,135398635,,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N
Heptanedioic acid,385,HMDB0000857,C(CCC(=O)O)CCC(=O)O
Heptanoic acid,8094,HMDB0000666,CCCCCCC(=O)O
Heptylamine,8127,,CCCCCCCN
Hexacosanoic acid,10469,HMDB0002356,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O
Hexanoic acid,8892,HMDB0000535,CCCCCC(=O)O
Hydracrylic acid,68152,HMDB0000700,C(CO)C(=O)O
Hydroxylamine,787,HMDB0003338,NO
"Hymexazole, tert-butyldimethylsilyl ether",19104051,,CC1=CC(=NO1)O[Si](C)(C)C(C)(C)C
Hypoxanthine,135398638,,C1=NC2=C(N1)C(=O)NC=N2
Iminodiacetic acid,8897,HMDB0011753,C(C(=O)O)NCC(=O)O
Indoprofen,3718,HMDB0253478,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O
Isobutanol,6560,HMDB0006006,CC(C)CO
Isonicotinic Acid,5922,HMDB0060665,C1=CN=CC=C1C(=O)O
Isopropyl palmitate,8907,HMDB0035474,CCCCCCCCCCCCCCCC(=O)OC(C)C
Isopropylamine,6363,HMDB0253679,CC(C)N
Isosorbide,12597,,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O
Ketamine,3821,HMDB0015352,CNC1(CCCCC1=O)C2=CC=CC=C2Cl
"Kojic acid, bis(tert-butyldimethylsilyl) ether",,,
L-(+)-Threose,5460672,,C([C@@H]([C@H](C=O)O)O)O
Lactic acid,612,,CC(C(=O)O)O
L-Alanine,5950,HMDB0000161,C[C@@H](C(=O)O)N
L-Asparagine,6267,HMDB0000168,C([C@@H](C(=O)O)N)C(=O)N
L-gamma-Glutamyl-L-glutamic acid,92865,HMDB0011737,C(CC(=O)N[C@@H](CCC(=O)O)C(=O)O)[C@@H](C(=O)O)N
Leucylglycine,79070,HMDB0028929,CC(C)CC(C(=O)NCC(=O)O)N
Levulinic acid,11579,HMDB0000720,CC(=O)CCC(=O)O
L-Glutamic acid,33032,HMDB0000148,C(CC(=O)O)[C@@H](C(=O)O)N
L-Glutamine,5961,HMDB0000641,C(CC(=O)N)[C@@H](C(=O)O)N
"L-Histidine, N,1-bis(tert-butyldimethylsilyl)-",,,
Lignoceric acid,11197,HMDB0002003,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O
L-Leucine,6106,HMDB0000687,CC(C)C[C@@H](C(=O)O)N
"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",91733016,,CCCCCCCCCCCCCCCCOC(=O)C(CC(C)C)N(C)C(=O)OCCCC
L-Lysine,5962,HMDB0000182,C(CCN)C[C@@H](C(=O)O)N
L-Norleucine,21236,HMDB0001645,CCCC[C@@H](C(=O)O)N
"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",91721610,,CCCC(C(=O)OCCCC(C)C)NC(=O)OCC#C
L-Ornithine,6262,HMDB0000214,C(C[C@@H](C(=O)O)N)CN
L-Pyroglutamic acid,7405,HMDB0000267,C1CC(=O)N[C@@H]1C(=O)O
L-Serine,5951,HMDB0000187,C([C@@H](C(=O)O)N)O
L-Threonine,6288,HMDB0000167,C[C@H]([C@@H](C(=O)O)N)O
L-Tryptophan,6305,HMDB0000929,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
L-Tyrosine,6057,HMDB0000158,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O
Luciferin,92934,,C1[C@@H](N=C(S1)C2=NC3=C(S2)C=C(C=C3)O)C(=O)O
Lupinine,91461,HMDB0304704,C1CCN2CCC[C@H]([C@H]2C1)CO
L-Valine,6287,HMDB0000883,CC(C)[C@@H](C(=O)O)N
L-Val-L-Leu,6993118,,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](C(C)C)N
Malic acid,525,,C(C(C(=O)O)O)C(=O)O
Maltol,8369,HMDB0030776,CC1=C(C(=O)C=CO1)O
Methanesulfonic acid,6395,HMDB0240280,CS(=O)(=O)O
Methyl lactate,11040,,CC(C(=O)OC)O
Methylsuccinic acid,10349,,CC(CC(=O)O)C(=O)O
Methylthiouracil,667493,,CC1=CC(=O)NC(=S)N1
Mevalonolactone,6419891,,C[C@]1(CCOC(=O)C1)O
Monocaproin,164635,,CCCCCC(=O)OCC(CO)O
m-Toluic acid,7418,HMDB0062810,CC1=CC(=CC=C1)C(=O)O
Myristic acid,11005,HMDB0000806,CCCCCCCCCCCCCC(=O)O
"N,N-Dimethyl-2-aminoethanol",7902,HMDB0032231,CN(C)CCO
"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",6875502,,COC1=CC(=CC(=C1OC)OC)/C=N/O
N-Acetylaminoethanol,,,
N-Acetylaspartic acid,65065,HMDB0000812,CC(=O)N[C@@H](CC(=O)O)C(=O)O
N-Acetyl-L-alanine,88064,HMDB0000766,C[C@@H](C(=O)O)NC(=O)C
"Naringenin 4',7-dimethylether",,,
N-Caffeoyl-O-methyltyramine,10403282,,COC1=CC=C(C=C1)CCNC(=O)/C=C/C2=CC(=C(C=C2)O)O
N-Ethylamphetamine,9982,HMDB0252099,CCNC(C)CC1=CC=CC=C1
N-Ethyldiethanolamine,8769,,CCN(CCO)CCO
Niacin,938,HMDB0001488,C1=CC(=CN=C1)C(=O)O
Niacinamide,936,HMDB0001406,C1=CC(=CN=C1)C(=O)N
N-Isobutyrylglycine,10855600,HMDB0000730,CC(C)C(=O)NCC(=O)O
N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,91693841,,CC(C(C1=CC=C(C=C1)O[Si](C)(C)C)O[Si](C)(C)C)NC
N-Methylacetamide,6582,,CC(=O)NC
Nonanoic acid,8158,HMDB0000847,CCCCCCCCC(=O)O
Norephedrine,10297,,C[C@@H]([C@@H](C1=CC=CC=C1)O)N
Norketamine,123767,HMDB0060549,C1CCC(C(=O)C1)(C2=CC=CC=C2Cl)N
"Norleucine, N-trimethylsilyl-",,,
Octacosanol,68406,HMDB0034380,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO
"Octadecanoic acid, octyl ester",30916,,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCC
Octadecanoic acid,5281,HMDB0000827,CCCCCCCCCCCCCCCCCC(=O)O
Octanoic acid,379,HMDB0000482,CCCCCCCC(=O)O
Octocrylene,22571,HMDB0255910,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N
Oleamide,5283387,HMDB0002117,CCCCCCCC/C=C\CCCCCCCC(=O)N
Oleic Acid,445639,HMDB0000207,CCCCCCCC/C=C\CCCCCCCC(=O)O
Olomoucine,4592,HMDB0035233,CN1C=NC2=C(N=C(N=C21)NCCO)NCC3=CC=CC=C3
Oxalic acid,971,HMDB0002329,C(=O)(C(=O)O)O
"Oxalic acid, di(cyclohexylmethyl) ester",6420639,,C1CCC(CC1)COC(=O)C(=O)OCC2CCCCC2
"Oxymorphone, bis(trimethylsilyl) ether",91697075,,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O[Si](C)(C)C)O4)O[Si](C)(C)C
Palmitic Acid,985,HMDB0000220,CCCCCCCCCCCCCCCC(=O)O
Pentadecanoic acid,13849,HMDB0000826,CCCCCCCCCCCCCCC(=O)O
Pentanedioic acid,743,HMDB0000661,C(CC(=O)O)CC(=O)O
Pentanoic acid,7991,HMDB0000892,CCCCC(=O)O
"Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",76013,,CC(C)(C1=CC=CC=C1)C2=CC(=C(C=C2)O)C(C)(C)C3=CC=CC=C3
Phenol,996,HMDB0000228,C1=CC=C(C=C1)O
Phenoxyethanol,31236,HMDB0041607,C1=CC=C(C=C1)OCCO
Phosphoserine,68841,HMDB0000272,C([C@@H](C(=O)O)N)OP(=O)(O)O
Phthalazin-1-one,8394,,C1=CC=C2C(=C1)C=NNC2=O
Phthalimide,6809,HMDB0256502,C1=CC=C2C(=C1)C(=O)NC2=O
Phytanic acid,26840,HMDB0000801,CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)O
Picolinic acid,1018,HMDB0002243,C1=CC=NC(=C1)C(=O)O
Pinosylvin,5280457,,C1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O
Pipecolic acid,849,HMDB0000070,C1CCNC(C1)C(=O)O
"Piperazine, 1-(4-acetylphenylsulfonyl)-4-methyl-",567241,,CC(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C
Praziquantel,4891,HMDB0015191,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
Pro-Ala-Lys,10267656,,C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@@H]1CCCN1
Prometryne,4929,HMDB0256805,CC(C)NC1=NC(=NC(=N1)SC)NC(C)C
"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",,,
"Propanoic acid, dimethyl(isopropyl)silyl ester",,,
Propanoic acid,1032,HMDB0000237,CCC(=O)O
