Metabolite 1,Metabolite 2,VECPAC r,VECPAC p-values,VECPAC_n,DSS r,DSS p-values,DSS_n,LPS r,LPS p-values,LPS_n,Consistent?,Meta-analysis_validity,Meta-Analysis p-value,meta_r,edge_dir,FDR
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Propylamine,0.857143316,5.52e-06,18,,,0,0.738768719,0.057858497,7,False,True,7.09e-05,0.797956018,1,0.000594637
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",S-Methyl-L-cysteine,0.740576699,0.001033291,16,,,0,0.648674973,0.114995981,7,False,True,0.001678026,0.694625836,1,0.011166385
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Salsoline,0.59399283,0.009342992,18,,,0,0.714285714,0.071343561,7,False,True,0.005020789,0.654139272,1,0.028162397
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Sertraline carbamoyl glucuronide,0.966569814,5.25e-06,10,,,0,0.8,0.2,4,False,True,0.001774838,0.883284907,1,0.01173471
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-","Stigmast-5-ene, 3beta-",0.721513488,0.000488677,19,,,0,0.642857143,0.119392373,7,False,True,0.000848419,0.682185316,1,0.006113021
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Tartronic acid,0.95053597,2.15e-06,12,,,0,0.607142857,0.148231161,7,False,True,0.00101966,0.778839413,1,0.00722186
"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",Triethanolamine,0.877694762,7.93e-07,19,,,0,0.857142857,0.013697327,7,False,True,1.28e-05,0.867418809,1,0.000112644
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-","Arabinofuranose, 1,2,3,5-tetrakis-O-",0.590340837,0.020510779,15,0.8,0.2,4,1.0,0.0,4,True,True,0.0,0.796780279,1,0.0
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",Cadaverine,1.0,0.0,3,1.0,0.0,3,,,0,False,True,0.0,1.0,1,0.0
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-",L-Glutamine,0.363149061,0.183380051,15,1.0,0.0,4,1.0,0.0,4,True,True,0.0,0.787716354,1,0.0
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)-","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",0.608759587,0.199660189,6,1.0,0.0,4,,,0,False,True,0.0,0.804379794,1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","3-Hydroxy-2,3-dihydromaltol",0.646788991,0.031494062,11,0.8,0.2,4,0.927633657,0.007665844,6,True,True,0.008015091,0.791474216,1,0.04116911
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",3-Ureidopropionic acid,0.801226988,0.005331795,10,0.8,0.2,4,0.608759587,0.199660189,6,True,True,0.00819929,0.736662192,1,0.041900562
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","3,5-Dimethylpyrazole",0.679878049,0.030542027,10,0.927633657,0.007665844,6,0.608759587,0.199660189,6,True,True,0.006501165,0.738757098,1,0.034748095
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",0.915662651,0.001406425,8,0.892857143,0.006807187,7,0.985610761,0.000309086,6,True,True,0.00024277,0.931376851,1,0.00192418
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",0.887874178,0.000262947,11,0.964285714,0.000454149,7,0.753702346,0.083523281,6,True,True,0.000144954,0.868620746,1,0.001177584
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",4-Hydroxybenzeneacetic acid,0.745412844,0.008460406,11,,,0,0.898645105,0.014888622,6,False,True,0.004991455,0.822028975,1,0.028042891
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","6,8-Dioxapentadecane",0.963036357,0.000122785,8,0.9,0.037386073,5,,,0,False,True,0.003446387,0.931518178,1,0.020746642
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",alpha-Tocopherol,0.694071163,0.017816259,11,0.964285714,0.000454149,7,0.637748139,0.17307111,6,True,True,0.002223204,0.765368339,1,0.014270863
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",0.573170732,0.083254684,10,1.0,0.0,3,0.882352941,0.019947079,6,True,True,0.0,0.818507891,1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",0.970254257,7.57e-07,11,0.974679434,0.00481823,5,0.985610761,0.000309086,6,True,True,1.94e-05,0.976848151,1,0.000169154
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Carfentrazone-ethyl,0.985610761,0.000309086,6,1.0,0.0,3,1.0,0.0,3,True,True,0.0,0.995203587,1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",-1.0,0.0,3,-0.642857143,0.119392373,7,,,0,False,True,0.0,-0.821428571,-1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","D-(+)-Ribono-1,4-lactone (R,S,R)-",0.766592396,0.005917232,11,1.0,0.0,3,0.608759587,0.199660189,6,True,True,0.0,0.791783995,1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",D-Fructose,0.657541102,0.027891779,11,1.0,0.0,7,0.647058824,0.164868716,6,True,True,0.0,0.768199975,1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Dinoseb ,0.889908257,0.000242889,11,,,0,0.75,0.0859375,6,False,True,0.001845081,0.819954128,1,0.01213544
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",DL-Glyceraldehyde,0.98398427,4.76e-08,11,0.964285714,0.000454149,7,0.782690898,0.065703848,6,True,True,2.9e-05,0.910320294,1,0.000250231
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Indole-5-carboxylic acid,0.638300821,0.047024453,10,0.964285714,0.000454149,7,0.872081599,0.053854218,5,True,True,0.003418183,0.824889378,1,0.020607358
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Isofucosterol,0.910757533,9.74e-05,11,0.8,0.104088039,5,0.794117647,0.059217891,6,True,True,0.000524171,0.834958393,1,0.003943929
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Isopropyl palmitate,0.924487546,4.69e-05,11,0.8,0.2,4,0.850841043,0.031713318,6,True,True,0.000466488,0.858442863,1,0.00354028
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Methyl aminoacetate,0.91325153,8.61e-05,11,1.0,0.0,7,0.970588235,0.001284857,6,True,True,0.0,0.961279922,1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Methyl-3-methoxy-5-methyl benzoate,0.97706422,2.37e-07,11,0.9,0.037386073,5,0.974679434,0.00481823,5,True,True,6.68e-05,0.950581218,1,0.000561501
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",N-alpha-Acetyl-L-Lysine,,,0,1.0,0.0,3,0.872081599,0.053854218,5,False,True,0.0,0.9360408,1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,0.931516561,3.05e-05,11,,,0,0.9,0.037386073,5,False,True,0.000747241,0.91575828,1,0.005455076
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Nonadecanoic acid,0.823529412,0.006366915,9,0.942857143,0.004804665,6,0.8,0.2,4,True,True,0.002806457,0.855462185,1,0.017422874
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",0.986238532,2.41e-08,11,1.0,0.0,6,0.970588235,0.001284857,6,True,True,0.0,0.985608922,1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","Propanetriol, 2-methyl-",0.773457403,0.005229268,11,0.678571429,0.093750254,7,0.840668002,0.036057573,6,True,True,0.001597367,0.764232278,1,0.01070833
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Tartronic acid,0.897058824,0.015349901,6,0.964285714,0.000454149,7,0.985610761,0.000309086,6,True,True,0.000427487,0.948985099,1,0.003267004
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine","Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",1.0,0.0,4,1.0,0.0,4,,,0,False,True,0.0,1.0,1,0.0
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",Triethanolamine,0.947370901,9.55e-06,11,0.864899964,0.011965035,7,0.985610761,0.000309086,6,True,True,3.12e-05,0.932627209,1,0.00026899
"2,6-Dimethoxybenzylamine",Aspartic acid,0.918956212,0.003436626,7,0.919904925,0.00044243,9,,,0,False,True,0.00084437,0.919430569,1,0.006086527
"2,6-Dimethoxybenzylamine","Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",1.0,0.0,3,0.719671572,0.028819185,9,,,0,False,True,0.0,0.859835786,1,0.0
"2,6-Dimethoxybenzylamine",DL-Phenylalanine,0.623879467,0.040235023,11,0.937246698,0.000191631,9,,,0,False,True,0.002976483,0.780563082,1,0.018332462
"2,6-Dimethoxybenzylamine",Sinomenin,-0.718184846,0.171795305,5,-1.0,0.0,3,,,0,False,True,0.0,-0.859092423,-1,0.0
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",5-(2-Aminopropyl)-2-methylphenol,,,0,-0.589088161,0.043855118,12,-1.0,0.0,3,False,True,0.0,-0.79454408,-1,0.0
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline","Acetamide, N,N-diethyl-",0.440832743,0.087429003,16,0.59669419,0.031334692,13,0.630061919,0.129359708,7,True,True,0.005046898,0.555862951,1,0.028283009
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",D-Fucitol,1.0,0.0,3,0.583333333,0.099185816,9,,,0,False,True,0.0,0.791666667,1,0.0
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",Glycolic acid,0.610836426,0.011952721,16,0.477245465,0.099116537,13,0.607142857,0.148231161,7,True,True,0.00268144,0.565074916,1,0.016762942
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",p-Hydroxydiisopropylbenzene,0.594097397,0.015236759,16,0.580468225,0.037528943,13,0.571428571,0.180201989,7,True,True,0.001631244,0.581998064,1,0.010904183
"2',2,3,6'-Tetramethoxychalcone","Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",0.898645105,0.014888622,6,,,0,1.0,0.0,3,False,True,0.0,0.949322553,1,0.0
"2',2,3,6'-Tetramethoxychalcone",Syringaldehyde,0.543090024,0.024265433,17,0.509240789,0.132742676,10,0.761278828,0.0786796,6,True,True,0.004745953,0.604536547,1,0.026950054
3-(2-Hydroxyethyl)imidazole-2-thione,"9H-Fluorene, 9-methylene-",0.444444713,0.111339458,14,0.576353978,0.104289826,9,1.0,0.0,4,True,True,0.0,0.673599564,1,0.0
3-(2-Hydroxyethyl)imidazole-2-thione,n-Butylamine,0.70303897,0.000786391,19,0.751032347,0.003086636,13,0.654545455,0.110646062,7,True,True,3.6e-05,0.702872257,1,0.000309225
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",DL-Phenylalanine,0.590319543,0.009904892,18,0.768425783,0.003501833,12,0.8,0.104088039,5,True,True,0.000370239,0.719581775,1,0.002855261
"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester","N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",0.470175439,0.122959515,12,0.8,0.2,4,1.0,0.0,3,True,True,0.0,0.756725146,1,0.0
3-Amino-2-piperidone,"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",0.606450893,0.005909158,19,0.895320202,3.53e-05,13,0.800132264,0.030700962,7,True,True,2.79e-05,0.76730112,1,0.000241593
3-Amino-2-piperidone,5-(2-Aminopropyl)-2-methylphenol,,,0,-0.649055219,0.022389456,12,-1.0,0.0,3,False,True,0.0,-0.82452761,-1,0.0
3-Amino-2-piperidone,"5alpha-Pregnane-3,20-dione",0.886243434,0.003373343,8,0.857142857,0.013697327,7,,,0,False,True,0.003441932,0.871693145,1,0.020727451
3-Amino-2-piperidone,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0,1.3999999999999999e-24,5,0.774806218,0.040769463,7,,,0,False,True,0.0,0.887403109,1,0.0
3-Amino-5-morpholinomethyl-2-oxazolidinone,3-Hexenedinitrile,0.541941203,0.016536084,19,0.684712472,0.089666453,7,0.695725243,0.124789337,6,True,True,0.003636305,0.640792972,1,0.021710436
3-Amino-5-morpholinomethyl-2-oxazolidinone,3-Hydroxyisovaleric acid,0.78348712,7.25e-05,19,0.942857143,0.004804665,6,0.782690898,0.065703848,6,True,True,4.42e-05,0.836345054,1,0.000376748
3-Amino-5-morpholinomethyl-2-oxazolidinone,5-Henicosylresorcinol,0.393660135,0.095404061,19,1.0,0.0,3,0.985610761,0.000309086,6,True,True,0.0,0.793090299,1,0.0
3-Amino-5-morpholinomethyl-2-oxazolidinone,9-Octadecenoic acid,0.785982616,0.000110247,18,0.8,0.2,4,0.632352941,0.17790015,6,True,True,0.000372455,0.739445186,1,0.002870546
3-Amino-5-morpholinomethyl-2-oxazolidinone,"Acetamide, N,N-diethyl-",0.657411497,0.002222545,19,0.576599976,0.175381825,7,0.676470588,0.140074802,6,True,True,0.001212609,0.636827354,1,0.008405451
3-Amino-5-morpholinomethyl-2-oxazolidinone,"Acetic acid, bis[(trimethylsilyl)oxyl]-",0.744495993,0.000256241,19,0.942857143,0.004804665,6,0.867647059,0.025116718,6,True,True,7.21e-05,0.851666731,1,0.000603756
3-Amino-5-morpholinomethyl-2-oxazolidinone,Azatadine,0.852811951,3.51e-06,19,1.0,0.0,3,0.927633657,0.007665844,6,True,True,0.0,0.926815203,1,0.0
3-Amino-5-morpholinomethyl-2-oxazolidinone,"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",1.0,0.0,3,,,0,1.0,0.0,3,False,True,0.0,1.0,1,0.0
3-Amino-5-morpholinomethyl-2-oxazolidinone,"Cyclohexanone, 3,3,5-trimethyl-",0.54707045,0.015346422,19,0.785714286,0.036238463,7,0.925476223,0.008123745,6,True,True,0.001664956,0.752753653,1,0.011091805
3-Amino-5-morpholinomethyl-2-oxazolidinone,Dinoseb ,0.713155043,0.000608728,19,0.948683298,0.051316702,4,0.666736691,0.148089799,6,True,True,0.000693765,0.776191677,1,0.005101977
3-Amino-5-morpholinomethyl-2-oxazolidinone,Ethyl alpha-D-glucopyranoside,0.539780272,0.017058768,19,0.8,0.2,4,0.666736691,0.148089799,6,True,True,0.0083989,0.668838988,1,0.042627955
3-Amino-5-morpholinomethyl-2-oxazolidinone,Hydantoic acid,0.700659408,0.000833979,19,,,0,0.753702346,0.083523281,6,False,True,0.001075183,0.727180877,1,0.007564937
3-Amino-5-morpholinomethyl-2-oxazolidinone,Levulinic acid,0.465934111,0.044365291,19,0.684712472,0.089666453,7,0.941176471,0.005088541,6,True,True,0.006203695,0.697274351,1,0.033488278
3-Amino-5-morpholinomethyl-2-oxazolidinone,Myristic acid,0.588790126,0.010146697,18,0.928571429,0.002519472,7,0.970588235,0.001284857,6,True,True,0.000730794,0.829316597,1,0.005349465
3-Amino-5-morpholinomethyl-2-oxazolidinone,Phenoxyacetic acid,0.800000077,3.92e-05,19,,,0,0.720588235,0.106199433,6,False,True,0.000210597,0.760294156,1,0.001681391
3-Amino-5-morpholinomethyl-2-oxazolidinone,"Piperidine, 1-(1-methylpentyl)-",1.0,0.0,3,0.8,0.104088039,5,,,0,False,True,0.0,0.9,1,0.0
3-Amino-5-morpholinomethyl-2-oxazolidinone,Tris(trimethylsilyl)carbamate,0.57453719,0.010084793,19,0.738768719,0.057858497,7,0.954863711,0.003009949,6,True,True,0.001291338,0.75605654,1,0.00889345
3-Amino-5-morpholinomethyl-2-oxazolidinone,L-Tyrosine,0.552669003,0.014126971,19,0.8,0.2,4,0.882352941,0.019947079,6,True,True,0.004713681,0.745007315,1,0.026807082
3-Aminobenzoic acid,4-(Trimethylsilyoxy)-3-penten-2-one,0.9,0.037386073,5,0.820445119,0.00059061,13,1.0,0.0,3,True,True,0.0,0.90681504,1,0.0
3-Aminobenzoic acid,Acetoacetic acid,,,0,0.576552273,0.039148071,13,1.0,0.0,3,False,True,0.0,0.788276136,1,0.0
3-Aminobenzoic acid,"Benzene, 4-ethenyl-1,2-dimethoxy-",,,0,0.413310616,0.181721477,12,1.0,0.0,3,False,True,0.0,0.706655308,1,0.0
3-Aminobenzoic acid,Dodecylcyclohexane,0.974679434,0.00481823,5,0.8,0.2,4,1.0,0.0,3,True,True,0.0,0.924893145,1,0.0
3-Aminobenzoic acid,Hexanedioic acid,0.9,0.037386073,5,0.680440771,0.010478111,13,,,0,False,True,0.008848883,0.790220386,1,0.044511712
3-Aminobenzoic acid,Hexanoic acid,0.974679434,0.00481823,5,0.690509594,0.008979745,13,1.0,0.0,3,True,True,0.0,0.888396343,1,0.0
3-Aminobenzoic acid,Levulinic acid,0.8,0.104088039,5,0.575172961,0.039730249,13,1.0,0.0,3,True,True,0.0,0.79172432,1,0.0
3-Aminobutanoic acid,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine ",-1.0,0.0,3,-0.8,0.104088039,5,,,0,False,True,0.0,-0.9,-1,0.0
3-Aminobutanoic acid,"Benzenemethanamine, 2,3-dimethoxy-",0.656841243,0.002249184,19,,,0,0.633054165,0.126992135,7,False,True,0.002279956,0.644947704,1,0.0145913
3-Aminobutanoic acid,"Glycine, N-(N-DL-leucylglycyl)-",0.894459103,2.4e-07,19,,,0,0.666693722,0.10192046,7,False,True,3.03e-05,0.780576413,1,0.000261496
3-Aminobutanoic acid,Tributyl acetylcitrate,-0.582429018,0.011203697,18,-0.8,0.2,4,-0.6,0.15437725,7,True,True,0.005713405,-0.660809673,-1,0.031310912
"3-Buten-2-one, 3-trimethylsilyloxy-",4-(Trimethylsilyoxy)-3-penten-2-one,0.752863436,0.000199214,19,0.504841423,0.078482011,13,0.607142857,0.148231161,7,True,True,0.000208135,0.621615906,1,0.001663437
"3-Buten-2-one, 3-trimethylsilyloxy-","4-Fluoroaniline, N-trimethylsilyl-",0.584507269,0.008582612,19,0.423448679,0.149352974,13,0.642857143,0.119392373,7,True,True,0.002462584,0.55027103,1,0.015583467
"3-Buten-2-one, 3-trimethylsilyloxy-",Octanoic acid,0.384140969,0.104425823,19,0.779005525,0.001699049,13,0.774806218,0.040769463,7,True,True,0.001581861,0.645984237,1,0.010615972
"3-Buten-2-one, 3-trimethylsilyloxy-",Pentadecanoic acid,0.393926209,0.095160321,19,0.56588562,0.043814652,13,0.7,0.188120404,5,True,True,0.010177444,0.55327061,1,0.049580221
"3-Buten-2-one, 3-trimethylsilyloxy-","Spiro[cyclopenta[d]-1,3,2-dioxaborin-4(5H),1'-cyclopentane], 2-ethyl-6,7-dihydro-",0.500440528,0.029093312,19,0.514979293,0.191549313,8,0.72074997,0.067634995,7,True,True,0.005746188,0.578723264,1,0.031448474
"3-Buten-2-one, 3-trimethylsilyloxy-",Tris(trimethylsilyl)carbamate,0.683357746,0.001258239,19,0.442912401,0.129587477,13,0.815374248,0.02539921,7,True,True,0.00044152,0.647214798,1,0.00336483
"3-Buten-2-one, 4-(4-methoxyphenyl)-","7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",0.697096102,0.008091776,13,0.658812915,0.014330667,13,0.594618725,0.159089994,7,True,True,0.000650516,0.650175914,1,0.004806948
"3-Buten-2-one, 4-(4-methoxyphenyl)-","Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",,,0,0.650745536,0.016010853,13,0.771428571,0.072396501,6,False,True,0.010190994,0.711087054,1,0.049631466
"3-Buten-2-one, 4-(4-methoxyphenyl)-","Piperidine, 1-(1-methylpentyl)-",-1.0,0.0,3,-0.574726312,0.064392238,11,,,0,False,True,0.0,-0.787363156,-1,0.0
"3-Buten-2-one, 4-(4-methoxyphenyl)-",Pyroglutamic acid,0.686933264,0.028205561,10,0.526538367,0.064513795,13,0.7,0.188120404,5,True,True,0.006429336,0.637823877,1,0.034442872
"3-Buten-2-one, 4-(4-methoxyphenyl)-","Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.791108207,9.24e-05,18,0.907843741,0.000112063,11,0.928571429,0.002519472,7,True,True,1.38e-06,0.875841126,1,1.25e-05
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-","4-Fluoroaniline, N-trimethylsilyl-",0.48014421,0.03747056,19,0.445517665,0.127081043,13,0.56372955,0.187496332,7,True,True,0.007275964,0.496463808,1,0.038020609
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",5-(2-Aminopropyl)-2-methylphenol,,,0,-0.564609729,0.05580284,12,-1.0,0.0,3,False,True,0.0,-0.782304865,-1,0.0
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",Doconexent,0.474861053,0.039929771,19,0.565374554,0.055398543,12,0.56372955,0.187496332,7,True,True,0.004452332,0.534655052,1,0.025596349
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",Glycine,0.519078013,0.022761898,19,0.762759346,0.002426202,13,0.880771012,0.008832621,7,True,True,0.000239931,0.720869457,1,0.001903215
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-","Propanoic acid, 2-methyl-",0.588786317,0.010147305,18,0.386207264,0.192415706,13,0.56372955,0.187496332,7,True,True,0.004508947,0.51290771,1,0.02587338
"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",Propylamine,0.460264771,0.054602591,18,0.488589569,0.127272452,11,0.578005977,0.174082401,7,True,True,0.009842749,0.508953439,1,0.048322797
3-Ethylphenol,Azatadine,0.666693722,0.10192046,7,1.0,0.0,4,,,0,False,True,0.0,0.833346861,1,0.0
3-Ethylphenol,"Benzoic acid, methyl ester",1.0,1.3999999999999999e-24,5,0.643292683,0.044788802,10,,,0,False,True,0.0,0.821646341,1,0.0
3-Ethylphenol,"Cyclopentanone, 2,2,4-trimethyl-",1.0,0.0,3,0.478991597,0.192048939,9,,,0,False,True,0.0,0.739495798,1,0.0
3-Hexenedinitrile,3-Hydroxyisovaleric acid,0.738366989,0.000306316,19,0.472855366,0.120547316,12,0.607142857,0.148231161,7,True,True,0.000362557,0.606121737,1,0.002802175
3-Hexenedinitrile,3-Methyladenine,0.551360843,0.014404713,19,0.672727273,0.033041223,10,0.642857143,0.119392373,7,True,True,0.001331971,0.622315086,1,0.009139972
3-Hexenedinitrile,"3,5-Dimethylpyrazole",0.533039648,0.049680234,14,0.596638655,0.089884375,9,0.571428571,0.180201989,7,True,True,0.008319315,0.567035625,1,0.042346528
3-Hexenedinitrile,"4-Fluoroaniline, N-trimethylsilyl-",0.668717306,0.001746034,19,0.414600551,0.158953676,13,0.821428571,0.023448808,7,True,True,0.000653868,0.634915476,1,0.004828813
3-Hexenedinitrile,4-Methoxyphenol,0.761423844,0.000152417,19,0.497245179,0.083833168,13,0.857142857,0.013697327,7,True,True,8.67e-05,0.705270627,1,0.000720376
3-Hexenedinitrile,5-Henicosylresorcinol,0.744280764,0.000257873,19,0.714285714,0.110787172,6,0.857142857,0.013697327,7,True,True,9.63e-05,0.771903112,1,0.000796823
3-Hexenedinitrile,"Benzoic acid, pentadecyl ester",0.62593461,0.004146553,19,0.830123865,0.000831418,12,0.571428571,0.180201989,7,True,True,0.000122977,0.675829016,1,0.00100721
3-Hexenedinitrile,Benzophenone,0.644245876,0.002908782,19,0.712517868,0.006274654,13,0.607142857,0.148231161,7,True,True,0.00014548,0.654635534,1,0.001181276
3-Hexenedinitrile,Cinnamic acid,0.648484848,0.042540128,10,0.769881216,0.015240185,9,0.8,0.2,4,True,True,0.0049173,0.739455355,1,0.027721808
3-Hexenedinitrile,Cyclohexanol,0.748902546,0.000224693,19,0.75928545,0.002609091,13,0.785714286,0.036238463,7,True,True,8.95e-06,0.764634094,1,7.94e-05
3-Hexenedinitrile,D-Fucitol,-1.0,0.0,3,-0.518832993,0.152367402,9,,,0,False,True,0.0,-0.759416497,-1,0.0
3-Hexenedinitrile,Diphenyl ether,0.600969338,0.006502506,19,0.82369146,0.000537774,13,0.607142857,0.148231161,7,True,True,0.000110026,0.677267885,1,0.000905363
3-Hexenedinitrile,Hydantoic acid,0.332601183,0.16412203,19,1.0,0.0,3,0.942857143,0.004804665,6,True,True,0.0,0.758486109,1,0.0
3-Hexenedinitrile,Levulinic acid,0.612038901,0.005350586,19,0.662069595,0.013691387,13,0.702731221,0.078237454,7,True,True,0.000248982,0.658946572,1,0.001969433
3-Hexenedinitrile,Nonanal,0.602372816,0.006346153,19,0.73553719,0.004163925,13,0.738768719,0.057858497,7,True,True,0.000137823,0.692226242,1,0.001121693
3-Hexenedinitrile,Phenoxyacetic acid,0.720123301,0.000507128,19,1.0,1.3999999999999999e-24,5,0.630656224,0.128887696,7,True,True,0.0,0.783593175,1,0.0
3-Hexenedinitrile,phenoxyethanol,0.759016126,0.000164517,19,0.594223396,0.032225816,13,0.678571429,0.093750254,7,True,True,6.46e-05,0.677270317,1,0.000542893
3-Hexenedinitrile,Phlorizin,0.756273616,0.001103978,15,1.0,0.0,3,1.0,0.0,3,True,True,0.0,0.918757872,1,0.0
3-Hexenedinitrile,Phloroglucinol,0.711777239,0.00092255,18,0.424561404,0.168926582,12,0.594618725,0.159089994,7,True,True,0.000999239,0.576985789,1,0.007090512
3-Hexenedinitrile,Pimelic acid,0.558260194,0.024611766,16,0.702479339,0.007417124,13,0.8,0.104088039,5,True,True,0.000956477,0.686913178,1,0.006808717
3-Hexenedinitrile,Salsoline,0.847983907,8.8e-06,18,0.538818403,0.087221337,11,0.642857143,0.119392373,7,True,True,7.28e-05,0.676553151,1,0.000609302
3-Hexenedinitrile,Tricine,1.0,0.0,3,0.64135592,0.0626452,9,,,0,False,True,0.0,0.82067796,1,0.0
3-Hexenedinitrile,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1.0,1.3999999999999999e-24,5,0.594618725,0.159089994,7,,,0,False,True,0.0,0.797309363,1,0.0
"3-Hydroxy-2,3-dihydromaltol",3-Methoxysalicylic acid,-0.811722586,0.007889298,9,-0.8,0.2,4,-1.0,0.0,3,True,True,0.0,-0.870574195,-1,0.0
