n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,edge_dir,Pooled FDR
Cyclooctylamine,Diethylamine,1,0,3,0.666885929,0.218893981,5,0.840668002,0.036057573,6,0.780975363,0.000975881,14,3,TRUE,+,1,0.019654851
Cyclooctylamine,"Hymexazole, tert-butyldimethylsilyl ether",-1,0,3,-0.359092423,0.552814747,5,-1,0,6,-0.720445947,0.003655009,14,3,TRUE,-,-1,0.043234395
Cyclooctylamine,Malic acid,-1,0,3,-0.872081599,0.053854218,5,-0.657142857,0.156174927,6,-0.73260071,0.002882056,14,3,TRUE,-,-1,0.037203596
Cyclooctylamine,Methylthiouracil,,,0,-0.615587011,0.26899777,5,-1,0,6,-0.759671407,0.002588258,13,2,TRUE,-,-1,0.03575875
Cyclooctylamine,Trimethylolpropane,,,0,0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.856547709,0.003190334,9,2,TRUE,+,1,0.039717454
"Cytosine, N-(tert-butyldimethylsilyl)-","Dodecanoic acid, 1-methylethyl ester",0.866025404,0.333333333,3,1,1.40E-24,5,1,0,6,0.990055853,1.37E-11,14,3,TRUE,+,1,5.28E-08
"Cytosine, N-(tert-butyldimethylsilyl)-","D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",0.866025404,0.333333333,3,1,0,4,0.753702346,0.083523281,6,0.926695216,5.29E-06,13,3,TRUE,+,1,0.00092038
"Cytosine, N-(tert-butyldimethylsilyl)-",Frangulin,0.866025404,0.333333333,3,1,0,4,0.948683298,0.051316702,4,0.951947573,6.38E-06,11,3,TRUE,+,1,0.000949254
"Cytosine, N-(tert-butyldimethylsilyl)-",Glycerol,0.5,0.666666667,3,0.9,0.037386073,5,0.771428571,0.072396501,6,0.730600466,0.002999474,14,3,TRUE,+,1,0.038257685
"Cytosine, N-(tert-butyldimethylsilyl)-",Hexacosanoic acid,,,0,1,0,4,0.461690258,0.433766156,5,0.88991762,0.0002428,11,2,TRUE,+,1,0.009071556
"Cytosine, N-(tert-butyldimethylsilyl)-",Isopropyl palmitate,0.5,0.666666667,3,1,1.40E-24,5,0.985610761,0.000309086,6,0.980067046,8.68E-10,14,3,TRUE,+,1,2.24E-06
"Cytosine, N-(tert-butyldimethylsilyl)-",L-Glutamine,0.866025404,0.333333333,3,1,1.40E-24,5,0.753702346,0.083523281,6,0.90586988,8.18E-06,14,3,TRUE,+,1,0.001138937
"Cytosine, N-(tert-butyldimethylsilyl)-","l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,,0,-0.8,0.2,4,-0.8,0.104088039,5,-0.869304927,0.001086985,10,2,TRUE,-,-1,0.021445771
"Cytosine, N-(tert-butyldimethylsilyl)-",L-Tryptophan,1,0,3,1,1.40E-24,5,0.657142857,0.156174927,6,0.899115292,1.22E-05,14,3,TRUE,+,1,0.001498709
"Cytosine, N-(tert-butyldimethylsilyl)-",N-Caffeoyl-O-methyltyramine,,,0,0.9,0.037386073,5,0.31887407,0.53790056,6,0.78031755,0.00274933,12,2,TRUE,+,1,0.036648788
"Cytosine, N-(tert-butyldimethylsilyl)-",N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,0.866025404,0.333333333,3,1,0,4,0.8,0.2,4,0.908685272,0.000107665,11,3,TRUE,+,1,0.005502113
"Cytosine, N-(tert-butyldimethylsilyl)-",Suberic acid,,,0,0.8,0.104088039,5,0.6,0.208,6,0.800000761,0.00102481,13,2,TRUE,+,1,0.020375007
"Cytosine, N-(tert-butyldimethylsilyl)-",Triethyl citrate,,,3,1,1.40E-24,5,0.8,0.2,4,0.918733651,2.43E-05,12,2,TRUE,+,1,0.002294272
"Cytosine, N-(tert-butyldimethylsilyl)-",Yangonin,0.866025404,0.333333333,3,1,0,4,0.81167945,0.049857585,6,0.760387812,0.002549933,13,3,TRUE,+,1,0.035638594
Diacetyl monoxime,Propylene glycol,0.866025404,0.333333333,3,0.8,0.2,4,0.637748139,0.17307111,6,0.857143682,0.000180929,13,3,TRUE,+,1,0.007799738
Diacetyl monoxime,Vanillylmandelic acid,,,0,1,1.40E-24,5,0.8,0.104088039,5,0.851067761,0.00179113,10,2,TRUE,+,1,0.028919832
Diethylamine,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,1,0,3,0.8,0.2,4,0.8,0.2,4,0.833715147,0.001427296,11,3,TRUE,+,1,0.025202531
Diethylamine,Trimethylolpropane,,,0,1,0,3,0.974679434,0.00481823,5,0.860767156,0.002886237,9,2,TRUE,+,1,0.037203596
DL-Glyceraldehyde,Norephedrine,0.866025404,0.333333333,3,0.866025404,0.333333333,3,1,0,3,0.893819357,0.001156085,9,3,TRUE,+,1,0.022076939
DL-p-Hydroxyphenyllactic acid,Isopropylamine,-0.5,0.666666667,3,-0.8,0.2,4,-0.359092423,0.552814747,5,-0.794377325,0.00202613,12,3,TRUE,-,-1,0.030968558
DL-p-Hydroxyphenyllactic acid,L-Tyrosine,0.5,0.666666667,3,1,0,3,0.948683298,0.051316702,4,0.816012348,0.003989144,10,3,TRUE,+,1,0.044497302
DL-p-Hydroxyphenyllactic acid,N-Acetyl-L-alanine,1,0,3,0.632455532,0.367544468,4,0.974679434,0.00481823,5,0.818667047,0.001128913,12,3,TRUE,+,1,0.021880083
DL-p-Hydroxyphenyllactic acid,Pentanedioic acid,0.5,0.666666667,3,0.5,0.666666667,3,0.631578947,0.253080425,5,0.8054941,0.002767377,11,3,TRUE,+,1,0.036648788
DL-p-Hydroxyphenyllactic acid,Suberic acid,,,0,0.4,0.6,4,0.974679434,0.00481823,5,0.808219178,0.00260807,11,2,TRUE,+,1,0.035886347
DL-p-Hydroxyphenyllactic acid,Triethyl citrate,,,3,0.8,0.2,4,1,0,3,0.852824936,0.001711895,10,2,TRUE,+,1,0.02810997
"Dodecanoic acid, 1-methylethyl ester","D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",1,0,3,1,0,4,0.753702346,0.083523281,6,0.925414365,5.81E-06,13,3,TRUE,+,1,0.00093593
"Dodecanoic acid, 1-methylethyl ester",Frangulin,1,0,3,1,0,4,0.948683298,0.051316702,4,0.933789954,2.63E-05,11,3,TRUE,+,1,0.002450244
"Dodecanoic acid, 1-methylethyl ester",Hexacosanoic acid,,,0,1,0,4,0.461690258,0.433766156,5,0.887624018,0.000265498,11,2,TRUE,+,1,0.009595137
"Dodecanoic acid, 1-methylethyl ester",Iminodiacetic acid,0.5,0.666666667,3,0.872081599,0.053854218,5,0.521793932,0.288343234,6,0.850503033,0.00011586,14,3,TRUE,+,1,0.005707378
"Dodecanoic acid, 1-methylethyl ester",Isopropyl palmitate,0.866025404,0.333333333,3,1,1.40E-24,5,0.985610761,0.000309086,6,0.976772302,2.16E-09,14,3,TRUE,+,1,2.79E-06
"Dodecanoic acid, 1-methylethyl ester",L-Glutamine,1,0,3,1,1.40E-24,5,0.753702346,0.083523281,6,0.938055393,7.13E-07,14,3,TRUE,+,1,0.000262627
"Dodecanoic acid, 1-methylethyl ester","l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,,0,-0.8,0.2,4,-0.8,0.104088039,5,-0.835365854,0.002621643,10,2,TRUE,-,-1,0.035886347
"Dodecanoic acid, 1-methylethyl ester",L-Tryptophan,0.866025404,0.333333333,3,1,1.40E-24,5,0.657142857,0.156174927,6,0.861577291,7.49E-05,14,3,TRUE,+,1,0.00441033
"Dodecanoic acid, 1-methylethyl ester",N-Caffeoyl-O-methyltyramine,,,0,0.9,0.037386073,5,0.31887407,0.53790056,6,0.797892269,0.001870608,12,2,TRUE,+,1,0.02958544
"Dodecanoic acid, 1-methylethyl ester",N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,0.5,0.666666667,3,1,0,4,0.8,0.2,4,0.894986499,0.000197881,11,3,TRUE,+,1,0.008172548
"Dodecanoic acid, 1-methylethyl ester",Suberic acid,,,0,0.8,0.104088039,5,0.6,0.208,6,0.830345617,0.000441161,13,2,TRUE,+,1,0.012452338
"Dodecanoic acid, 1-methylethyl ester",Triethyl citrate,,,3,1,1.40E-24,5,0.8,0.2,4,0.87986415,0.000160551,12,2,TRUE,+,1,0.007347341
"Dodecanoic acid, 1-methylethyl ester",Vanillylmandelic acid,,,0,1,1.40E-24,5,0.3,0.623837665,5,0.817073171,0.003903256,10,2,TRUE,+,1,0.044001784
"Dodecanoic acid, 1-methylethyl ester",Yangonin,1,0,3,1,0,4,0.81167945,0.049857585,6,0.760719953,0.002532315,13,3,TRUE,+,1,0.035544322
Dodecanoic acid,Phenoxyethanol,1,0,3,0.8,0.104088039,5,0.521793932,0.288343234,6,0.717296663,0.003879643,14,3,TRUE,+,1,0.043887419
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",Frangulin,1,0,3,1,0,3,0.948683298,0.051316702,4,0.924016426,0.000132953,10,3,TRUE,+,1,0.006426599
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",Hexacosanoic acid,,,0,1,0,3,0.461690258,0.433766156,5,0.840506615,0.002324404,10,2,TRUE,+,1,0.034025533
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",Iminodiacetic acid,0.5,0.666666667,3,0.948683298,0.051316702,4,0.794117647,0.059217891,6,0.889050692,4.80E-05,13,3,TRUE,+,1,0.003439229
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",Isopropyl palmitate,0.866025404,0.333333333,3,1,0,4,0.720588235,0.106199433,6,0.916901025,1.04E-05,13,3,TRUE,+,1,0.001334277
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",L-Glutamine,1,0,3,1,0,4,0.661764706,0.152257086,6,0.858729056,0.000170702,13,3,TRUE,+,1,0.00758739
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,0.5,0.666666667,3,1,0,4,0.632455532,0.367544468,4,0.824603506,0.00178946,11,3,TRUE,+,1,0.028919832
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",Suberic acid,,,0,0.8,0.2,4,0.81167945,0.049857585,6,0.811952045,0.001337813,12,2,TRUE,+,1,0.024174407
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",Triethyl citrate,,,3,1,0,4,0.316227766,0.683772234,4,0.89401871,0.000205924,11,2,TRUE,+,1,0.008172548
Durapan,"Hymexazole, tert-butyldimethylsilyl ether",,,0,0.9,0.037386073,5,0.942857143,0.004804665,6,0.907181776,4.63E-05,12,2,TRUE,+,1,0.003381571
Durapan,"Kojic acid, bis(tert-butyldimethylsilyl) ether",,,0,0.7,0.188120404,5,1,0,6,0.844134394,0.000554262,12,2,TRUE,+,1,0.014431119
Durapan,Methanesulfonic acid,,,0,0.9,0.037386073,5,0.942857143,0.004804665,6,0.979020979,3.09E-08,12,2,TRUE,+,1,1.84E-05
Durapan,Methylthiouracil,,,0,1,1.40E-24,5,0.942857143,0.004804665,6,0.949213365,2.44E-06,12,2,TRUE,+,1,0.00059038
Durapan,Pinosylvin,,,0,1,1.40E-24,5,0.942857143,0.004804665,6,0.970229159,1.75E-07,12,2,TRUE,+,1,7.97E-05
Formamide,Hexanoic acid,1,0,3,1,0,5,0.808823529,0.051329063,6,0.806820266,0.000487923,14,3,TRUE,+,1,0.013102767
Formamide,Isonicotinic Acid,0.5,0.666666667,3,0.820782682,0.088587005,5,0.838235294,0.037135215,6,0.736427224,0.002667548,14,3,TRUE,+,1,0.036194421
Formamide,Oxalic acid,0.866025404,0.333333333,3,0.702959492,0.185434894,5,0.647058824,0.164868716,6,0.707956374,0.004610164,14,3,TRUE,+,1,0.048208808
Frangulin,Glycerol,0.866025404,0.333333333,3,1,0,4,0.948683298,0.051316702,4,0.953957569,5.28E-06,11,3,TRUE,+,1,0.00092038
Frangulin,Hexacosanoic acid,,,0,1,0,4,0.833333333,0.166666667,4,0.877679945,0.000842855,10,2,TRUE,+,1,0.018259506
Frangulin,Isopropyl palmitate,0.866025404,0.333333333,3,1,0,4,1,0,4,0.951947573,6.38E-06,11,3,TRUE,+,1,0.000949254
Frangulin,L-Glutamine,1,0,3,1,0,4,0.737864787,0.262135213,4,0.876712329,0.000396344,11,3,TRUE,+,1,0.011655225
Frangulin,L-Tryptophan,0.866025404,0.333333333,3,1,0,4,0.632455532,0.367544468,4,0.924487546,4.69E-05,11,3,TRUE,+,1,0.00338757
Frangulin,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,0.5,0.666666667,3,1,0,3,0.866025404,0.333333333,3,0.895405327,0.001098526,9,3,TRUE,+,1,0.021508858
Glycerol,Hexacosanoic acid,,,0,1,0,4,0.820782682,0.088587005,5,0.82299068,0.001860105,11,2,TRUE,+,1,0.029540149
Glycerol,Norketamine,0.5,0.666666667,3,0.9,0.037386073,5,0.794461347,0.0590276,6,0.717952733,0.003831976,14,3,TRUE,+,1,0.043778727
Glycerol,Triethyl citrate,,,3,0.9,0.037386073,5,1,0,4,0.912967692,3.39E-05,12,2,TRUE,+,1,0.002762313
Glycine,"Glycine, tert.-butyldimethylsilyl ester",1,0,3,1,0,4,0.602941176,0.205184269,6,0.918286072,9.46E-06,13,3,TRUE,+,1,0.001255092
Glycine,L-Glutamine,1,0,3,0.8,0.2,4,0.426470588,0.399076748,6,0.750695401,0.003107478,13,3,TRUE,+,1,0.039014989
"Glycine, tert.-butyldimethylsilyl ester",L-Glutamine,1,0,3,0.666885929,0.218893981,5,0.029411765,0.955895074,6,0.771973153,0.001216697,14,3,TRUE,+,1,0.022784352
Glycolic acid,N-Ethylamphetamine,-1,0,3,-0.866025404,0.333333333,3,-0.602941176,0.205184269,6,-0.756183746,0.004430242,12,3,TRUE,-,-1,0.04778055
Glycolic acid,Oxalic acid,0.866025404,0.333333333,3,0.527046277,0.36145485,5,0.882352941,0.019947079,6,0.718370518,0.003801862,14,3,TRUE,+,1,0.043738779
Glycolic acid,"Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",0.5,0.666666667,3,0.9,0.037386073,5,0.782690898,0.065703848,6,0.705299732,0.004836437,14,3,TRUE,+,1,0.049281951
Guanosine,N-Acetyl-L-alanine,,,0,-0.948683298,0.051316702,4,-0.8,0.2,4,-0.844537815,0.004175325,9,2,TRUE,-,-1,0.04586927
Heptanoic acid,Isopropylamine,-0.5,0.666666667,3,-0.974679434,0.00481823,5,-0.927633657,0.007665844,6,-0.917037643,3.93E-06,14,3,TRUE,-,-1,0.000844094
Heptanoic acid,Oxalic acid,0.866025404,0.333333333,3,0.45962736,0.436097434,5,0.867647059,0.025116718,6,0.740516752,0.002452442,14,3,TRUE,+,1,0.034994811
Heptanoic acid,Salsoline,0.5,0.666666667,3,0.631578947,0.253080425,5,0.210818511,0.789181489,4,0.753525798,0.00465428,12,3,TRUE,+,1,0.048447108
Heptylamine,Hexacosanoic acid,,,0,1,0,3,0.632455532,0.367544468,4,0.890243902,0.003039296,8,2,TRUE,+,1,0.038532543
Heptylamine,"Kojic acid, bis(tert-butyldimethylsilyl) ether",,,0,1,0,4,0.9,0.037386073,5,0.877679945,0.000842855,10,2,TRUE,+,1,0.018259506
Heptylamine,L-Tryptophan,,,0,1,0,4,0.7,0.188120404,5,0.835381384,0.002620706,10,2,TRUE,+,1,0.035886347
Heptylamine,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,,,0,1,0,4,1,0,3,0.915729116,0.001403174,8,2,TRUE,+,1,0.024890253
Heptylamine,Yangonin,,,0,1,0,4,0.666885929,0.218893981,5,0.914377364,0.000211834,10,2,TRUE,+,1,0.008358809
Hexacosanoic acid,Iminodiacetic acid,,,0,0.948683298,0.051316702,4,0.5,0.391002219,5,0.795404401,0.003420815,11,2,TRUE,+,1,0.041453882
Hexacosanoic acid,Isopropyl palmitate,,,0,1,0,4,0.552631579,0.334034711,5,0.908048376,0.000110981,11,2,TRUE,+,1,0.005502113
Hexacosanoic acid,L-Alanine,,,0,1,0,4,0.394736842,0.510781039,5,0.928738086,3.63E-05,11,2,TRUE,+,1,0.002841364
Hexacosanoic acid,L-Glutamine,,,0,1,0,4,0.461690258,0.433766156,5,0.894504824,0.000201853,11,2,TRUE,+,1,0.008172548
Hexacosanoic acid,L-Tryptophan,,,0,1,0,4,0.666885929,0.218893981,5,0.875864383,0.000408239,11,2,TRUE,+,1,0.011825182
Hexacosanoic acid,N-Caffeoyl-O-methyltyramine,,,0,0.8,0.2,4,0.5,0.391002219,5,0.880004166,0.000782878,10,2,TRUE,+,1,0.017704041
Hexacosanoic acid,Niacin,,,0,1,0,4,0.948683298,0.051316702,4,0.969343396,3.72E-06,10,2,TRUE,+,1,0.000822893
Hexacosanoic acid,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,,,0,1,0,3,1,0,3,0.922172222,0.001110817,8,2,TRUE,+,1,0.021639953
Hexacosanoic acid,Norketamine,,,0,1,0,4,0.947368421,0.014379534,5,0.953813167,5.36E-06,11,2,TRUE,+,1,0.00092038
Hexacosanoic acid,Triethyl citrate,,,0,1,0,4,1,0,3,0.96203388,3.38E-05,9,2,TRUE,+,1,0.002762313
Hexacosanoic acid,Yangonin,,,0,1,0,3,0.921052632,0.02631052,5,0.898148148,0.000415681,10,2,TRUE,+,1,0.01195121
Hexanoic acid,Isonicotinic Acid,0.5,0.666666667,3,0.820782682,0.088587005,5,0.764705882,0.076531651,6,0.707490269,0.004649252,14,3,TRUE,+,1,0.048447108
Hexanoic acid,Pentanoic acid,0.5,0.666666667,3,0.921052632,0.02631052,5,0.753702346,0.083523281,6,0.735516606,0.002717414,14,3,TRUE,+,1,0.036492729
"Hymexazole, tert-butyldimethylsilyl ether",Isobutanol,-0.5,0.666666667,3,-0.632455532,0.367544468,4,-0.885714286,0.018845481,6,-0.845518046,0.000271765,13,3,TRUE,-,-1,0.009685858
"Hymexazole, tert-butyldimethylsilyl ether",Ketamine,0.5,0.666666667,3,0.7,0.188120404,5,0.637748139,0.17307111,6,0.736445398,0.002666561,14,3,TRUE,+,1,0.036194421
"Hymexazole, tert-butyldimethylsilyl ether","Kojic acid, bis(tert-butyldimethylsilyl) ether",1,0,3,0.9,0.037386073,5,0.942857143,0.004804665,6,0.859030837,8.30E-05,14,3,TRUE,+,1,0.004620448
"Hymexazole, tert-butyldimethylsilyl ether",Methanesulfonic acid,,,0,1,1.40E-24,5,0.828571429,0.041562682,6,0.896837162,3.27E-05,13,2,TRUE,+,1,0.002732561
"Hymexazole, tert-butyldimethylsilyl ether",Methylthiouracil,,,0,0.9,0.037386073,5,1,0,6,0.944903581,1.14E-06,13,2,TRUE,+,1,0.000383583
"Hymexazole, tert-butyldimethylsilyl ether",Phenoxyethanol,0.5,0.666666667,3,0.9,0.037386073,5,0.782690898,0.065703848,6,0.73730864,0.002619973,14,3,TRUE,+,1,0.035886347
"Hymexazole, tert-butyldimethylsilyl ether",Pinosylvin,,,0,0.9,0.037386073,5,0.885714286,0.018845481,6,0.866666667,0.000264186,12,2,TRUE,+,1,0.00959255
Hypoxanthine,Ketamine,1,0,3,0.7,0.188120404,5,0.550782484,0.257369332,6,0.710974354,0.004363262,14,3,TRUE,+,1,0.047262565
Hypoxanthine,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",0.5,0.666666667,3,0.8,0.2,4,0.666736691,0.148089799,6,0.735173113,0.004192318,13,3,TRUE,+,1,0.045990621
Iminodiacetic acid,Isopropyl palmitate,0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.588235294,0.219417871,6,0.855716398,9.48E-05,14,3,TRUE,+,1,0.005124529
Iminodiacetic acid,L-Alanine,0.866025404,0.333333333,3,0.763157895,0.13333912,5,0.25,0.6328125,6,0.794902176,0.000679716,14,3,TRUE,+,1,0.01614341
Iminodiacetic acid,L-Glutamine,0.5,0.666666667,3,0.872081599,0.053854218,5,0.588235294,0.219417871,6,0.85460652,9.90E-05,14,3,TRUE,+,1,0.005242159
Iminodiacetic acid,N-Caffeoyl-O-methyltyramine,,,0,0.718184846,0.171795305,5,0.720588235,0.106199433,6,0.812400833,0.00132299,12,2,TRUE,+,1,0.024018786
Iminodiacetic acid,Niacin,0.5,0.666666667,3,0.615587011,0.26899777,5,0.526315789,0.362245481,5,0.766996931,0.002216794,13,3,TRUE,+,1,0.032907258
Iminodiacetic acid,Norketamine,0.866025404,0.333333333,3,0.872081599,0.053854218,5,0.343321825,0.505250913,6,0.835010244,0.000202079,14,3,TRUE,+,1,0.008172548
Iminodiacetic acid,Suberic acid,,,0,0.974679434,0.00481823,5,0.724713795,0.103242805,6,0.880899946,6.98E-05,13,2,TRUE,+,1,0.004216519
Iminodiacetic acid,Triethyl citrate,,,3,0.872081599,0.053854218,5,0.4,0.6,4,0.75177305,0.004806636,12,2,TRUE,+,1,0.049172647
Isobutanol,"Kojic acid, bis(tert-butyldimethylsilyl) ether",-0.5,0.666666667,3,-0.316227766,0.683772234,4,-0.771428571,0.072396501,6,-0.795862826,0.001137236,13,3,TRUE,-,-1,0.021880083
Isobutanol,Methanesulfonic acid,,,0,-0.632455532,0.367544468,4,-0.714285714,0.110787172,6,-0.757899402,0.004290027,12,2,TRUE,-,-1,0.046665356
Isobutanol,Methylthiouracil,,,0,-0.948683298,0.051316702,4,-0.885714286,0.018845481,6,-0.854131372,0.000404992,12,2,TRUE,-,-1,0.011786891
Isonicotinic Acid,Levulinic acid,0.866025404,0.333333333,3,0.974679434,0.00481823,5,0.701570685,0.120301018,6,0.724413574,0.003386695,14,3,TRUE,+,1,0.041453882
Isopropyl palmitate,L-Alanine,0.5,0.666666667,3,0.974679434,0.00481823,5,0.882352941,0.019947079,6,0.930233129,1.43E-06,14,3,TRUE,+,1,0.000442609
Isopropyl palmitate,L-Glutamine,0.866025404,0.333333333,3,1,1.40E-24,5,0.794117647,0.059217891,6,0.926829268,1.89E-06,14,3,TRUE,+,1,0.000534845
Isopropyl palmitate,L-Tryptophan,0.5,0.666666667,3,1,1.40E-24,5,0.608759587,0.199660189,6,0.900111542,1.15E-05,14,3,TRUE,+,1,0.001461615
Isopropyl palmitate,N-Caffeoyl-O-methyltyramine,,,0,0.9,0.037386073,5,0.426470588,0.399076748,6,0.843034821,0.000572973,12,2,TRUE,+,1,0.01467342
Isopropyl palmitate,Norketamine,0.5,0.666666667,3,1,1.40E-24,5,0.850841043,0.031713318,6,0.954352452,1.18E-07,14,3,TRUE,+,1,6.10E-05
Isopropyl palmitate,Suberic acid,,,0,0.8,0.104088039,5,0.579771036,0.227783957,6,0.82573325,0.000506508,13,2,TRUE,+,1,0.013464577
Isopropyl palmitate,Triethyl citrate,,,3,1,1.40E-24,5,0.8,0.2,4,0.874337653,0.000199104,12,2,TRUE,+,1,0.008172548
Isopropyl palmitate,Yangonin,0.866025404,0.333333333,3,1,0,4,0.823529412,0.043964991,6,0.80305209,0.000947655,13,3,TRUE,+,1,0.01925397
Isopropylamine,N-Acetyl-L-alanine,-0.5,0.666666667,3,-0.410391341,0.492535782,5,-0.371428571,0.468478134,6,-0.706077779,0.004769288,14,3,TRUE,-,-1,0.049116116
Isopropylamine,Oxalic acid,-0.866025404,0.333333333,3,-0.632455532,0.252215496,5,-0.840668002,0.036057573,6,-0.818486467,0.000344941,14,3,TRUE,-,-1,0.010978502
Ketamine,Malic acid,0.5,0.666666667,3,0.5,0.391002219,5,0.985610761,0.000309086,6,0.837222137,0.000187305,14,3,TRUE,+,1,0.007915957
Ketamine,Methylthiouracil,,,0,0.9,0.037386073,5,0.637748139,0.17307111,6,0.72817285,0.004767893,13,2,TRUE,+,1,0.049116116
Ketamine,Phenoxyethanol,1,0,3,0.6,0.28475698,5,0.882352941,0.019947079,6,0.734743252,0.002760337,14,3,TRUE,+,1,0.036648788
"Kojic acid, bis(tert-butyldimethylsilyl) ether",Methanesulfonic acid,,,0,0.9,0.037386073,5,0.942857143,0.004804665,6,0.896837162,3.27E-05,13,2,TRUE,+,1,0.002732561
"Kojic acid, bis(tert-butyldimethylsilyl) ether",Methylthiouracil,,,0,0.7,0.188120404,5,0.942857143,0.004804665,6,0.859504132,0.000165872,13,2,TRUE,+,1,0.00748163
"Kojic acid, bis(tert-butyldimethylsilyl) ether",Pinosylvin,,,0,0.7,0.188120404,5,0.942857143,0.004804665,6,0.775438596,0.00304139,12,2,TRUE,+,1,0.038532543
L-Alanine,N-Caffeoyl-O-methyltyramine,,,0,0.872081599,0.053854218,5,0.029411765,0.955895074,6,0.830985915,0.000811781,12,2,TRUE,+,1,0.017969212
L-Alanine,Niacin,0.866025404,0.333333333,3,0.974679434,0.00481823,5,0.368421053,0.541750906,5,0.900415799,2.71E-05,13,3,TRUE,+,1,0.002493
L-Alanine,Norketamine,1,0,3,0.974679434,0.00481823,5,0.761278828,0.0786796,6,0.908801598,6.81E-06,14,3,TRUE,+,1,0.000993389
L-Alanine,Suberic acid,,,0,0.666885929,0.218893981,5,0.463816829,0.354164298,6,0.726897243,0.004879019,13,2,TRUE,+,1,0.049585198
L-Alanine,Triethyl citrate,,,3,0.974679434,0.00481823,5,0.6,0.4,4,0.890464923,0.000103048,12,2,TRUE,+,1,0.005348789
L-Alanine,Vanillylmandelic acid,,,0,0.974679434,0.00481823,5,0.359092423,0.552814747,5,0.819575698,0.003705902,10,2,TRUE,+,1,0.043234395
Leucylglycine,Xylazine,,,0,-0.564288094,0.321723336,5,-0.657142857,0.156174927,6,-0.779571758,0.002792529,12,2,TRUE,-,-1,0.03668279
Levulinic acid,Suberic acid,,,0,0.974679434,0.00481823,5,0.470791909,0.345986478,6,0.762847747,0.002421682,13,2,TRUE,+,1,0.034993793
L-Glutamine,L-Tryptophan,0.866025404,0.333333333,3,1,1.40E-24,5,0.289885518,0.577351787,6,0.788013804,0.000815515,14,3,TRUE,+,1,0.017969212
L-Glutamine,N-Caffeoyl-O-methyltyramine,,,0,0.9,0.037386073,5,0.147058824,0.781001934,6,0.80565874,0.001559439,12,2,TRUE,+,1,0.026682969
