,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC_3302_260124,VECPAC_3353_260124,VECPAC_3369_260124,VECPAC_3673_250124,VECPAC_3674_250124,VECPAC_3675_250124,VECPAC_3677_250124,VECPAC_3678_250124,VECPAC_3679_250124,VECPAC_3680_250124,VECPAC_3688_260124,VECPAC_3697_260124
7-(Trimethylsilyl)amino-4-methylcoumarin,13.320509937444335,14.135535146186546,,15.535519046537786,15.34840479647482,,14.04887509097324,13.969017570602182,,,13.108609595893817,12.89891293860039,13.803768503839452,12.75629840687443,,,,13.587684171455688,13.061337356156647
"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",20.250561678826074,20.622527347301173,19.337477715676997,21.399214169454186,19.836815898828075,19.111393474644355,20.015400450181136,20.08581433828977,19.373715287645794,20.764520586708755,19.111393474644355,19.44973986247903,19.337477715676997,19.238178509274245,19.041809772503246,19.373715287645794,19.428052268837387,18.81784453532393,18.71169549787637
"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",24.91354820199538,,23.044533775765217,,,,,23.044533775765217,24.032987222373634,23.413959076455505,24.91354820199538,24.131480788694507,25.201537470981773,23.242736859447106,24.367377170818397,24.032987222373634,,24.450456888103545,23.657146018107714
"7-Keto-3alpha,12-alpha-dihydroxycholanic acid",,,,,,,,,,,,,,,,,,,
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",21.881386062604122,23.715597582762086,23.657146018107714,23.715597582762086,,23.79182611549095,23.569275194584492,23.242736859447106,23.089706815587537,23.79182611549095,22.94234907146313,,22.98560858642985,,23.413959076455505,23.188670856276904,23.88488575755639,23.089706815587537,
8-Heptadecene,,,15.565468037586037,,,,,,15.513238079863951,,,,,,,,,,
8-Hydroxy-5-(hydroxymethyl)quinoline,,,,,,,,,,,,,,,,,,,
9-Hexadecenoic acid,22.94234907146313,23.88488575755639,23.513731160519086,23.188670856276904,23.657146018107714,,22.672666772922494,21.353990801751774,21.276455057853646,22.03062413594252,,22.98560858642985,21.399214169454186,22.59620392842164,22.217637896331325,22.672666772922494,20.726772116238248,22.323262053504177,21.13986814143362
9-Octadecenamide,22.498647007706285,27.04986589051757,21.4924825260643,26.951515096076143,26.370981945534925,,24.6788673152338,23.88488575755639,22.94234907146313,25.580754511247207,,,24.78851327640558,24.367377170818397,22.87128886195247,,22.461852403642705,,24.574684280008256
9-Octadecenoic acid,,7.8331548137904665,2.858038697389123,8.31836637721953,6.011485675066638,1.358786249705701,2.6586105703581726,4.650390535140694,6.851944708255062,5.492587507180741,2.33008997616814,1.358786249705701,1.358786249705701,0.1719693378763447,0.37029890789279213,1.358786249705701,2.018570402428134,2.858038697389123,1.617489646358388
"9,12-Octadecadienoic acid",22.15361929401101,22.498647007706285,20.412894326028773,22.714432844311936,,13.202735672256493,21.276455057853646,22.083540039335475,,21.276455057853646,20.622527347301173,14.652475967546629,,21.399214169454186,,21.72692569277056,18.27004821318735,21.19107075264044,22.36242904585225
"9(E),11(E)-Conjugated linoleic acid",,,,,,,,,,,3.169251445092533,,,,,,,,
"9H-Fluorene, 9-methylene-",16.128297064816426,14.652475967546629,14.23656264783452,15.387207438721274,,,,,16.055258902576476,17.30646749922955,15.132034197194876,,15.535519046537786,15.387207438721274,15.565468037586037,16.096768702232197,16.52855482367925,15.604385459398587,15.21264934573445
9H-Purin-6-ol,,,,,,,,,,18.146732428191484,,,,,,,,,
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",,17.425469615628202,,,11.097644027950611,12.934235101144486,9.653884326979462,,,,,,,,,,,,
"Acetamide, 2,2,2-trifluoro-",21.19107075264044,20.45780811825055,21.436027940821884,21.06766643052152,21.436027940821884,20.764520586708755,20.45780811825055,19.557040253405585,,20.622527347301173,20.55800492083832,21.276455057853646,20.622527347301173,20.015400450181136,20.68214447295243,21.353990801751774,21.03071867276113,20.764520586708755,20.796120366639247
"Acetamide, N,N-diethyl-",21.4924825260643,21.932443111260625,21.826086982329297,21.77171271626758,21.982890212151023,21.276455057853646,21.03071867276113,21.4924825260643,21.353990801751774,21.399214169454186,21.06766643052152,21.353990801751774,21.353990801751774,20.796120366639247,21.06766643052152,21.77171271626758,21.77171271626758,21.13986814143362,21.436027940821884
"Acetic acid, bis[(trimethylsilyl)oxyl]-",23.13342641476172,23.513731160519086,22.714432844311936,23.569275194584492,23.242736859447106,22.323262053504177,22.36242904585225,22.74375232752856,22.672666772922494,22.74375232752856,22.36242904585225,22.498647007706285,22.536310350970176,22.36242904585225,22.672666772922494,23.13342641476172,23.513731160519086,22.59620392842164,22.793787072967287
"Acetin, bis-1,3-trimethylsilyl ether",,12.254255565391986,11.768591306054258,12.934235101144486,12.058715523098858,10.156959752179517,9.959343445348225,11.96445884754241,11.96445884754241,8.927193914649346,10.816519025025727,10.597362448682182,10.672271935739,8.31836637721953,,11.097644027950611,10.597362448682182,11.702999974452922,10.504176711825929
Acetoacetic acid,,,,,,12.814119138790673,,13.888768859555105,13.108609595893817,12.973984865736929,13.202735672256493,,13.661110744431403,7.101979900361118,12.71541301167215,,13.108609595893817,13.451920274104108,12.934235101144486
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",,,,,19.27750979839458,20.521129777544616,,,,,,20.015400450181136,18.616815534080125,18.19571481244928,,,,,
Aceturic acid,,,,,11.54057039968994,7.579160464356385,,11.852572637105249,,,7.349333144756701,9.786396331438558,8.462081508199269,6.851944708255062,7.101979900361118,9.786396331438558,9.263169610007262,9.959343445348225,10.597362448682182
Aconitic acid,,15.248114698344054,,,,,,,,,,,,,,,,,11.911089499531661
Adipoyl-L-carnitine,21.353990801751774,22.59620392842164,22.25454311636915,,,,22.74375232752856,,,,20.97208011605648,,22.083540039335475,,17.92796028854143,,,,
Albizziin,,,,,,24.6788673152338,25.489677409059098,23.79182611549095,,,24.131480788694507,26.047060488642316,,23.089706815587537,,,,24.6788673152338,
Alloxanic acid,,,,,17.66005726703293,,,17.18390131300288,16.683230452587587,17.341737961303735,,17.9703152804029,15.645101065611946,14.82252358726726,,,,,
Allylescaline ,26.047060488642316,25.677586203197585,24.450456888103545,22.98560858642985,24.450456888103545,24.91354820199538,26.047060488642316,25.390618357577036,24.6788673152338,28.041912960282012,24.78851327640558,22.87128886195247,22.74375232752856,24.032987222373634,22.94234907146313,25.201537470981773,24.574684280008256,25.9241598873494,23.513731160519086
alpha-D-Mannopyranose,,12.54198645666189,10.672271935739,13.661110744431403,,,,15.450219862387353,,6.263809164395452,4.387558178619198,,,14.602831874048219,15.097648609267608,,,,
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",,,,,,,,,17.425469615628202,,17.105293528823506,16.818730054272347,12.34252853444541,,,,15.565468037586037,12.89891293860039,14.908740008406308
alpha-Linolenic acid,15.315767170363468,15.869772142624784,15.248114698344054,15.913007545611654,16.020041075191802,15.805582473336615,14.318504119606336,15.34840479647482,15.869772142624784,14.79222004016628,16.020041075191802,15.758803952076102,15.681044372379066,14.908740008406308,15.387207438721274,15.248114698344054,14.870399381924507,15.34840479647482,14.498047445791943
alpha-Tocopherol,14.275597233158507,15.06216893372275,12.89891293860039,15.565468037586037,15.097648609267608,12.75629840687443,13.061337356156647,13.587684171455688,12.89891293860039,13.888768859555105,12.45432714538583,13.108609595893817,12.934235101144486,12.11766569327182,12.599692228383176,13.236992756140435,13.384242609570157,13.320509937444335,12.851130005545624
Ammeline,31.554849941706536,,,30.960316810156254,31.554849941706536,32.98634968627282,32.98634968627282,30.960316810156254,32.98634968627282,,30.960316810156254,31.554849941706536,,30.960316810156254,,29.868658967698583,29.868658967698583,,30.49740744194064
"androst1-2,4,6,16-tetraene-3,6,17-triol",,,3.457385813027289,,,,2.858038697389123,,,,,,,,,,,,
Arabinaric acid,,,10.41465803892945,11.019132186478824,,,,,,,,,,,,,,,
"Arabinofuranose, 1,2,3,5-tetrakis-O-",16.717595862350713,16.717595862350713,17.9703152804029,17.341737961303735,16.596599790336178,17.828171898501733,17.18390131300288,18.023288474614425,18.04262601659242,17.380273325481745,17.075605475683055,17.694233106773762,17.161130790795806,16.966836940679226,17.452984868127295,17.50757132344384,17.92796028854143,17.527476892874603,16.818730054272347
"Arabinonic acid, 2,3,5-tris-O-(trimethylsilyl)-, gamma-lactone",,,,,,,,,,,,,11.352031553180217,,,10.672271935739,11.451901464096682,,
Arachidonic acid,6.011485675066638,8.70137053681611,5.271128254903739,9.959343445348225,6.851944708255062,3.457385813027289,4.042302684712381,8.035836504586728,7.8331548137904665,8.31836637721953,,4.042302684712381,3.169251445092533,0.37029890789279213,2.018570402428134,3.457385813027289,4.042302684712381,5.492587507180741,
Arsenous acid,,,,,,13.748949654230755,,,,17.004097576168448,,13.927344928519762,16.271278806206077,,16.020041075191802,,14.954226218124793,,
Aspartic acid,29.092427567879824,29.29763490916235,28.466517823803166,,27.915056704927547,29.868658967698583,29.567064319720927,30.49740744194064,29.567064319720927,,29.868658967698583,,,29.092427567879824,29.29763490916235,,,28.15647018189146,
Atrazine desethyl,17.9703152804029,,18.445736051641244,17.694233106773762,,19.041809772503246,16.096768702232197,23.513731160519086,22.98560858642985,23.13342641476172,19.59111089718225,23.13342641476172,21.276455057853646,20.13029494729554,21.13986814143362,20.250561678826074,20.213975534351633,22.42586394085616,22.03062413594252
Azatadine,12.89891293860039,13.202735672256493,12.401988378273696,12.71541301167215,12.54198645666189,11.852572637105249,11.768591306054258,12.75629840687443,12.648367971552656,12.173869178468715,10.915733241355301,12.11766569327182,11.768591306054258,11.352031553180217,10.41465803892945,12.54198645666189,11.96445884754241,12.34252853444541,11.627538463099027
"Azetidine, 1-acetyl-2-methyl-",,28.75197080078838,26.13259548553117,25.580754511247207,25.390618357577036,,,25.580754511247207,,25.201537470981773,,,,25.81451661405914,26.370981945534925,25.05852323335223,,23.413959076455505,25.677586203197585
"Aziridine, 1-(2-buten-2-yl)-",27.915056704927547,25.81451661405914,,26.83629718693505,26.73113762020699,27.181772801756683,,25.9241598873494,,,25.580754511247207,,27.583060037643673,27.840400889593987,27.04986589051757,,,,
"Benzaldehyde, 2,5-dimethyl-",,7.101979900361118,,8.462081508199269,4.993422941775118,1.617489646358388,2.018570402428134,4.993422941775118,,5.271128254903739,2.018570402428134,,0.7963408236682645,0.05191296043117087,0.25624510415592233,0.6389184387654736,,2.6586105703581726,
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",,,14.954226218124793,,,,,,,,15.06216893372275,,,15.805582473336615,15.604385459398587,,16.096768702232197,,15.758803952076102
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",19.59111089718225,19.91599258463902,18.27004821318735,19.883009781599384,19.484092813707292,15.758803952076102,19.81176283367321,18.982455202263463,19.238178509274245,19.73026119017532,17.771453411231228,17.92796028854143,18.338252144438364,18.513421318437462,19.784978468842798,17.161130790795806,19.337477715676997,16.52855482367925,15.869772142624784
"Benzene, 1,3-bis(1,1-dimethylethyl)-",19.510894133591727,19.557040253405585,19.981136793731093,19.680043094355472,19.165361253897753,19.40112825360151,19.428052268837387,19.196133957377043,19.196133957377043,20.048178093508255,19.238178509274245,19.40112825360151,19.73026119017532,19.307757003083296,19.557040253405585,19.883009781599384,19.93615921480365,18.952843152843755,19.27750979839458
"Benzene, 3-cyclohexen-1-yl-",17.341737961303735,,18.783583416561473,18.81784453532393,17.452984868127295,,,17.224687891483637,16.966836940679226,,18.19571481244928,14.37430701565699,18.27004821318735,17.92796028854143,17.105293528823506,17.380273325481745,18.221355320032423,,17.2793330704936
"Benzene, 4-ethenyl-1,2-dimethoxy-",10.504176711825929,,13.705036517264892,,,13.587684171455688,13.236992756140435,13.525964325740457,13.320509937444335,13.142314848172498,14.23656264783452,13.661110744431403,13.279955504586576,13.236992756140435,13.525964325740457,,13.748949654230755,12.973984865736929,12.45432714538583
Benzeneacetamide,21.03071867276113,,,,,,,21.399214169454186,21.06766643052152,,19.337477715676997,,20.45780811825055,,,,,,21.666820260557778
Benzeneacetic acid,12.648367971552656,15.604385459398587,12.851130005545624,15.34840479647482,15.132034197194876,13.320509937444335,12.75629840687443,13.927344928519762,14.43193203936262,13.236992756140435,13.320509937444335,10.504176711825929,14.23656264783452,12.058715523098858,12.89891293860039,13.108609595893817,12.45432714538583,13.236992756140435,12.75629840687443
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",21.982890212151023,23.188670856276904,22.498647007706285,24.131480788694507,19.75929092704027,21.881386062604122,20.726772116238248,22.323262053504177,21.59232670698472,20.97208011605648,21.826086982329297,18.146732428191484,,,22.819646216124017,22.74375232752856,23.13342641476172,,22.536310350970176
"Benzenemethanamine, 2,3-dimethoxy-",17.482898816498015,17.80530050683495,17.18390131300288,17.80530050683495,17.380273325481745,17.161130790795806,16.88582275729898,16.596599790336178,14.82252358726726,12.254255565391986,16.754017742127477,14.23656264783452,16.717595862350713,16.196815076915343,16.596599790336178,17.18390131300288,16.88582275729898,17.30646749922955,11.852572637105249
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",,,,,,,,,,22.87128886195247,,22.819646216124017,,22.819646216124017,23.569275194584492,,23.188670856276904,22.87128886195247,22.87128886195247
Benzenepropanoic acid,21.06766643052152,22.461852403642705,17.341737961303735,23.089706815587537,23.089706815587537,21.13986814143362,21.536837077244485,21.19107075264044,21.666820260557778,21.436027940821884,21.77171271626758,21.399214169454186,21.826086982329297,22.62758312756071,22.15361929401101,21.436027940821884,21.881386062604122,22.15361929401101,20.622527347301173
"Benzimidazole, 5-trifluoromethyl-2-methyl-",16.38183820466894,17.075605475683055,16.52855482367925,17.161130790795806,16.754017742127477,15.913007545611654,15.565468037586037,16.020041075191802,15.845249808229195,15.942851569939227,15.681044372379066,15.535519046537786,15.513238079863951,15.097648609267608,15.513238079863951,15.845249808229195,15.604385459398587,16.055258902576476,15.805582473336615
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",14.498047445791943,,12.34252853444541,,,13.384242609570157,12.973984865736929,,13.803768503839452,,,12.851130005545624,13.021065974882575,,13.587684171455688,11.911089499531661,12.814119138790673,14.37430701565699,13.320509937444335
"Benzoic acid, methyl ester",18.338252144438364,20.048178093508255,17.85323205114088,18.513421318437462,21.03071867276113,,,18.884904222816214,19.70604811101948,17.452984868127295,18.221355320032423,,,17.04096178105604,17.828171898501733,,18.513421318437462,18.513421318437462,19.643014490743155
"Benzoic acid, pentadecyl ester",15.681044372379066,16.158757824965644,16.020041075191802,16.196815076915343,15.535519046537786,15.535519046537786,15.387207438721274,15.387207438721274,15.604385459398587,15.565468037586037,15.565468037586037,15.913007545611654,14.752753869048119,13.927344928519762,14.37430701565699,15.06216893372275,14.37430701565699,15.315767170363468,15.17971282130651
Benzoic Acid,,20.796120366639247,21.13986814143362,21.13986814143362,,,,,17.224687891483637,18.952843152843755,,17.161130790795806,16.923768456776862,16.438081737124296,,17.224687891483637,17.55107639663601,,
Benzoin,,17.341737961303735,16.196815076915343,16.777435758955107,17.694233106773762,18.338252144438364,18.513421318437462,18.845198672700803,18.513421318437462,18.27004821318735,18.122745545681454,15.942851569939227,16.754017742127477,16.228616609227707,14.135535146186546,16.438081737124296,15.913007545611654,,18.27004821318735
Benzophenone,15.513238079863951,15.450219862387353,15.029012160129879,15.681044372379066,14.870399381924507,14.870399381924507,14.870399381924507,15.029012160129879,14.994956784763316,15.34840479647482,14.602831874048219,14.752753869048119,14.870399381924507,14.04887509097324,14.318504119606336,14.870399381924507,14.23656264783452,14.954226218124793,14.602831874048219
Benzyl alcohol,23.513731160519086,23.79182611549095,23.347029901067888,23.657146018107714,23.513731160519086,23.715597582762086,23.089706815587537,23.413959076455505,23.413959076455505,23.657146018107714,22.87128886195247,23.513731160519086,23.657146018107714,22.98560858642985,23.188670856276904,23.79182611549095,24.207207247099554,23.657146018107714,23.79182611549095
"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",12.599692228383176,,,16.88582275729898,,,,13.202735672256493,,,12.34252853444541,,,,,,11.911089499531661,,12.54198645666189
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",11.911089499531661,,10.816519025025727,11.768591306054258,,9.959343445348225,9.263169610007262,11.019132186478824,12.058715523098858,11.252681955681043,11.96445884754241,11.352031553180217,11.451901464096682,8.70137053681611,9.389423714485895,11.019132186478824,10.816519025025727,11.097644027950611,8.927193914649346
beta-D-Glucopyranose,,,7.579160464356385,,,3.7086074446387345,3.7086074446387345,,,,,4.650390535140694,,,,,3.7086074446387345,,8.180980107473209
beta-Hydroxypyruvic acid,14.097534989379085,12.75629840687443,13.202735672256493,16.318348938049894,13.384242609570157,14.82252358726726,14.135535146186546,14.652475967546629,15.419080398564928,15.029012160129879,15.419080398564928,13.748949654230755,15.21264934573445,14.318504119606336,14.602831874048219,12.11766569327182,15.315767170363468,,12.058715523098858
beta-Lyxopyranose,,12.934235101144486,,13.279955504586576,,11.702999974452922,12.34252853444541,,,,11.911089499531661,11.252681955681043,11.097644027950611,,10.597362448682182,11.451901464096682,9.959343445348225,11.451901464096682,
beta-Methylphenethylamine,12.851130005545624,13.384242609570157,,,,14.602831874048219,,,13.888768859555105,11.768591306054258,12.54198645666189,,14.016760511899433,,13.202735672256493,13.142314848172498,12.851130005545624,13.525964325740457,
 5-Hydroxyhexanoic acid,8.70137053681611,9.653884326979462,7.101979900361118,10.672271935739,8.927193914649346,5.780781826731148,5.780781826731148,8.927193914649346,9.653884326979462,9.093836633449822,8.035836504586728,7.349333144756701,6.263809164395452,3.7086074446387345,5.492587507180741,7.349333144756701,7.349333144756701,7.101979900361118,6.263809164395452
Bis(trimethylsilyl)acetylene,30.49740744194064,30.49740744194064,30.49740744194064,31.554849941706536,32.98634968627282,30.960316810156254,31.554849941706536,31.554849941706536,31.554849941706536,30.960316810156254,31.554849941706536,30.960316810156254,30.960316810156254,31.554849941706536,30.960316810156254,30.49740744194064,31.554849941706536,28.348263029980462,29.868658967698583
Bis(trimethylsilyl)histidine,19.93615921480365,19.93615921480365,18.067802151495375,18.884904222816214,20.08581433828977,18.664435456008388,,18.221355320032423,18.338252144438364,,18.71169549787637,18.54607657424519,18.30220491422171,18.221355320032423,18.920031263707177,17.80530050683495,18.122745545681454,19.165361253897753,
Boric acid,19.44973986247903,19.70604811101948,19.041809772503246,19.619613701792996,19.006227470443676,19.373715287645794,18.146732428191484,18.04262601659242,18.27004821318735,18.584602037981732,19.643014490743155,19.81176283367321,19.75929092704027,18.982455202263463,19.238178509274245,20.13029494729554,16.353057429306126,18.19571481244928,18.099405241402923
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",8.462081508199269,,,,7.8331548137904665,,,,,,,,,,,4.650390535140694,,,
Butanedioic acid,25.580754511247207,27.915056704927547,26.83629718693505,27.840400889593987,28.61890691834191,26.951515096076143,25.05852323335223,25.81451661405914,26.951515096076143,27.37166722129166,26.61703252817343,25.27942380505664,26.61703252817343,25.9241598873494,26.275234453931155,26.275234453931155,26.370981945534925,26.275234453931155,26.48557796769458
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",,,19.93615921480365,20.45780811825055,20.45780811825055,,,20.412894326028773,19.428052268837387,,,20.37293560987165,19.981136793731093,19.73026119017532,,,,,19.836815898828075
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",4.993422941775118,8.035836504586728,3.8664236798363363,9.55465740107734,5.780781826731148,2.6586105703581726,3.169251445092533,5.780781826731148,7.101979900361118,6.011485675066638,2.858038697389123,2.858038697389123,2.6586105703581726,0.25624510415592233,0.620179667148399,0.7963408236682645,3.169251445092533,3.7086074446387345,2.018570402428134
Butylated Hydroxytoluene,19.557040253405585,19.59111089718225,19.91599258463902,19.643014490743155,19.111393474644355,19.307757003083296,,19.484092813707292,13.927344928519762,19.836815898828075,18.783583416561473,19.27750979839458,18.664435456008388,18.146732428191484,18.54607657424519,19.041809772503246,18.982455202263463,19.082710794944074,18.745239137098054
Butylmethylamine,,,17.828171898501733,,17.622626845074784,,,17.161130790795806,,,16.652414170199286,,,,16.966836940679226,17.452984868127295,,17.75054920086567,16.683230452587587
Butyrovanillone,17.92796028854143,18.067802151495375,17.161130790795806,,17.55107639663601,,17.341737961303735,17.452984868127295,,18.122745545681454,,16.923768456776862,,16.52855482367925,17.18390131300288,17.30646749922955,,,16.88582275729898
Cadaverine,,6.851944708255062,,,,,,,6.263809164395452,,,,,,0.19082782174892485,,1.358786249705701,,0.7963408236682645
Campesterol,19.27750979839458,19.337477715676997,19.196133957377043,20.015400450181136,19.44973986247903,18.81784453532393,19.111393474644355,18.920031263707177,18.445736051641244,19.082710794944074,18.584602037981732,19.196133957377043,19.006227470443676,18.845198672700803,19.196133957377043,19.619613701792996,19.082710794944074,18.845198672700803,18.221355320032423
"Carbonic acid, eicosyl vinyl ester ",14.04887509097324,11.174838890141631,17.57582771507508,17.92796028854143,17.527476892874603,17.004097576168448,17.224687891483637,17.30646749922955,14.016760511899433,17.224687891483637,12.173869178468715,13.888768859555105,17.004097576168448,16.38183820466894,17.85323205114088,18.221355320032423,17.30646749922955,17.105293528823506,14.18125130759073
"Carbonic diamide, N,N'-dibutyl-N'-methyl-",,16.49493611036931,,,,,,,,,,,,,,,,,
Carfentrazone-ethyl,3.8664236798363363,,,,,0.6389184387654736,,4.387558178619198,,4.387558178619198,0.7963408236682645,0.7963408236682645,,,0.1934720932203784,,1.617489646358388,2.018570402428134,0.6389184387654736
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",19.006227470443676,,,,,,17.004097576168448,18.354817041878665,,,,,,20.213975534351633,,18.920031263707177,19.041809772503246,,
"Cetaben, N,O-bis(trimethylsilyl)-",,17.828171898501733,,,17.80530050683495,17.527476892874603,,,,,,17.622626845074784,,,,,17.224687891483637,,
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",,,,16.055258902576476,,15.27775971487917,,14.79222004016628,,,,,,,,14.602831874048219,,15.513238079863951,13.803768503839452
"Cholest-5-ene, 3-(1-oxobuthoxy)-",,,,,,,,,,9.55465740107734,,,,,,,,,
"Cholest-7-en-3-ol, (3beta,5alpha)-",12.11766569327182,12.851130005545624,11.252681955681043,13.142314848172498,12.11766569327182,11.768591306054258,12.173869178468715,12.11766569327182,12.599692228383176,12.54198645666189,5.271128254903739,12.75629840687443,10.915733241355301,,11.097644027950611,13.279955504586576,12.254255565391986,12.814119138790673,
"Cholesta-2,4-diene",,,,,,,,,13.661110744431403,,,,,,15.132034197194876,,,,
"Cholesta-3,5-dien-7-one",3.7086074446387345,,2.018570402428134,8.180980107473209,,,1.358786249705701,4.042302684712381,,4.042302684712381,0.6389184387654736,0.6389184387654736,,,0.18105479698512408,0.42938168600727616,0.7963408236682645,,0.620179667148399
"Cholesta-3,5-diene ",15.987340996624212,16.596599790336178,16.38183820466894,17.105293528823506,16.46608106041675,16.683230452587587,,20.015400450181136,19.484092813707292,14.954226218124793,16.596599790336178,16.38183820466894,15.869772142624784,15.717284783435158,16.410390838522662,16.818730054272347,16.055258902576476,15.450219862387353,19.307757003083296
"Cholesterol, pentafluoropropionate",,,,,,,,,,,,,,,,0.620179667148399,,,
Cholesterol,18.584602037981732,19.44973986247903,19.44973986247903,18.122745545681454,18.664435456008388,18.19571481244928,15.845249808229195,18.952843152843755,18.783583416561473,19.44973986247903,17.92796028854143,18.664435456008388,18.845198672700803,15.513238079863951,18.413236135757618,19.557040253405585,19.40112825360151,18.884904222816214,17.622626845074784
Cinnamic acid,14.37430701565699,13.661110744431403,14.870399381924507,,13.748949654230755,,14.43193203936262,,12.45432714538583,12.934235101144486,,11.702999974452922,,,,12.058715523098858,,13.202735672256493,
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,,,9.263169610007262,,10.156959752179517,8.180980107473209,,,10.504176711825929,,9.263169610007262,,8.70137053681611,5.492587507180741,6.263809164395452,8.927193914649346,8.180980107473209,,7.349333144756701
"cis-4,5-Dihydroxy-o-dithiane, 2O-",16.818730054272347,17.452984868127295,18.81784453532393,17.527476892874603,17.161130790795806,18.476278414990613,18.221355320032423,18.54607657424519,18.354817041878665,18.920031263707177,18.27004821318735,18.745239137098054,18.71169549787637,18.04262601659242,18.354817041878665,18.952843152843755,18.664435456008388,18.664435456008388,18.354817041878665
Citric acid,20.048178093508255,20.851792673206322,19.484092813707292,19.981136793731093,20.764520586708755,20.08581433828977,18.982455202263463,20.282845106291333,20.250561678826074,20.213975534351633,20.048178093508255,,20.250561678826074,19.93615921480365,20.048178093508255,14.69462912360585,19.70604811101948,20.213975534351633,19.40112825360151
Cyclo-(l-leucyl-l-phenylalanyl) ,12.254255565391986,,,,12.010591482384593,11.352031553180217,,13.061337356156647,,,12.934235101144486,12.814119138790673,11.911089499531661,11.252681955681043,,12.254255565391986,,11.96445884754241,
Cyclo(L-prolyl-L-valine) ,16.410390838522662,8.31836637721953,,16.096768702232197,16.652414170199286,,,,16.38183820466894,15.987340996624212,,,,15.450219862387353,16.353057429306126,,,,
cyclobutanecarboxylic acid,,,,18.745239137098054,,17.57582771507508,,,,,,18.27004821318735,17.92796028854143,18.30220491422171,18.067802151495375,18.476278414990613,18.354817041878665,,
Cyclobutanol,21.72692569277056,21.982890212151023,24.131480788694507,22.536310350970176,21.826086982329297,21.19107075264044,20.764520586708755,21.932443111260625,,,21.4924825260643,20.250561678826074,,,21.436027940821884,22.217637896331325,22.323262053504177,21.276455057853646,19.70604811101948
Cyclohexanol,16.196815076915343,16.62015830441966,15.758803952076102,16.228616609227707,16.128297064816426,15.681044372379066,14.275597233158507,15.717284783435158,14.908740008406308,15.805582473336615,15.029012160129879,15.06216893372275,14.994956784763316,13.969017570602182,14.652475967546629,15.717284783435158,14.79222004016628,15.21264934573445,15.450219862387353
"Cyclohexanone, 3,3,5-trimethyl-",24.78851327640558,25.27942380505664,24.286213584134483,25.27942380505664,24.91354820199538,24.367377170818397,23.13342641476172,24.032987222373634,23.13342641476172,24.367377170818397,23.413959076455505,24.032987222373634,24.131480788694507,23.513731160519086,23.88488575755639,24.286213584134483,24.78851327640558,24.286213584134483,24.286213584134483
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",13.661110744431403,13.705036517264892,,14.097534989379085,14.562548400415062,13.888768859555105,13.803768503839452,14.498047445791943,14.79222004016628,14.994956784763316,,,,13.384242609570157,13.661110744431403,14.275597233158507,,14.43193203936262,13.927344928519762
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",,,,,,,16.158757824965644,,16.353057429306126,,,,,,18.221355320032423,,,,18.146732428191484
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",14.79222004016628,14.37430701565699,14.135535146186546,14.954226218124793,13.661110744431403,14.18125130759073,13.888768859555105,14.23656264783452,13.705036517264892,13.969017570602182,14.37430701565699,13.236992756140435,13.841717174472093,12.973984865736929,13.748949654230755,13.525964325740457,13.486935356855955,13.927344928519762,13.108609595893817
"Cyclopentanone, 2,2,4-trimethyl-",,,,12.401988378273696,,,,11.627538463099027,10.156959752179517,,,3.8664236798363363,,,,9.959343445348225,9.653884326979462,9.389423714485895,10.057422420940377
