,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS_73_REP_190124,DSS_76_REP_190124,DSS_77_REP_190124,DSS_T0.7_180124
,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0
"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",17.467977900662287,17.77986918874094,19.757255053875422,11.353858129970044,17.756079080811524,,19.278093190395012,19.915663889540703,17.683580593243956,20.31399972837066,,20.947461276826346,
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",6.823750767284803,,7.237424327298849,6.5884417535318525,9.79517782889924,,6.985893041230985,3.2030715401087226,7.933656850586039,,,,17.240062989090028
beta-D-Glucopyranose,29.422150649678,29.037719087970096,31.32464405083582,,,28.751020472792,29.557238653472186,29.69514394551681,29.557238653472186,,,,25.95667430850201
beta-Hydroxypyruvic acid,12.12741999060478,11.163562767389994,6.985893041230985,8.385594771060665,10.103061377065925,8.385594771060665,13.15713936428066,10.296355121493692,13.447857779151686,,,,
beta-Lyxopyranose,,,,,15.829949939103326,,9.465509780663318,,,,12.986523748677923,,19.047007788243796
beta-Methylphenethylamine,13.056286053658395,13.056286053658395,11.960071832457418,13.900376578725893,16.824449814739356,,16.97862927667314,12.631619337869559,,,20.267081883265913,,
 5-Hydroxyhexanoic acid,4.583910469739944,4.6400580355342065,6.823750767284803,1.9950008393033387,8.437110709713595,7.540516501033772,7.4276986881204445,4.583910469739944,3.36571247216152,12.915434771829592,12.038323619152653,13.615944742457838,
Bis(trimethylsilyl)acetylene,32.81957410394571,,,31.32464405083582,,,31.967927527737817,31.53197674890691,,28.86821948914614,29.037719087970096,29.299028451679874,
Bis(trimethylsilyl)histidine,,,,,,,,,,,23.674041468876645,23.001707748583026,22.887776930627812
Boric acid,20.338751877716042,22.509236928917154,18.26504526976658,,19.976539642816576,19.68586336917248,20.80489511106007,15.959899538293751,16.856624003438768,17.137997351351995,17.54089681836928,17.44445169377594,20.80489511106007
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",,,,,,,,,,,,,
Butanedioic acid,26.336013775850347,27.05718356582006,,28.751020472792,28.020814950435433,27.05718356582006,27.16552195326063,28.135820642674332,26.794125067765584,27.591961596404175,27.35080930430649,28.135820642674332,27.73040421419245
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",,19.377808404713118,19.830388555174856,21.064283312637436,21.103230061269038,19.278093190395012,21.296347270004745,20.55279273639784,19.400573338593833,,20.043526398656663,,22.470899925094425
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",14.376416116894761,14.162606010462351,14.978238346418712,12.986523748677923,14.978238346418712,15.726376172909594,14.978238346418712,13.552372804743326,14.613893875629818,,,,
Butylated Hydroxytoluene,18.525704336610854,18.400340891137283,18.457698982857444,11.720393544860881,19.377808404713118,19.31692204122292,19.31692204122292,19.104692403905872,19.377808404713118,18.525704336610854,18.457698982857444,21.02163069756207,20.465455927473617
Butylmethylamine,15.764571468318742,15.764571468318742,14.418295819473279,13.680695348816036,15.764571468318742,14.840453737622385,16.3316947026017,12.986523748677923,11.587134843843792,,,,18.98218827458316
Butyrovanillone,,18.153063191241287,,,,,16.173385070384008,,,17.93598319593494,,,
Cadaverine,7.4276986881204445,,,,,8.02407066862705,,,,14.69237703780166,13.635040517561068,14.526211862098686,
Campesterol,19.252229197425127,18.623209527049543,19.252229197425127,19.569789218228394,18.589884782564415,17.008970665430454,19.830388555174856,18.859792534018464,18.525704336610854,18.874713142144913,19.94786825646556,20.13023649337836,21.528303882941092
"Carbonic acid, eicosyl vinyl ester ",,,,,,,,16.25524016795433,,19.0170516179095,18.6813283179764,18.51017463476546,18.6813283179764
"Carbonic diamide, N,N'-dibutyl-N'-methyl-",15.12875857198395,15.216712534481676,15.216712534481676,14.69237703780166,16.400864662600988,16.431876234306806,15.959899538293751,14.271578500001299,15.176027156901302,19.976539642816576,,20.598247082283425,
Carfentrazone-ethyl,,1.0445488937023468,,,,,,0.6789976572427623,,8.613126201398456,8.437110709713595,11.102458222320994,
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",14.330881153198353,16.29669433477845,13.835109415866004,8.900213460214147,13.503054744425164,14.69237703780166,16.51427461510479,15.990609099325692,13.400266916156673,13.790635235239417,13.15713936428066,13.680695348816036,
"Cetaben, N,O-bis(trimethylsilyl)-",18.153063191241287,,18.153063191241287,18.51017463476546,19.587671351059978,18.859792534018464,16.374401143949182,16.97862927667314,19.68586336917248,,,,22.962755382669226
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",24.127664019786877,23.758738379142873,24.732805727418683,24.80567999357708,,24.880157984051962,22.553503852544203,22.30432585442568,25.23727152069106,,,23.476707946641394,26.794125067765584
"Cholest-5-ene, 3-(1-oxobuthoxy)-",,,,,,,,,,,,12.572828378477455,
"Cholest-7-en-3-ol, (3beta,5alpha)-",7.933656850586039,7.36848201745798,9.879569371444623,10.227928344865886,8.078487821599968,9.79517782889924,8.613126201398456,7.694596559039426,7.237424327298849,,12.296747807659711,,15.69162437018483
"Cholesta-2,4-diene",5.871401689203946,,7.4276986881204445,4.583910469739944,7.967368779622313,8.078487821599968,7.872950517460959,,4.355923871274419,,9.996968364140749,11.787821025227434,15.216712534481676
"Cholesta-3,5-dien-7-one",8.988656312922103,19.162048859244987,15.959899538293751,5.24052017936675,16.374401143949182,13.24504360442354,15.176027156901302,17.756079080811524,10.487163562652496,15.726376172909594,20.13023649337836,,
"Cholesta-3,5-diene ",18.044120996363862,18.241505200416107,18.654648987048752,18.874713142144913,19.278093190395012,19.162048859244987,19.104692403905872,17.803271822607126,14.526211862098686,20.80489511106007,17.240062989090028,20.218205145355753,18.71327863091568
"Cholesterol, pentafluoropropionate",,,6.5884417535318525,,,,5.783746064070977,3.7867974161140237,,,10.103061377065925,12.491917499446004,
Cholesterol,17.803271822607126,19.13231528606232,16.76385170691238,19.187581048044294,16.793350431670675,17.58270070310666,18.589884782564415,16.374401143949182,15.69162437018483,18.96000390401945,18.96000390401945,19.884317064186444,22.077884833120095
Cinnamic acid,8.613126201398456,7.872950517460959,11.353858129970044,3.3126929426544227,13.447857779151686,12.12741999060478,,,8.15937216568915,,13.400266916156673,14.802107144724356,
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,,5.783746064070977,4.682530016580031,,6.823750767284803,,,3.3126929426544227,,,,12.381396768674305,
"cis-4,5-Dihydroxy-o-dithiane, 2O-",17.683580593243956,17.511627210159055,17.650336331768106,17.683580593243956,17.93598319593494,18.400340891137283,18.215951384677066,17.303192362532272,17.85878822244882,17.683580593243956,18.31955776679727,18.623209527049543,20.074428529533243
Citric acid,,,,,,,,21.60767614047673,,21.8020320809207,22.739633443858526,22.41266987563089,23.476707946641394
Cyclo-(l-leucyl-l-phenylalanyl) ,,2.6975912378214906,,9.79517782889924,,,,3.36571247216152,,15.176027156901302,13.586829175261787,,
Cyclo(L-prolyl-L-valine) ,18.874713142144913,18.36647082551729,,20.727263101365523,,,15.990609099325692,16.824449814739356,16.578530185220774,22.438015312015946,22.23868736466526,22.14273213899054,
cyclobutanecarboxylic acid,17.890813197325866,20.80489511106007,19.400573338593833,17.279278563921903,18.874713142144913,18.71327863091568,17.85878822244882,20.80489511106007,17.803271822607126,20.574388474014633,23.162783849885912,20.0145799179434,21.724664897638124
Cyclobutanol,21.8020320809207,21.577935223335366,21.473874637841547,21.330812193706336,21.60767614047673,21.724664897638124,21.577935223335366,21.4003481559925,21.170805030469182,,22.65283473995788,,24.38950884543929
Cyclohexanol,13.680695348816036,13.15713936428066,13.635040517561068,12.82238254364817,14.613893875629818,14.063524816810936,13.759165430473931,12.175815056791448,12.692355587562428,14.271578500001299,14.69237703780166,15.12875857198395,18.26504526976658
"Cyclohexanone, 3,3,5-trimethyl-",24.27524702220432,24.732805727418683,23.998791804143277,24.05735318243702,24.201821337409207,24.732805727418683,24.346187767479726,23.162783849885912,25.1843827915228,22.962755382669226,23.39212425775114,24.05735318243702,25.456846018859697
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",21.225126785679727,20.727263101365523,,18.31955776679727,,21.473874637841547,,20.598247082283425,,,,,
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",15.509966623013021,13.400266916156673,11.846280387189081,14.330881153198353,8.988656312922103,13.615944742457838,12.915434771829592,14.043058300936089,13.73358566746679,,,,
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",7.832200207475028,12.038323619152653,10.719361350735484,8.988656312922103,14.122295579355558,13.959297643327725,,8.613126201398456,12.572828378477455,12.82238254364817,13.056286053658395,,17.756079080811524
"Cyclopentanone, 2,2,4-trimethyl-",19.490728410067863,19.252229197425127,19.047007788243796,19.0170516179095,19.712597982204976,19.757255053875422,19.663395774068803,18.6813283179764,19.252229197425127,,,,
D-(-)-Citramalic acid,,,,,7.933656850586039,,,,,10.227928344865886,,,
"D-(-)-Fructofuranose, pentakis",,,,,,,,,,19.13231528606232,18.294739554501465,,
"D-(-)-Lyxose, tetrakis",,19.075534084213622,20.18444468450388,13.73358566746679,,,20.947461276826346,,19.629613795354487,18.77329779017504,18.900717658446986,16.89063007353437,18.294739554501465
"D-(-)-Ribofuranose, tetrakis",19.830388555174856,14.376416116894761,20.465455927473617,17.240062989090028,20.338751877716042,,20.641185112479572,21.02163069756207,,20.69686745967054,,,21.4003481559925
D-(+)-Glucosamine,,18.215951384677066,,,,19.047007788243796,,,,21.126766697652876,20.43082442685246,21.103230061269038,
"D-(+)-Ribono-1,4-lactone (R,S,R)-",,3.5843578896564767,3.7867974161140237,4.355923871274419,,9.12695566034981,,,,,,,15.509966623013021
"D-(+)-Talofuranose, pentakis",13.872006254545205,,,13.299524273128414,,,7.771536565134165,,15.764571468318742,15.829949939103326,15.556151213099971,17.098247966664776,19.377808404713118
"D-(+)-Xylose, tetrakis",,18.71327863091568,19.519355039473638,20.267081883265913,18.044120996363862,,20.109784293625292,18.545485015279446,19.712597982204976,,,,17.708997530179452
D-Arabinose,,,,,,,,,,10.296355121493692,,12.631619337869559,15.829949939103326
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",23.064613651929566,19.587671351059978,25.346447218319824,12.175815056791448,21.944078744197682,23.86783469526196,19.757255053875422,24.05735318243702,24.880157984051962,22.923545225549162,23.821254036692288,23.585837182310325,24.05735318243702
D-Fructose,8.385594771060665,7.771536565134165,9.12695566034981,0.5242188721785699,9.465509780663318,9.996968364140749,8.437110709713595,8.228155816633913,8.29113811998227,13.872006254545205,13.680695348816036,15.216712534481676,16.856624003438768
D-Fucitol,18.26504526976658,16.687578694649417,18.745132360237974,18.804449127771363,16.89063007353437,18.181120513462393,17.890813197325866,16.642589612212966,18.96000390401945,,,,
"D-Isoleucine, N-acetyl-",18.77329779017504,18.874713142144913,19.569789218228394,19.587671351059978,18.859792534018464,18.076864187304007,20.43082442685246,20.13023649337836,19.278093190395012,20.465455927473617,20.574388474014633,20.574388474014633,20.0145799179434
D-Leucylglycylglycine,,,,23.716460448444305,,,,,,22.02643659489743,,19.68586336917248,
D-Mannose,28.64025839940879,28.86821948914614,29.299028451679874,,,,,28.64025839940879,28.398868226790213,,,,24.95573487933232
D-Ornithine,,,,21.4003481559925,,,,,,20.727263101365523,21.4003481559925,20.764191715040603,21.647293340750327
D-Proline,14.840453737622385,16.043041968213807,,18.623209527049543,,,16.043041968213807,,,,,,
"D-Psicofuranose, pentakis",23.09652677510476,22.85174109462429,22.65283473995788,22.739633443858526,21.503306389438173,22.65283473995788,23.54182310975582,22.85174109462429,22.962755382669226,,,,21.126766697652876
D-Ribose,18.076864187304007,19.0170516179095,20.947461276826346,,20.727263101365523,20.074428529533243,,20.37880721560688,18.457698982857444,21.944078744197682,,20.18444468450388,22.27119795290972
D-Threitol,11.787821025227434,9.79517782889924,,,,,,,,17.708997530179452,19.187581048044294,18.153063191241287,18.457698982857444
"D-Xylofuranose, 1,2,3,5-tetrakis-O-",26.19944442357079,25.74843576288559,24.45243153284123,26.97864927073885,26.526117111734184,26.97864927073885,26.688296250205116,25.346447218319824,25.114037128917655,26.88517410245357,27.16552195326063,28.64025839940879,24.732805727418683
Decanoic acid,18.294739554501465,18.900717658446986,18.044120996363862,18.42569287061068,18.654648987048752,19.490728410067863,18.623209527049543,17.92169922371412,18.51017463476546,,,12.915434771829592,
Dehydronorketamine,12.491917499446004,3.36571247216152,12.175815056791448,0.6789976572427623,,16.374401143949182,11.514267928225033,,13.680695348816036,,,,
Delorazepam,,16.793350431670675,,22.113886571257673,,,16.53931803595402,,,19.490728410067863,,19.377808404713118,21.448463775039905
Deoxycholic Acid,,7.540516501033772,8.988656312922103,,18.36647082551729,,8.385594771060665,5.363007628638211,9.79517782889924,13.635040517561068,12.915434771829592,14.043058300936089,19.353575759503997
Desmosterol,10.185437394842268,8.900213460214147,11.587134843843792,9.12695566034981,9.91701215472802,11.587134843843792,10.779364047475678,9.372726265192195,10.296355121493692,,12.82238254364817,13.872006254545205,16.824449814739356
Dicyclohexylamine,,,23.430921085529484,,,,22.887776930627812,,,18.98218827458316,,,23.821254036692288
Dihydrouracil,22.36485659826712,23.09652677510476,22.30432585442568,23.064613651929566,22.18104577317147,22.113886571257673,22.18104577317147,22.337274437811843,22.509236928917154,24.80567999357708,24.60826210984006,24.45243153284123,23.914980354751055
Dimethyl fumarate,12.986523748677923,12.884525409901453,14.840453737622385,,14.418295819473279,14.271578500001299,14.271578500001299,13.503054744425164,12.381396768674305,14.613893875629818,14.978238346418712,,
"Dimethyl hexopyranosiduronate, alpha-D-",,,,,,18.77329779017504,,,21.448463775039905,20.043526398656663,20.31399972837066,21.944078744197682,20.13023649337836
Dinoseb ,,,,10.185437394842268,,,,,,10.820501092703577,10.820501092703577,12.884525409901453,15.764571468318742
Diphenyl ether,12.915434771829592,12.572828378477455,13.872006254545205,13.503054744425164,13.790635235239417,15.216712534481676,13.586829175261787,12.572828378477455,11.720393544860881,15.045670240760105,14.895013095309208,15.829949939103326,18.153063191241287
DL-Glyceraldehyde,9.91701215472802,9.278074164691516,12.12741999060478,,11.846280387189081,12.884525409901453,12.381396768674305,,,15.323150843460102,14.330881153198353,,
DL-Ornithine,22.41266987563089,21.170805030469182,20.641185112479572,20.850808007307744,20.465455927473617,21.255272820309276,21.473874637841547,20.641185112479572,20.574388474014633,23.09652677510476,24.27524702220432,23.064613651929566,23.001707748583026
DL-Phenylalanine,30.13788546863514,31.53197674890691,29.422150649678,31.15675533695977,30.457081396249325,29.938705848508093,30.65717937445432,30.65717937445432,29.813278009564595,30.65717937445432,31.32464405083582,31.32464405083582,31.967927527737817
"DL-Proline, 5-oxo-",,,,18.654648987048752,,,,,,11.960071832457418,13.299524273128414,14.330881153198353,17.44445169377594
Dobutamine,,,15.176027156901302,,16.29669433477845,14.043058300936089,,14.063524816810936,15.323150843460102,12.240254147292243,13.900376578725893,,
Doconexent,26.526117111734184,27.16552195326063,27.35080930430649,26.88517410245357,26.398894623732556,27.16552195326063,27.05718356582006,25.95667430850201,27.16552195326063,28.020814950435433,28.751020472792,29.938705848508093,
Docosyl octyl ether,,,,,,,20.977909524501225,20.0145799179434,18.011945809358853,18.42569287061068,19.162048859244987,18.457698982857444,20.401555028459068
Dodecanamide,21.944078744197682,22.553503852544203,22.02643659489743,23.86783469526196,23.064613651929566,21.36409445394503,23.232478570121216,21.853878413771135,22.27119795290972,,26.19944442357079,,
"Dodecanamide, N-(2-hydroxyethyl)-",20.641185112479572,20.50238442778997,20.31399972837066,20.401555028459068,20.267081883265913,20.727263101365523,20.764191715040603,19.830388555174856,20.69686745967054,,,,
"Dodecane, 4,6-dimethyl-",,,,,,20.947461276826346,,,24.732805727418683,21.330812193706336,21.853878413771135,21.296347270004745,22.808118801822154
"Dodecanoic acid, 1-methylethyl ester",11.353858129970044,9.5452513422335,,8.228155816633913,9.996968364140749,,10.684239505640372,8.385594771060665,,,,15.726376172909594,16.76385170691238
Dodecanoic acid,18.71327863091568,18.525704336610854,17.77986918874094,19.629613795354487,19.187581048044294,,19.047007788243796,18.36647082551729,18.42569287061068,18.153063191241287,18.804449127771363,18.900717658446986,20.574388474014633
Dodecylcyclohexane,,,21.647293340750327,,22.553503852544203,,22.113886571257673,,21.944078744197682,,,,
Dopamine,24.732805727418683,25.114037128917655,24.95573487933232,24.95573487933232,24.45243153284123,8.437110709713595,24.67075897657363,25.114037128917655,,22.691623145484815,,25.892103474842564,
Ecgonine,19.757255053875422,20.218205145355753,18.181120513462393,,,18.804449127771363,,19.519355039473638,18.874713142144913,,,,
Eicosapentaenoic acid,19.075534084213622,,,,,,,,,18.654648987048752,,20.267081883265913,
Erythritol,23.758738379142873,23.54182310975582,23.31473498258176,22.887776930627812,16.942297672250053,23.476707946641394,23.476707946641394,19.075534084213622,23.96446493667471,,24.201821337409207,23.96446493667471,23.4997142344362
"Erythrono-1,4-lactone, (Z)-",19.377808404713118,19.569789218228394,19.278093190395012,18.26504526976658,19.663395774068803,19.976539642816576,20.90424816618832,19.663395774068803,18.83070789389641,20.850808007307744,21.170805030469182,21.4003481559925,20.109784293625292
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",8.078487821599968,,,,,,8.988656312922103,7.4276986881204445,,,,,
"Ethanol, 2-(9-octadecenyloxy)-",10.684239505640372,9.12695566034981,9.639279878386539,7.694596559039426,10.719361350735484,11.163562767389994,7.832200207475028,8.078487821599968,,12.038323619152653,11.787821025227434,13.24504360442354,
Ethanolamine,29.69514394551681,31.15675533695977,30.0308174343997,19.976539642816576,30.65717937445432,30.13788546863514,30.30087492738009,30.89176755984363,30.30087492738009,31.32464405083582,30.89176755984363,31.841218981674704,30.65717937445432
"Ethanone, 1-(2,5-dimethoxyphenyl)-",17.031543092625643,16.824449814739356,17.178829941356778,13.835109415866004,17.650336331768106,17.82452995731995,17.6217073512717,17.467977900662287,16.824449814739356,17.650336331768106,18.044120996363862,17.93598319593494,18.044120996363862
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",6.146813626862924,7.832200207475028,9.372726265192195,,9.639279878386539,10.487163562652496,9.91701215472802,8.15937216568915,7.4276986881204445,,,,16.642589612212966
Ethyl alpha-D-glucopyranoside,,,12.986523748677923,,15.959899538293751,,,,9.12695566034981,10.103061377065925,10.581441847887719,,
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,23.349674462827124,22.603355935606036,23.001707748583026,22.808118801822154,23.232478570121216,23.758738379142873,23.349674462827124,22.691623145484815,23.758738379142873,22.41266987563089,21.296347270004745,22.077884833120095,23.674041468876645
Fenitrothion,21.902918544862835,22.808118801822154,22.739633443858526,22.077884833120095,22.808118801822154,23.09652677510476,23.430921085529484,23.09652677510476,22.808118801822154,21.902918544862835,22.36485659826712,21.064283312637436,22.65283473995788
"Furan-2-carboxaldehyde, 5-(1-piperidyl)-",,,,10.103061377065925,,,,,,,,,14.69237703780166
"Furan, 2-pentyl-",,17.467977900662287,16.942297672250053,13.15713936428066,17.467977900662287,,16.431876234306806,16.793350431670675,,,19.21629041218115,,
Galactopyranose,16.173385070384008,17.031543092625643,16.72234370303497,15.509966623013021,18.294739554501465,17.063095861840058,16.89063007353437,17.063095861840058,16.215655550561845,12.381396768674305,11.353858129970044,17.92169922371412,18.77329779017504
Gln-Ala,,,20.37880721560688,17.803271822607126,,,,,,,,,
Glucopyranose,,,,,,,,,27.871164462809755,32.337779097650085,32.337779097650085,32.81957410394571,32.81957410394571
Glucose,18.929483216725608,7.144664087019271,23.674041468876645,,16.72234370303497,16.29669433477845,13.959297643327725,21.944078744197682,20.55279273639784,,22.30432585442568,23.39212425775114,
Glyceric acid,25.114037128917655,26.88517410245357,25.95667430850201,25.456846018859697,24.80567999357708,25.653757623520484,26.26246064579268,26.336013775850347,25.892103474842564,,,,
Glycine,20.90424816618832,20.947461276826346,20.43082442685246,26.083108472505163,19.757255053875422,20.18444468450388,20.55279273639784,22.113886571257673,21.296347270004745,26.97864927073885,26.97864927073885,26.26246064579268,28.86821948914614
"Glycine, N-(1-oxobutyl)-",18.457698982857444,17.098247966664776,21.682276012706154,21.902918544862835,20.80489511106007,20.338751877716042,23.39212425775114,23.674041468876645,19.0170516179095,21.98787118720285,21.448463775039905,22.85174109462429,20.50238442778997
"Glycine, N-(N-DL-leucylglycyl)-",,,,,,20.043526398656663,,,21.473874637841547,,,,
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",20.31399972837066,20.465455927473617,21.944078744197682,21.754482536450816,,22.077884833120095,22.65283473995788,22.23868736466526,20.641185112479572,23.232478570121216,23.476707946641394,23.54182310975582,22.18104577317147
Glycolic acid,25.1843827915228,25.830536737492952,25.653757623520484,25.54861304074636,25.74843576288559,25.74843576288559,25.54861304074636,24.95573487933232,25.95667430850201,26.336013775850347,26.688296250205116,26.97864927073885,25.830536737492952
Glycyl-l-glutamine,,15.91067078511715,,16.043041968213807,,,,,,20.338751877716042,21.064283312637436,20.109784293625292,
Glyoxime,17.650336331768106,18.294739554501465,18.076864187304007,16.173385070384008,18.215951384677066,18.457698982857444,18.457698982857444,17.96954724511451,17.77986918874094,19.587671351059978,19.915663889540703,19.712597982204976,20.598247082283425
Guanabenz,26.398894623732556,28.135820642674332,26.336013775850347,28.51228500809141,27.35080930430649,25.346447218319824,26.88517410245357,25.456846018859697,24.38950884543929,,,,28.751020472792
"Guanidine, N,N-dimethyl-",25.892103474842564,26.688296250205116,25.892103474842564,26.19944442357079,26.083108472505163,26.26246064579268,25.95667430850201,24.80567999357708,25.830536737492952,24.38950884543929,24.95573487933232,25.1843827915228,27.256142839780374
"Gulonic acid, gamma-lactone",,,,18.181120513462393,,,12.986523748677923,17.82452995731995,,,,,
Heptadecanoic acid,22.962755382669226,22.923545225549162,22.691623145484815,22.470899925094425,22.85174109462429,23.285680757322435,22.923545225549162,22.65283473995788,22.85174109462429,22.77394850710385,23.4997142344362,23.31473498258176,23.86783469526196
Heptanoic acid,18.98218827458316,20.267081883265913,18.215951384677066,18.36647082551729,19.31692204122292,19.915663889540703,18.525704336610854,18.71327863091568,18.623209527049543,17.85878822244882,18.929483216725608,18.96000390401945,20.55279273639784
Hexanedioic acid,17.708997530179452,17.890813197325866,17.098247966664776,17.008970665430454,20.13023649337836,19.187581048044294,17.803271822607126,17.77986918874094,17.82452995731995,18.804449127771363,19.278093190395012,19.459833110503997,19.459833110503997
Hexanoic acid,23.476707946641394,26.97864927073885,24.67075897657363,23.232478570121216,25.114037128917655,24.38950884543929,24.201821337409207,25.1843827915228,24.127664019786877,23.821254036692288,25.830536737492952,24.60826210984006,26.19944442357079
Hexanoylglycine,7.967368779622313,8.329782236261714,13.400266916156673,10.874411873965412,13.635040517561068,10.185437394842268,14.613893875629818,13.790635235239417,10.91608403810231,16.51427461510479,15.323150843460102,16.3316947026017,17.178829941356778
Hippuric acid,21.170805030469182,21.02163069756207,22.27119795290972,20.109784293625292,21.682276012706154,22.85174109462429,21.754482536450816,21.8020320809207,20.80489511106007,21.682276012706154,22.603355935606036,22.27119795290972,22.923545225549162
Homocysteine thiolactone,8.900213460214147,10.719361350735484,10.44768035394635,13.586829175261787,10.185437394842268,10.91608403810231,10.820501092703577,8.988656312922103,12.038323619152653,18.900717658446986,18.83070789389641,18.294739554501465,
Hydantoic acid,,,,,,,,,19.830388555174856,21.577935223335366,,21.98787118720285,
Hydracrylic acid,21.503306389438173,21.064283312637436,21.503306389438173,20.465455927473617,21.225126785679727,20.977909524501225,21.528303882941092,21.255272820309276,21.4003481559925,22.36485659826712,22.41266987563089,22.603355935606036,22.113886571257673
Hydroquinidine,13.635040517561068,16.53931803595402,13.15713936428066,14.526211862098686,,13.552372804743326,14.043058300936089,15.829949939103326,11.846280387189081,,15.69162437018483,15.959899538293751,
Hydroquinone,17.208089233365254,18.044120996363862,17.031543092625643,14.122295579355558,17.44445169377594,18.241505200416107,17.683580593243956,16.76385170691238,17.137997351351995,19.459833110503997,20.338751877716042,,
Indole-3-carboxaldehyde,,,,,,,9.278074164691516,10.874411873965412,13.99757220612477,17.511627210159055,17.33158696479628,17.683580593243956,
Indole-3-lactic acid,22.18104577317147,20.401555028459068,18.96000390401945,23.54182310975582,20.218205145355753,,20.465455927473617,22.077884833120095,22.18104577317147,23.674041468876645,,,25.23727152069106
Indole-5-carboxylic acid,10.38112902322238,5.24052017936675,10.779364047475678,7.540516501033772,12.381396768674305,12.986523748677923,7.933656850586039,9.12695566034981,10.967634176725438,15.764571468318742,16.173385070384008,16.13854448061069,
"Inosose-2, 1,3,4,5,6-pentakis-",23.4997142344362,23.349674462827124,21.8020320809207,23.349674462827124,23.349674462827124,23.232478570121216,23.31473498258176,23.064613651929566,23.162783849885912,23.39212425775114,23.998791804143277,24.346187767479726,24.5385143337438
Isofucosterol,,,8.437110709713595,,8.228155816633913,8.988656312922103,,7.144664087019271,4.6400580355342065,10.874411873965412,12.491917499446004,13.759165430473931,16.942297672250053
Isonicotinic Acid,21.4003481559925,21.448463775039905,21.255272820309276,21.126766697652876,21.064283312637436,21.577935223335366,21.330812193706336,21.170805030469182,21.330812193706336,13.447857779151686,,14.613893875629818,
Isopropyl palmitate,,,8.29113811998227,7.36848201745798,10.91608403810231,,,,8.437110709713595,11.102458222320994,11.241440816695498,13.188369099922344,16.089133075325154
"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",34.70620580834502,34.106248246560654,34.106248246560654,32.507302960909506,34.70620580834502,34.70620580834502,33.78761740019422,33.16415523395678,33.78761740019422,35.69370352375789,34.70620580834502,35.69370352375789,32.18182717100087
Isoxaben,,18.859792534018464,18.98218827458316,,17.92169922371412,19.0170516179095,19.377808404713118,18.98218827458316,17.279278563921903,20.074428529533243,20.0145799179434,20.977909524501225,17.82452995731995
Itaconic acid,12.381396768674305,12.12741999060478,12.915434771829592,8.613126201398456,13.872006254545205,14.122295579355558,13.503054744425164,11.353858129970044,12.884525409901453,13.900376578725893,16.431876234306806,,
Ketamine ,32.18182717100087,31.967927527737817,31.967927527737817,31.841218981674704,32.18182717100087,31.841218981674704,32.507302960909506,31.15675533695977,31.841218981674704,31.841218981674704,32.507302960909506,32.18182717100087,32.337779097650085
L-(+)-Threose,23.232478570121216,22.438015312015946,22.337274437811843,,17.85878822244882,,,,23.585837182310325,,25.653757623520484,,
L-5-Oxoproline,17.137997351351995,,18.874713142144913,20.55279273639784,,16.856624003438768,,,,20.18444468450388,20.598247082283425,20.641185112479572,19.21629041218115
L-Alanine,26.88517410245357,27.591961596404175,27.256142839780374,28.020814950435433,27.73040421419245,27.591961596404175,26.398894623732556,27.16552195326063,26.97864927073885,24.45243153284123,26.6201800912091,18.83070789389641,28.020814950435433
L-Asparagine,,,,,23.162783849885912,22.77394850710385,,,,27.256142839780374,28.135820642674332,27.591961596404175,26.688296250205116
L-Aspartic acid,23.63614345718412,25.95667430850201,24.27524702220432,26.526117111734184,23.585837182310325,24.05735318243702,25.830536737492952,26.083108472505163,23.914980354751055,26.794125067765584,27.73040421419245,27.73040421419245,28.64025839940879
L-Citrulline,,,,21.577935223335366,,,,20.50238442778997,6.823750767284803,21.225126785679727,21.682276012706154,23.162783849885912,
